0.0   20.0   0.02097     0.00006563   0.02096     0.00006513    0.01957     0.00006152    0.01465      0.00004847    0.007884     0.00003814
20.0  40.0   0.006201    0.00002945   0.006085    0.00002811    0.005500    0.00002759    0.004109     0.00002623    0.002171     0.00001911
40.0  60.0   0.002282    0.00002037   0.002225    0.00001902    0.001989    0.00001819    0.001529     0.00001691    0.0008112    0.00001189
60.0  80.0   0.0009789   0.0000107    0.0009483   0.00001001    0.0008850   0.000009664   0.0006818    0.000008972   0.0003753    0.000006715
80.0  100.0  0.0004731   0.000007073  0.0004560   0.000006583   0.0004231   0.000006252   0.0003424    0.000005752   0.0001924    0.000004361
100.0 120.0  0.0002335   0.000004119  0.0002339   0.000003972   0.0002191   0.000003855   0.0001799    0.000003511   0.0001008    0.000002712
120.0 140.0  0.0001314   0.000002674  0.0001236   0.00000255    0.0001149   0.000002508   0.0001011    0.00000236    0.00006032   0.000001934
140.0 170.0  0.00006417  0.000001434  0.00006345  0.000001396   0.00006047  0.00000139    0.00005130   0.000001315   0.00003004   0.00000106
170.0 200.0  0.00002881  0.0000008732 0.00002925  0.0000008807  0.00002899  0.0000009415  0.00002403   0.0000008829  0.00001488   0.0000007332
200.0 1000.0 0.000001314 0.0000000341 0.000001301 0.00000003265 0.000001174 0.00000003314 0.0000009900 0.00000003096 0.0000005537 0.00000002297
