0.0   20.0   9.865     0.2807     9.862     0.2811     9.205     0.2628     6.893     0.1968     3.709     0.1065
20.0  40.0   2.917     0.08342    2.863     0.082      2.588     0.07447    1.933     0.05633    1.021     0.03027
40.0  60.0   1.074     0.03166    1.047     0.03091    0.9355    0.02795    0.7195    0.02206    0.3816    0.01218
60.0  80.0   0.4605    0.01384    0.4461    0.01348    0.4163    0.01267    0.3207    0.01007    0.1766    0.005945
80.0  100.0  0.2226    0.007054   0.2145    0.006811   0.1990    0.006403   0.1611    0.005327   0.09049   0.003282
100.0 120.0  0.1098    0.003647   0.1100    0.003624   0.1031    0.003437   0.08462   0.002934   0.04740   0.001862
120.0 140.0  0.06184   0.002144   0.05813   0.002027   0.05406   0.001933   0.04757   0.001757   0.02838   0.001213
140.0 170.0  0.03019   0.001081   0.02985   0.001068   0.02845   0.00104    0.02413   0.0009263  0.01413   0.0006413
170.0 200.0  0.01355   0.0005573  0.01376   0.0005639  0.01364   0.0005875  0.01130   0.0005253  0.007001  0.0004001
200.0 1000.0 0.0006181 0.00002355 0.0006122 0.00002302 0.0005521 0.00002213 0.0004657 0.00001967 0.0002605 0.00001303
