	1.0	1.0	1.0	0.07877	0.02291	0.008273	0.003512	0.001677	8.299E-4	4.67E-4	2.276E-4	1.022E-4	4.685E-6	0.07851	0.02235	0.008048	0.00342	0.001628	8.312E-4	4.372E-4	2.256E-4	1.027E-4	4.625E-6	0.07334	0.02021	0.007214	0.003189	0.00152	7.78E-4	4.071E-4	2.152E-4	1.028E-4	4.204E-6	0.05466	0.01509	0.005538	0.002453	0.001223	6.477E-4	3.633E-4	1.835E-4	8.597E-5	3.515E-6	0.02922	0.007922	0.002929	0.00136	6.891E-4	3.643E-4	2.162E-4	1.076E-4	5.448E-5	1.976E-6
	2.0	2.0	2.0	0.02291	0.006959	0.00248	0.001057	5.088E-4	2.514E-4	1.4E-4	6.827E-5	3.064E-5	1.416E-6	0.02292	0.00659	0.002402	0.001021	4.916E-4	2.514E-4	1.305E-4	6.731E-5	3.063E-5	1.38E-6	0.02145	0.005972	0.002151	9.528E-4	4.579E-4	2.354E-4	1.214E-4	6.418E-5	3.076E-5	1.264E-6	0.01602	0.004458	0.00164	7.236E-4	3.645E-4	1.928E-4	1.067E-4	5.423E-5	2.554E-5	1.04E-6	0.008561	0.002331	8.677E-4	3.986E-4	2.037E-4	1.07E-4	6.287E-5	3.151E-5	1.594E-5	5.792E-7
	3.0	3.0	3.0	0.008273	0.00248	0.001003	4.187E-4	2.069E-4	1.034E-4	5.747E-5	2.803E-5	1.248E-5	5.694E-7	0.008233	0.002495	9.391E-4	4.057E-4	1.987E-4	1.025E-4	5.375E-5	2.758E-5	1.26E-5	5.547E-7	0.007728	0.002229	8.229E-4	3.686E-4	1.799E-4	9.313E-5	4.844E-5	2.541E-5	1.219E-5	4.891E-7	0.005768	0.001658	6.348E-4	2.824E-4	1.431E-4	7.552E-5	4.217E-5	2.144E-5	9.931E-6	4.09E-7	0.003086	8.657E-4	3.253E-4	1.478E-4	7.619E-5	3.972E-5	2.388E-5	1.17E-5	5.889E-6	2.189E-7
	4.0	4.0	4.0	0.003512	0.001057	4.187E-4	1.916E-4	9.068E-5	4.551E-5	2.547E-5	1.245E-5	5.518E-6	2.531E-7	0.003492	0.001069	4.069E-4	1.773E-4	8.711E-5	4.509E-5	2.385E-5	1.22E-5	5.617E-6	2.479E-7	0.003281	9.556E-4	3.556E-4	1.607E-4	7.835E-5	4.097E-5	2.143E-5	1.122E-5	5.397E-6	2.155E-7	0.002456	7.105E-4	2.742E-4	1.233E-4	6.232E-5	3.292E-5	1.854E-5	9.444E-6	4.381E-6	1.804E-7	0.00132	3.712E-4	1.401E-4	6.419E-5	3.294E-5	1.718E-5	1.046E-5	5.098E-6	2.55E-6	9.653E-8
	5.0	5.0	5.0	0.001677	5.088E-4	2.069E-4	9.068E-5	4.975E-5	2.273E-5	1.273E-5	6.219E-6	2.765E-6	1.257E-7	0.001667	5.211E-4	2.008E-4	8.783E-5	4.366E-5	2.262E-5	1.194E-5	6.099E-6	2.787E-6	1.232E-7	0.001567	4.65E-4	1.756E-4	7.92E-5	3.927E-5	2.036E-5	1.061E-5	5.563E-6	2.665E-6	1.06E-7	0.001172	3.45E-4	1.353E-4	6.059E-5	3.107E-5	1.634E-5	9.162E-6	4.664E-6	2.144E-6	8.935E-8	6.297E-4	1.804E-4	6.871E-5	3.129E-5	1.628E-5	8.408E-6	5.104E-6	2.496E-6	1.241E-6	4.699E-8
	6.0	6.0	6.0	8.299E-4	2.514E-4	1.034E-4	4.551E-5	2.273E-5	1.33E-5	6.276E-6	3.121E-6	1.378E-6	6.315E-8	8.237E-4	2.59E-4	1.002E-4	4.405E-5	2.185E-5	1.137E-5	5.98E-6	3.081E-6	1.403E-6	6.144E-8	7.755E-4	2.31E-4	8.746E-5	3.952E-5	1.952E-5	1.022E-5	5.328E-6	2.788E-6	1.329E-6	5.272E-8	5.806E-4	1.714E-4	6.751E-5	3.026E-5	1.56E-5	8.156E-6	4.551E-6	2.353E-6	1.073E-6	4.408E-8	3.113E-4	8.948E-5	3.408E-5	1.549E-5	8.077E-6	4.127E-6	2.549E-6	1.232E-6	6.184E-7	2.342E-8
	7.0	7.0	7.0	4.67E-4	1.4E-4	5.747E-5	2.547E-5	1.273E-5	6.276E-6	4.595E-6	1.731E-6	8.001E-7	3.597E-8	4.637E-4	1.446E-4	5.585E-5	2.462E-5	1.213E-5	6.318E-6	3.358E-6	1.72E-6	7.948E-7	3.476E-8	4.367E-4	1.289E-4	4.852E-5	2.217E-5	1.086E-5	5.655E-6	2.999E-6	1.59E-6	7.588E-7	2.988E-8	3.279E-4	9.539E-5	3.753E-5	1.708E-5	8.588E-6	4.548E-6	2.631E-6	1.318E-6	6.168E-7	2.539E-8	1.767E-4	4.996E-5	1.88E-5	8.724E-6	4.41E-6	2.318E-6	1.449E-6	6.936E-7	3.4E-7	1.327E-8
	8.0	8.0	8.0	2.276E-4	6.827E-5	2.803E-5	1.245E-5	6.219E-6	3.121E-6	1.731E-6	1.168E-6	3.581E-7	1.772E-8	2.26E-4	7.026E-5	2.725E-5	1.205E-5	5.938E-6	3.081E-6	1.661E-6	8.452E-7	3.936E-7	1.716E-8	2.125E-4	6.272E-5	2.362E-5	1.078E-5	5.295E-6	2.762E-6	1.469E-6	7.648E-7	3.726E-7	1.467E-8	1.594E-4	4.641E-5	1.823E-5	8.264E-6	4.202E-6	2.203E-6	1.251E-6	6.424E-7	2.975E-7	1.243E-8	8.599E-5	2.417E-5	9.158E-6	4.224E-6	2.155E-6	1.124E-6	7.068E-7	3.426E-7	1.723E-7	6.494E-9
	9.0	9.0	9.0	1.022E-4	3.064E-5	1.248E-5	5.518E-6	2.765E-6	1.378E-6	8.001E-7	3.581E-7	3.106E-7	7.242E-9	1.013E-4	3.125E-5	1.205E-5	5.34E-6	2.644E-6	1.368E-6	7.31E-7	3.763E-7	1.706E-7	7.751E-9	9.545E-5	2.782E-5	1.039E-5	4.741E-6	2.326E-6	1.213E-6	6.412E-7	3.454E-7	1.587E-7	6.482E-9	7.159E-5	2.06E-5	8.003E-6	3.658E-6	1.83E-6	9.722E-7	5.59E-7	2.849E-7	1.295E-7	5.446E-9	3.843E-5	1.073E-5	4.038E-6	1.851E-6	9.601E-7	4.932E-7	3.058E-7	1.494E-7	7.447E-8	2.79E-9
	10.0	10.0	10.0	4.685E-6	1.416E-6	5.694E-7	2.531E-7	1.257E-7	6.315E-8	3.597E-8	1.772E-8	7.242E-9	5.547E-10	4.65E-6	1.429E-6	5.473E-7	2.43E-7	1.187E-7	6.193E-8	3.291E-8	1.686E-8	7.915E-9	3.441E-10	4.383E-6	1.276E-6	4.783E-7	2.176E-7	1.066E-7	5.566E-8	3.004E-8	1.544E-8	7.433E-9	2.967E-10	3.292E-6	9.406E-7	3.665E-7	1.659E-7	8.416E-8	4.446E-8	2.533E-8	1.258E-8	6.103E-9	2.451E-10	1.768E-6	4.931E-7	1.856E-7	8.492E-8	4.387E-8	2.233E-8	1.405E-8	6.855E-9	3.363E-9	1.299E-10
	11.0	11.0	11.0	0.07851	0.02292	0.008233	0.003492	0.001667	8.237E-4	4.637E-4	2.26E-4	1.013E-4	4.65E-6	0.07901	0.02234	0.00803	0.003408	0.001621	8.27E-4	4.35E-4	2.243E-4	1.02E-4	4.596E-6	0.07346	0.02024	0.007231	0.003192	0.00152	7.781E-4	4.068E-4	2.151E-4	1.03E-4	4.206E-6	0.05476	0.01512	0.005545	0.002457	0.001226	6.492E-4	3.637E-4	1.836E-4	8.632E-5	3.513E-6	0.02929	0.007947	0.002943	0.001369	6.937E-4	3.675E-4	2.178E-4	1.088E-4	5.511E-5	1.987E-6
	12.0	12.0	12.0	0.02235	0.00659	0.002495	0.001069	5.211E-4	2.59E-4	1.446E-4	7.026E-5	3.125E-5	1.429E-6	0.02234	0.006724	0.002442	0.001045	5.067E-4	2.598E-4	1.36E-4	7.012E-5	3.179E-5	1.414E-6	0.02091	0.005962	0.00218	9.695E-4	4.688E-4	2.414E-4	1.257E-4	6.632E-5	3.169E-5	1.279E-6	0.01562	0.004449	0.001684	7.48E-4	3.772E-4	1.991E-4	1.114E-4	5.64E-5	2.632E-5	1.08E-6	0.008377	0.002338	8.798E-4	4.071E-4	2.085E-4	1.094E-4	6.531E-5	3.233E-5	1.635E-5	5.911E-7
	13.0	13.0	13.0	0.008048	0.002402	9.391E-4	4.069E-4	2.008E-4	1.002E-4	5.585E-5	2.725E-5	1.205E-5	5.473E-7	0.00803	0.002442	9.556E-4	3.977E-4	1.954E-4	1.007E-4	5.272E-5	2.711E-5	1.229E-5	5.472E-7	0.007538	0.002205	8.218E-4	3.682E-4	1.797E-4	9.318E-5	4.848E-5	2.55E-5	1.219E-5	4.892E-7	0.005644	0.001646	6.357E-4	2.835E-4	1.443E-4	7.585E-5	4.239E-5	2.159E-5	1.002E-5	4.14E-7	0.003038	8.632E-4	3.298E-4	1.52E-4	7.825E-5	4.102E-5	2.456E-5	1.223E-5	6.097E-6	2.217E-7
	14.0	14.0	14.0	0.00342	0.001021	4.057E-4	1.773E-4	8.783E-5	4.405E-5	2.462E-5	1.205E-5	5.34E-6	2.43E-7	0.003408	0.001045	3.977E-4	1.818E-4	8.476E-5	4.406E-5	2.325E-5	1.198E-5	5.462E-6	2.418E-7	0.003205	9.419E-4	3.531E-4	1.597E-4	7.8E-5	4.051E-5	2.122E-5	1.12E-5	5.372E-6	2.135E-7	0.002404	7.021E-4	2.727E-4	1.227E-4	6.226E-5	3.288E-5	1.846E-5	9.445E-6	4.393E-6	1.813E-7	0.001296	3.675E-4	1.4E-4	6.487E-5	3.31E-5	1.738E-5	1.063E-5	5.213E-6	2.613E-6	9.664E-8
	15.0	15.0	15.0	0.001628	4.916E-4	1.987E-4	8.711E-5	4.366E-5	2.185E-5	1.213E-5	5.938E-6	2.644E-6	1.187E-7	0.001621	5.067E-4	1.954E-4	8.476E-5	4.639E-5	2.174E-5	1.149E-5	5.917E-6	2.696E-6	1.185E-7	0.001526	4.557E-4	1.728E-4	7.812E-5	3.85E-5	2.008E-5	1.043E-5	5.486E-6	2.62E-6	1.051E-7	0.001145	3.392E-4	1.333E-4	5.988E-5	3.069E-5	1.62E-5	9.012E-6	4.623E-6	2.133E-6	8.809E-8	6.17E-4	1.776E-4	6.82E-5	3.139E-5	1.626E-5	8.47E-6	5.111E-6	2.544E-6	1.287E-6	4.715E-8
	16.0	16.0	16.0	8.312E-4	2.514E-4	1.025E-4	4.509E-5	2.262E-5	1.137E-5	6.318E-6	3.081E-6	1.368E-6	6.193E-8	8.27E-4	2.598E-4	1.007E-4	4.406E-5	2.174E-5	1.314E-5	5.849E-6	3.059E-6	1.397E-6	6.137E-8	7.782E-4	2.335E-4	8.877E-5	4.024E-5	1.985E-5	1.044E-5	5.424E-6	2.821E-6	1.359E-6	5.395E-8	5.84E-4	1.737E-4	6.874E-5	3.085E-5	1.582E-5	8.378E-6	4.667E-6	2.39E-6	1.092E-6	4.567E-8	3.147E-4	9.103E-5	3.496E-5	1.614E-5	8.417E-6	4.368E-6	2.63E-6	1.294E-6	6.437E-7	2.368E-8
	17.0	17.0	17.0	4.372E-4	1.305E-4	5.375E-5	2.385E-5	1.194E-5	5.98E-6	3.358E-6	1.661E-6	7.31E-7	3.291E-8	4.35E-4	1.36E-4	5.272E-5	2.325E-5	1.149E-5	5.849E-6	4.109E-6	1.581E-6	7.614E-7	3.317E-8	4.092E-4	1.219E-4	4.638E-5	2.113E-5	1.039E-5	5.425E-6	2.896E-6	1.503E-6	7.301E-7	2.845E-8	3.076E-4	9.087E-5	3.588E-5	1.632E-5	8.286E-6	4.383E-6	2.501E-6	1.274E-6	5.892E-7	2.445E-8	1.664E-4	4.762E-5	1.823E-5	8.458E-6	4.32E-6	2.263E-6	1.394E-6	6.921E-7	3.31E-7	1.279E-8
