	mean	std	min	max
momentum	1.0085605971626919	0.0	1.0085605971626919	1.0085605979301244
uvalence	2.0050378848579022	0.0	2.0050376143849724	2.0050378848579022
dvalence	1.002459719889706	0.0	1.0024593961517276	1.002459719889706
svalence	-0.002043833581696991	0.0	-0.002043833581696991	-0.002029328766441074
cvalence	-6.824978008866412e-08	0.0	-6.824978008866412e-08	-6.735992956636762e-08
