25.0	20.0	30.0	4700000.0	+40420.0	-40420.0	+944700.0000000001	-954100.0	+61100.0	-61100.0
37.5	30.0	45.0	717000.0	+9536.1	-9536.1	+121890.0	-116871.0	+7887.000000000001	-7887.000000000001
52.5	45.0	60.0	148000.0	+4484.4	-4484.4	+18944.0	-17020.0	+1628.0000000000002	-1628.0000000000002
70.0	60.0	80.0	38100.0	+419.1	-419.1	+3962.4	-3848.1	+381.0	-381.0
95.0	80.0	110.0	8520.0	+57.936	-57.936	+894.6	-979.8	+93.72	-93.72
135.0	110.0	160.0	1480.0	+9.176	-9.176	+146.52	-137.64	+16.28	-16.28
185.0	160.0	210.0	254.0	+1.7526	-1.7526	+26.924	-25.146	+2.7	-2.7
235.0	210.0	260.0	63.4	+0.576	-0.576	+8.0518	-8.6858	+0.6	-0.6
285.0	260.0	310.0	20.7	+0.17801	-0.17801	+2.628	-2.421	+0.2	-0.2
355.0	310.0	400.0	5.96	+0.061388	-0.061388	+0.7	-0.64368	+0.05	-0.05
450.0	400.0	500.0	1.33	+0.026866	-0.026866	+0.15561	-0.160	+0.0133	-0.0133
550.0	500.0	600.0	0.347	+0.0111734	-0.0111734	+0.04	-0.045456	+0.00346	-0.00346
700.0	600.0	800.0	0.0644	+0.0036	-0.0036	+0.00966	-0.00966	+6.44E-4	-6.44E-4
900.0	800.0	1000.0	0.0101	+0.0016867	-0.0016867	+0.0018281	-0.0016564	+1.01E-4	-1.01E-4
1100.0	1000.0	1200.0	0.00114	+4.252199999999999E-4	-4.252199999999999E-4	+2.5079999999999997E-4	-2.2799999999999999E-4	+1.14E-5	-1.14E-5
1350.0	1200.0	1500.0	4.0E-4	+2.344E-4	-2.344E-4	+1.092E-4	-1.008E-4	+4.0E-6	-4.0E-6
25.0	20.0	30.0	4610000.0	+28121.0	-28121.0	+931220.0	-917389.9999999999	+59930.0	-59930.0
37.5	30.0	45.0	730000.0	+8687.0	-8687.0	+132130.0	-118260.0	+8030.000000000001	-8030.000000000001
52.5	45.0	60.0	149000.0	+3203.5	-3203.5	+19221.0	-16688.0	+1639.0000000000002	-1639.0000000000002
70.0	60.0	80.0	37100.0	+307.93	-307.93	+4155.2	-3561.6	+408.1	-408.1
95.0	80.0	110.0	8350.0	+46.76	-46.76	+826.65	-868.4	+91.85	-91.85
135.0	110.0	160.0	1440.0	+6.336	-6.336	+159.84	-151.2	+15.84	-15.84
185.0	160.0	210.0	241.0	+1.3	-1.3	+28.438	-25.064	+2.651	-2.651
235.0	210.0	260.0	60.6	+0.43632	-0.43632	+7.3325	-7.6961	+0.6	-0.6
285.0	260.0	310.0	19.6	+0.13328	-0.13328	+2.6656	-2.254	+0.1	-0.1
355.0	310.0	400.0	5.64	+0.051888	-0.051888	+0.78	-0.721	+0.0564	-0.0564
450.0	400.0	500.0	1.19	+0.020943	-0.020943	+0.15827	-0.15827	+0.0118	-0.0118
550.0	500.0	600.0	0.316	+0.0102	-0.0102	+0.046452	-0.0436	+0.003476	-0.003476
700.0	600.0	800.0	0.066	+0.002772	-0.002772	+0.011	-0.01	+6.6E-4	-6.6E-4
900.0	800.0	1000.0	0.0078	+9.282E-4	-9.282E-4	+0.0016614	-0.001482	+7.8E-5	-7.8E-5
1100.0	1000.0	1200.0	0.00138	+4.2228000000000003E-4	-4.2228000000000003E-4	+3.4914E-4	-3.036E-4	+1.38E-5	-1.38E-5
1350.0	1200.0	1500.0	2.35E-4	+1.5650999999999998E-4	-1.5650999999999998E-4	+7.2145E-5	-7.0735E-5	+2.35E-6	-2.35E-6
25.0	20.0	30.0	3920000.0	+26656.000000000004	-26656.000000000004	+944720.0	-972160.0	+58800.0	-58800.0
37.5	30.0	45.0	666000.0	+10056.6	-10056.6	+134532.0	-117882.0	+7992.0	-7992.0
52.5	45.0	60.0	139000.0	+3600.1	-3600.1	+20850.0	-17236.0	+1529.0000000000002	-1529.0000000000002
70.0	60.0	80.0	33900.0	+335.61	-335.61	+3932.4	-3661.2	+372.9	-372.9
95.0	80.0	110.0	7550.0	+53.6	-53.6	+838.05	-853.15	+90.6	-90.6
135.0	110.0	160.0	1280.0	+6.4	-6.4	+143.35	-148.48	+15.36	-15.36
185.0	160.0	210.0	205.0	+1.188	-1.188	+25.624	-22.54	+2.45	-2.45
235.0	210.0	260.0	50.1	+0.5	-0.5	+6.7134	-6.3626	+0.5511	-0.5511
285.0	260.0	310.0	15.9	+0.15582	-0.15582	+2.1306	-2.0987	+0.174	-0.174
355.0	310.0	400.0	4.38	+0.046428	-0.046428	+0.63947	-0.55187	+0.04818	-0.04818
450.0	400.0	500.0	0.918	+0.01780	-0.01780	+0.134	-0.138618	+0.0100	-0.0100
550.0	500.0	600.0	0.214	+0.0078538	-0.0078538	+0.03424	-0.03424	+0.002354	-0.002354
700.0	600.0	800.0	0.0407	+0.00271062	-0.00271062	+0.007733	-0.0074481	+4.884E-4	-4.884E-4
900.0	800.0	1000.0	0.0027	+6.021E-4	-6.021E-4	+6.804000000000001E-4	-6.075000000000001E-4	+3.7800000000000004E-5	-3.7800000000000004E-5
1100.0	1000.0	1200.0	4.66E-4	+2.87522E-4	-2.87522E-4	+1.5844E-4	-1.34208E-4	+7.456000000000001E-6	-7.456000000000001E-6
1350.0	1200.0	1500.0	1.02E-4	+1.0608E-4	-1.0608E-4	+4.6206E-5	-4.539E-5	+2.04E-6	-2.04E-6
25.0	20.0	30.0	3700000.0	+20350.0	-20350.0	+958300.0	-947200.0	+55500.0	-55500.0
37.5	30.0	45.0	562000.0	+6575.4	-6575.4	+128697.99999999999	-115210.0	+7306.0	-7306.0
52.5	45.0	60.0	109000.0	+2190.8	-2190.8	+18966.0	-15369.0	+1199.0	-1199.0
70.0	60.0	80.0	26700.0	+194.91	-194.91	+3631.2	-3577.8	+293.7	-293.7
95.0	80.0	110.0	5840.0	+64.824	-64.824	+741.68	-700.8	+64.24	-64.24
135.0	110.0	160.0	958.0	+6.8	-6.8	+108.254	-109.212	+10.538	-10.538
185.0	160.0	210.0	151.0	+1.2231	-1.2231	+20.686	-18.12	+1.661	-1.661
235.0	210.0	260.0	33.8	+0.223	-0.223	+4.6644	-4.6305	+0.4055	-0.4055
285.0	260.0	310.0	9.58	+0.122624	-0.122624	+1.504	-1.40825	+0.1	-0.1
355.0	310.0	400.0	2.35	+0.024	-0.024	+0.39244	-0.35	+0.02585	-0.02585
450.0	400.0	500.0	0.391	+0.0077418	-0.0077418	+0.06998	-0.06998	+0.004301	-0.004301
550.0	500.0	600.0	0.0725	+0.003421	-0.003421	+0.015	-0.0150074	+8.699999999999999E-4	-8.699999999999999E-4
700.0	600.0	800.0	0.00951	+8.340269999999999E-4	-8.340269999999999E-4	+0.00267231	-0.00225387	+1.1411999999999998E-4	-1.1411999999999998E-4
900.0	800.0	1000.0	4.86E-4	+1.9051200000000002E-4	-1.9051200000000002E-4	+1.72044E-4	-1.54062E-4	+6.318E-6	-6.318E-6
1100.0	1000.0	1200.0	6.93E-5	+7.137900000000001E-5	-7.137900000000001E-5	+3.298680000000001E-5	-2.9383200000000004E-5	+9.009000000000001E-7	-9.009000000000001E-7
25.0	20.0	30.0	2760000.0	+19044.0	-19044.0	+982560.0	-908040.0	+44160.0	-44160.0
37.5	30.0	45.0	407000.0	+5575.9	-5575.9	+133496.0	-104599.0	+5291.0	-5291.0
52.5	45.0	60.0	80000.0	+2272.0	-2272.0	+16720.0	-13840.0	+880.0000000000001	-880.0000000000001
70.0	60.0	80.0	17100.0	+179.55	-179.55	+2599.2	-2582.1	+205.2	-205.2
95.0	80.0	110.0	3440.0	+20.63	-20.63	+423.12	-454.08	+44.72	-44.72
135.0	110.0	160.0	498.0	+3.0378	-3.0378	+68.226	-66.234	+5.976	-5.976
185.0	160.0	210.0	59.3	+0.52777	-0.52777	+10.258	-8.53	+0.770	-0.770
235.0	210.0	260.0	10.0	+0.131	-0.131	+1.97	-1.91	+0.12	-0.12
285.0	260.0	310.0	1.85	+0.03774	-0.03774	+0.42365	-0.3478	+0.0222	-0.0222
355.0	310.0	400.0	0.276	+0.0084732	-0.0084732	+0.082248	-0.068724	+0.003864	-0.003864
450.0	400.0	500.0	0.0166	+0.001908	-0.001908	+0.0064573	-0.0054448	+2.49E-4	-2.49E-4
550.0	500.0	600.0	3.13E-4	+2.86082E-4	-2.86082E-4	+7.856300000000001E-5	-1.14245E-4	+3.13E-6	-3.13E-6
25.0	20.0	30.0	1890000.0	+14742.0	-14742.0	+888300.0	-750330.0	+75600.0	-75600.0
37.5	30.0	45.0	267000.0	+4458.9	-4458.9	+122285.99999999999	-91580.99999999999	+7743.0	-7743.0
52.5	45.0	60.0	42500.0	+1568.25	-1568.25	+13770.0	-10497.5	+850.0	-850.0
70.0	60.0	80.0	8570.0	+144.833	-144.833	+1979.67	-1619.73	+299.95	-299.95
95.0	80.0	110.0	1310.0	+44.671	-44.671	+263.31	-279.03	+56.33	-56.33
135.0	110.0	160.0	116.0	+1.7864	-1.7864	+24.36	-25.983	+3.016	-3.016
185.0	160.0	210.0	5.57	+0.218343	-0.218343	+2.02747	-1.64314	+0.155	-0.155
235.0	210.0	260.0	0.289	+0.0236401	-0.0236401	+0.122824	-0.121090	+0.00895	-0.00895
285.0	260.0	310.0	0.00917	+0.00360380	-0.00360380	+0.00915165	-0.00629061	+6.235599999999999E-4	-6.235599999999999E-4
25.0	20.0	30.0	819000.0	+8517.6	-8517.6	+596232.0	-441441.0	+39312.0	-39312.0
37.5	30.0	45.0	86400.0	+976.31	-976.31	+73526.4	-40780.8	+6912.0	-6912.0
52.5	45.0	60.0	8830.0	+172.185	-172.185	+5483.43	-3284.76	+485.65	-485.65
70.0	60.0	80.0	920.0	+25.575	-25.575	+420.44	-312.7	+50.5	-50.5
95.0	80.0	110.0	53.8	+2.11971	-2.11971	+20.7667	-18.7223	+3.6045	-3.6045
135.0	110.0	160.0	0.542	+0.0850	-0.0850	+0.241732	-0.2953	+0.046612	-0.046612
