7
0.0 0.3
16
20.0	30.0   0.99	4700000.0  
30.0	45.0   0.99 	717000.0 
45.0	60.0   0.99 	148000.0
60.0	80.0   0.99 	38100.0	
80.0	110.0  0.99 	8520.0	
110.0	160.0  0.99 	1480.0	
160.0	210.0  1.00	254.0	
210.0	260.0  1.00	63.4	
260.0	310.0  1.00	20.7	
310.0	400.0  1.00	5.96	
400.0	500.0  1.00	1.33	
500.0	600.0  1.00	0.347	
600.0	800.0  1.00	0.0644	
800.0	1000.0 1.00	0.0101	
1000.0	1200.0 1.00	0.00114	
1200.0	1500.0 1.00	4.0E-4	
0.3 0.8
16
20.0	30.0	0.98 4610000.0
30.0	45.0	0.99 730000.0
45.0	60.0	0.99 149000.0
60.0	80.0	0.99 37100.0	
80.0	110.0	0.99 8350.0	
110.0	160.0	0.99 1440.0	
160.0	210.0	0.99 241.0	
210.0	260.0	1.00 60.6	
260.0	310.0	1.00 19.6	
310.0	400.0	1.00 5.64	
400.0	500.0	1.00 1.19	
500.0	600.0	1.00 0.316	
600.0	800.0	1.00 0.066	
800.0	1000.0	1.00 0.0078	
1000.0	1200.0	1.00 0.00138	
1200.0	1500.0	1.00 2.35E-4	
0.8 1.2
16
20.0	30.0	0.98 3920000.0
30.0	45.0	0.98 666000.0
45.0	60.0	0.99 139000.0
 60.0	80.0	0.99 33900.0	
80.0	110.0	0.99 7550.0	
110.0	160.0	0.99 1280.0	
160.0	210.0	0.99 205.0	
210.0	260.0	1.00 50.1	
 260.0	310.0	1.00 15.9	
310.0	400.0	1.00 4.38	
 400.0	500.0	1.00 0.918	
500.0	600.0	1.00 0.214	
600.0	800.0	1.00 0.0407	
800.0	1000.0	1.00 0.0027	
1000.0	1200.0	1.00 4.66E-4	
1200.0	1500.0	1.00 1.02E-4	
1.2 2.1
15
20.0	30.0	0.97 3700000.0 
30.0	45.0	0.97 562000.0
45.0	60.0	0.98 109000.0	
60.0	80.0	0.98 26700.0	
80.0	110.0	0.98 5840.0	
110.0	160.0	0.99 958.0	
160.0	210.0	0.99 151.0	
210.0	260.0	0.99 33.8	
260.0	310.0	0.99 9.58	
310.0	400.0	1.00 2.35	
400.0	500.0	1.00 0.391	
500.0	600.0	1.00 0.0725	
600.0	800.0	1.00 0.00951	
800.0	1000.0	1.00 4.86E-4	
1000.0	1200.0	1.00 6.93E-5	
2.1 2.8
12
20.0	30.0	0.96 2760000.0
30.0	45.0	0.96 407000.0
45.0	60.0	0.97 80000.0	
60.0	80.0	0.97 17100.0	
80.0	110.0	0.98 3440.0	
110.0	160.0	0.98 498.0	
160.0	210.0	0.99 59.3
210.0	260.0	0.99 10.0
260.0	310.0	0.99 1.85
310.0	400.0	0.99 0.276	
400.0	500.0	1.00 0.0166	
500.0	600.0	1.00 3.13E-4	
2.8 3.6
9
20.0	30.0	0.93 1890000.0
30.0	45.0	0.94 267000.0
45.0	60.0	0.95 42500.0	
60.0	80.0	0.96 8570.0	
80.0	110.0	0.97 1310.0	
110.0	160.0	0.97 116.0	
160.0	210.0	0.98 5.57	
210.0	260.0	0.98 0.289	
260.0	310.0	0.99 0.00917	
3.6 4.4
6
20.0	30.0	0.90 819000.0
30.0	45.0	0.91 86400.0	
45.0	60.0	0.91 8830.0	
60.0	80.0	0.92 920.0	
80.0	110.0	0.92 53.8	
110.0	160.0	0.92 0.542	

