coalition_labels,size,chi2,is_outlier
cbar|ubar|g|d|s,5,0.00784138,1
cbar|ubar|dbar|g|d|s,6,0.00696895,0
cbar|ubar|g|d|s|c,6,0.00669371,0
cbar|ubar|g|s,4,0.00652237,0
sbar|dbar|g|u|c,5,0.00633871,0
cbar|sbar|ubar|g|d|s,6,0.00613309,0
cbar|ubar|g|d|u|s,6,0.00610656,0
cbar|ubar|g|d|u|s|c,7,0.00601889,0
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.00601386,0
cbar|ubar|dbar|g|d|s|c,7,0.00599872,0
cbar|sbar|ubar|g|d|u|s|c,8,0.00590998,0
cbar|ubar|dbar|g|s,5,0.00575418,0
cbar|ubar|d|s,4,0.00574769,0
sbar|dbar|g|d|u|c,6,0.00573582,0
cbar|ubar|dbar|g|d|u|s|c,8,0.00572597,0
cbar|sbar|ubar|dbar|g|d|s,7,0.00565805,0
cbar|ubar|dbar|g|d|u|s,7,0.00563636,0
cbar|sbar|ubar|g|d|u|s,7,0.00552752,0
cbar|ubar|g|s|c,5,0.00547160,0
cbar|sbar|ubar|g|d|s|c,7,0.00545741,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.00545440,0
cbar|sbar|ubar|dbar|g|u|s|c,8,0.00533597,0
cbar|sbar|dbar|g|u|c,6,0.00530933,0
sbar|g|u|c,4,0.00530669,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.00515950,0
cbar|sbar|ubar|g|u|s|c,7,0.00512784,0
cbar|ubar|g|d,4,0.00507193,0
cbar|sbar|ubar|g|s,5,0.00504777,0
ubar|g|d|s,4,0.00502573,0
cbar|ubar|g|u|s|c,6,0.00500326,0
cbar|ubar|g|u|s,5,0.00499393,0
cbar|sbar|ubar|dbar|g|d|u|c,8,0.00498447,0
cbar|sbar|dbar|g|d|u|c,7,0.00494232,0
sbar|dbar|u|c,4,0.00492361,0
cbar|ubar|dbar|g|s|c,6,0.00488086,0
cbar|ubar|dbar|d|s,5,0.00487527,0
cbar|sbar|ubar|dbar|g|u|c,7,0.00486938,0
cbar|ubar|dbar|g|u|s|c,7,0.00481452,0
