   1   2     36.000000      0.002000      0.622843     11.446696     11.525564
   1   2     36.000000      0.006000     -1.017745     11.721571     11.770263
   1   2     36.000000      0.010000     -0.066966     10.983444     11.005207
   1   2     36.000000      0.014000      0.247887     10.908300     10.907338
   1   2     36.000000      0.018000      0.357757      9.967749      9.967118
   1   2     36.000000      0.022000      0.172297      9.538161      9.558390
   1   2     36.000000      0.026500     -0.480086      8.922065      8.926440
   1   2     36.000000      0.031500      1.635614      7.970386      7.989242
   1   2     36.000000      0.036500      1.818735      7.175318      7.171700
   1   2     36.000000      0.042000      0.570014      6.520160      6.526278
   1   2     36.000000      0.048000     -0.720260      6.099039      6.105722
   1   2     36.000000      0.054000     -0.003269      5.441761      5.435564
   1   2     36.000000      0.060500      0.361528      4.984124      4.983381
   1   2     36.000000      0.068000      0.245352      4.378666      4.381029
   1   2     36.000000      0.076500     -1.727458      4.012640      4.006240
   1   2     36.000000      0.086000     -0.613073      3.391558      3.391799
   1   2     36.000000      0.096500     -0.490995      3.066090      3.045132
   1   2     36.000000      0.108000      1.559884      2.470362      2.486990
   1   2     36.000000      0.121000      0.702731      2.123517      2.118935
   1   2     36.000000      0.136500     -0.213400      1.852416      1.847678
   1   2     36.000000      0.155000      1.038528      1.524151      1.522638
   1   2     36.000000      0.177000      0.316954      1.212504      1.207684
   1   2     36.000000      0.204000      0.013290      0.964785      0.961056
   1   2     36.000000      0.238500      1.059979      0.748863      0.747070
   1   2     36.000000      0.285000      0.567277      0.534400      0.531540
   1   2     36.000000      0.351500     -0.760306      0.355032      0.351578
   1   2     36.000000      0.457500     -0.659565      0.203268      0.201380
   1   2     36.000000      0.609500     -0.891129      0.098466      0.098555
   1   2     36.000000      0.806500     -0.290400      0.051539      0.051628
   1   2     36.000000      1.035500      0.480826      0.025074      0.024859
   1   2     36.000000      1.324500     -1.523286      0.014488      0.014813
   1   2     36.000000      1.721500     -1.153088      0.006489      0.006413
   1   2     36.000000      2.234500      1.515429      0.002482      0.002477
   1   2     36.000000      2.899500      1.252958      0.001326      0.001378
   1   2     36.000000      4.138500     -1.066473      0.000662      0.000664
   1   2     36.000000      7.500000     -0.659010      0.000226      0.000222
   2   2     36.000000      0.002000     -0.622845     11.675561     11.712936
   2   2     36.000000      0.006000      1.017745     11.471930     11.465984
   2   2     36.000000      0.010000      0.066955     11.003319     10.986011
   2   2     36.000000      0.014000     -0.247891     10.991604     10.977966
   2   2     36.000000      0.018000     -0.357760     10.093888     10.065099
   2   2     36.000000      0.022000     -0.172303      9.635879      9.604440
   2   2     36.000000      0.026500      0.480090      8.817529      8.816344
   2   2     36.000000      0.031500     -1.635615      8.372912      8.353603
   2   2     36.000000      0.036500     -1.818741      7.576050      7.551752
   2   2     36.000000      0.042000     -0.570018      6.645135      6.627186
   2   2     36.000000      0.048000      0.720263      5.997913      5.981232
   2   2     36.000000      0.054000      0.003278      5.435268      5.435037
   2   2     36.000000      0.060500     -0.361529      5.028903      5.035855
   2   2     36.000000      0.068000     -0.245349      4.415272      4.413267
   2   2     36.000000      0.076500      1.727451      3.807853      3.810417
   2   2     36.000000      0.086000      0.613076      3.318392      3.331161
   2   2     36.000000      0.096500      0.490991      3.004196      3.000378
   2   2     36.000000      0.108000     -1.559888      2.617077      2.615087
   2   2     36.000000      0.121000     -0.702731      2.156147      2.166459
   2   2     36.000000      0.136500      0.213397      1.830977      1.835250
   2   2     36.000000      0.155000     -1.038526      1.572284      1.573660
   2   2     36.000000      0.177000     -0.316956      1.211780      1.220384
   2   2     36.000000      0.204000     -0.013285      0.948880      0.961496
   2   2     36.000000      0.238500     -1.059981      0.764113      0.774719
   2   2     36.000000      0.285000     -0.567282      0.535787      0.542620
   2   2     36.000000      0.351500      0.760300      0.336015      0.341622
   2   2     36.000000      0.457500      0.659560      0.192455      0.196120
   2   2     36.000000      0.609500      0.891128      0.093598      0.093702
   2   2     36.000000      0.806500      0.290402      0.049421      0.050641
   2   2     36.000000      1.035500     -0.480827      0.025887      0.025965
   2   2     36.000000      1.324500      1.523285      0.012406      0.012732
   2   2     36.000000      1.721500      1.153088      0.005272      0.005558
   2   2     36.000000      2.234500     -1.515429      0.003170      0.003268
   2   2     36.000000      2.899500     -1.252958      0.001739      0.001785
   2   2     36.000000      4.138500      1.066472      0.000472      0.000520
   2   2     36.000000      7.500000      0.659010      0.000181      0.000192
