coalition_labels,size,chi2,is_outlier
cbar|ubar|g|d|s,5,0.00113577,1
cbar|ubar|dbar|g|d|s,6,0.00111501,1
cbar|ubar|g|s,4,0.00110147,1
cbar|ubar|dbar|g|s,5,0.00108082,1
cbar|ubar|d|s,4,0.00107490,1
cbar|ubar|dbar|d|s,5,0.00105429,1
cbar|ubar|s,3,0.00104119,0
cbar|ubar|dbar|s,4,0.00102069,0
sbar|dbar|g|u|c,5,0.00082956,0
sbar|dbar|g|d|u|c,6,0.00081214,0
sbar|g|u|c,4,0.00081107,0
sbar|g|d|u|c,5,0.00079376,0
sbar|dbar|u|c,4,0.00077555,0
sbar|dbar|d|u|c,5,0.00075754,0
sbar|u|c,3,0.00075690,0
sbar|d|u|c,4,0.00073901,0
cbar|ubar|g|d|u|s,6,0.00063867,0
cbar|ubar|dbar|g|d|u|s,7,0.00062183,0
cbar|ubar|g|u|s,5,0.00060580,0
cbar|ubar|dbar|g|u|s,6,0.00058908,0
cbar|ubar|d|u|s,5,0.00057815,0
cbar|ubar|dbar|d|u|s,6,0.00056147,0
cbar|ubar|u|s,4,0.00054587,0
cbar|ubar|dbar|u|s,5,0.00052930,0
cbar|ubar|g|d|s|c,6,0.00033708,0
cbar|ubar|dbar|g|d|s|c,7,0.00032131,0
cbar|ubar|g|s|c,5,0.00030504,0
sbar|dbar|g|u,4,0.00029313,0
cbar|ubar|dbar|g|s|c,6,0.00028938,0
sbar|g|u,3,0.00027962,0
sbar|dbar|g|d|u,5,0.00027796,0
cbar|ubar|d|s|c,5,0.00027665,0
sbar|g|d|u,4,0.00026456,0
cbar|ubar|dbar|d|s|c,6,0.00026103,0
cbar|ubar|s|c,4,0.00024519,0
sbar|dbar|u,3,0.00023867,0
cbar|ubar|dbar|s|c,5,0.00022969,0
sbar|u,2,0.00022500,0
sbar|dbar|d|u,4,0.00022291,0
sbar|dbar|g|c,4,0.00021432,0
sbar|d|u,3,0.00020935,0
sbar|g|c,3,0.00019974,0
sbar|dbar|g|d|c,5,0.00019834,0
cbar|ubar|g|d|u|s|c,7,0.00019165,0
sbar|g|d|c,4,0.00018387,0
cbar|ubar|dbar|g|d|u|s|c,8,0.00017979,0
cbar|ubar|g|u|s|c,6,0.00016104,0
sbar|dbar|c,3,0.00015995,0
cbar|g|d|s,4,0.00015966,0
cbar|ubar|dbar|g|u|s|c,7,0.00014929,0
sbar|c,2,0.00014521,0
sbar|dbar|d|c,4,0.00014338,0
cbar|dbar|g|d|s,5,0.00014258,0
cbar|g|s,3,0.00013170,0
cbar|ubar|d|u|s|c,6,0.00013156,0
sbar|d|c,3,0.00012876,0
cbar|ubar|dbar|d|u|s|c,7,0.00011987,0
cbar|dbar|g|s,4,0.00011474,0
cbar|ubar|u|s|c,5,0.00010154,0
cbar|d|s,3,0.00010061,0
cbar|ubar|dbar|u|s|c,6,0.00008996,0
cbar|dbar|d|s,4,0.00008369,0
cbar|s,2,0.00007323,0
dbar|g|u|c,4,0.00006281,0
cbar|dbar|s,3,0.00005643,0
g|u|c,3,0.00005571,0
g,1,0.00005510,0
dbar|g,2,0.00005330,0
dbar|g|d|u|c,5,0.00005230,0
g|d,2,0.00004839,0
dbar|g|d,3,0.00004648,0
g|d|u|c,4,0.00004531,0
sbar|dbar|g,3,0.00002969,0
sbar|g,2,0.00002010,0
sbar|dbar|g|d,4,0.00001596,0
cbar|sbar|dbar|g|u|c,6,0.00001068,0
dbar|u|c,3,0.00000867,0
sbar|g|d,3,0.00000647,0
u|c,2,0.00000141,0
cbar|sbar|dbar|g|d|u|c,7,0.00000078,0
,0,0.00000000,0
dbar,1,-0.00000164,0
dbar|d|u|c,4,-0.00000243,0
cbar|sbar|g|u|c,5,-0.00000395,0
d,1,-0.00000730,0
dbar|d,2,-0.00000906,0
d|u|c,3,-0.00000958,0
cbar|sbar|g|d|u|c,6,-0.00001374,0
sbar|dbar,2,-0.00002513,0
dbar|g|u,3,-0.00003130,0
g|u,2,-0.00003341,0
sbar,1,-0.00003488,0
sbar|dbar|d,3,-0.00003945,0
dbar|g|d|u,4,-0.00003956,0
g|d|u,3,-0.00004156,0
cbar|sbar|dbar|u|c,5,-0.00004492,0
sbar|d,2,-0.00004909,0
cbar|sbar|dbar|d|u|c,6,-0.00005541,0
cbar|sbar|u|c,4,-0.00005970,0
cbar|sbar|d|u|c,5,-0.00007008,0
dbar|u,2,-0.00008588,0
u,1,-0.00008816,0
dbar|d|u,3,-0.00009473,0
d|u,2,-0.00009690,0
cbar|sbar|ubar|g|d|s,6,-0.00010212,0
cbar|sbar|ubar|dbar|g|d|s,7,-0.00011150,0
cbar|sbar|ubar|g|s,5,-0.00012950,0
sbar|ubar|dbar|g|u|c,6,-0.00013615,0
cbar|sbar|ubar|dbar|g|s,6,-0.00013877,0
sbar|ubar|dbar|g|d|u|c,7,-0.00014721,0
sbar|ubar|g|u|c,5,-0.00015095,0
ubar|g|d|s,4,-0.00016129,0
sbar|ubar|g|d|u|c,6,-0.00016190,0
cbar|sbar|ubar|d|s,5,-0.00016288,0
cbar|sbar|ubar|dbar|d|s,6,-0.00017211,0
ubar|dbar|g|d|s,5,-0.00017819,0
cbar|ubar|g|d,4,-0.00018753,0
ubar|g|s,3,-0.00018809,0
cbar|sbar|ubar|s,4,-0.00018968,0
sbar|ubar|dbar|u|c,5,-0.00019200,0
cbar|ubar|g,3,-0.00019467,0
cbar|ubar|dbar|g|d,5,-0.00019699,0
cbar|sbar|ubar|dbar|s,5,-0.00019879,0
sbar|ubar|dbar|d|u|c,6,-0.00020365,0
cbar|ubar|dbar|g,4,-0.00020402,0
