coalition_labels,size,chi2,is_outlier
cbar|sbar|ubar|dbar|d|u|s|c,8,0.00892688,1
cbar|sbar|ubar|dbar|u|s|c,7,0.00798220,1
cbar|sbar|ubar|d|u|s|c,7,0.00797707,1
cbar|sbar|ubar|dbar|d|u|c,7,0.00784240,1
cbar|ubar|dbar|d|u|s|c,7,0.00781252,1
cbar|sbar|ubar|u|s|c,6,0.00708294,1
cbar|sbar|ubar|dbar|u|c,6,0.00695960,0
cbar|sbar|ubar|d|u|c,6,0.00695291,0
cbar|ubar|dbar|u|s|c,6,0.00693193,0
cbar|ubar|d|u|s|c,6,0.00692992,0
cbar|ubar|dbar|d|u|c,6,0.00680664,0
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.00631820,0
cbar|sbar|ubar|u|c,5,0.00612066,0
cbar|ubar|u|s|c,5,0.00609988,0
cbar|ubar|dbar|u|c,5,0.00598792,0
cbar|ubar|d|u|c,5,0.00598436,0
cbar|sbar|dbar|d|u|s|c,7,0.00590962,0
cbar|sbar|ubar|dbar|d|u|s,7,0.00590058,0
sbar|ubar|dbar|d|u|s|c,7,0.00589954,0
cbar|sbar|ubar|dbar|d|s|c,7,0.00577799,0
cbar|sbar|ubar|dbar|g|u|s|c,8,0.00554207,0
cbar|sbar|ubar|g|d|u|s|c,8,0.00551284,0
cbar|sbar|ubar|dbar|g|d|u|c,8,0.00543779,0
cbar|ubar|dbar|g|d|u|s|c,8,0.00541454,0
cbar|ubar|u|c,4,0.00521619,0
cbar|sbar|dbar|u|s|c,6,0.00514600,0
cbar|sbar|d|u|s|c,6,0.00514048,0
cbar|sbar|ubar|dbar|u|s,6,0.00513098,0
sbar|ubar|dbar|u|s|c,6,0.00513012,0
cbar|sbar|ubar|d|u|s,6,0.00512400,0
sbar|ubar|d|u|s|c,6,0.00512100,0
cbar|sbar|dbar|d|u|c,6,0.00504286,0
cbar|dbar|d|u|s|c,6,0.00502233,0
cbar|sbar|ubar|dbar|s|c,6,0.00502187,0
cbar|sbar|ubar|dbar|d|u,6,0.00502184,0
sbar|ubar|dbar|d|u|c,6,0.00502101,0
cbar|sbar|ubar|d|s|c,6,0.00501555,0
cbar|ubar|dbar|d|u|s,6,0.00499848,0
ubar|dbar|d|u|s|c,6,0.00499738,0
cbar|sbar|ubar|dbar|d|c,6,0.00491920,0
cbar|ubar|dbar|d|s|c,6,0.00489857,0
cbar|sbar|ubar|g|u|s|c,7,0.00478726,0
cbar|sbar|ubar|dbar|g|u|c,7,0.00472354,0
cbar|ubar|dbar|g|u|s|c,7,0.00470250,0
cbar|sbar|ubar|g|d|u|c,7,0.00469274,0
cbar|ubar|g|d|u|s|c,7,0.00467638,0
cbar|ubar|dbar|g|d|u|c,7,0.00461272,0
cbar|sbar|u|s|c,5,0.00442742,0
cbar|sbar|ubar|u|s,5,0.00440496,0
sbar|ubar|u|s|c,5,0.00440213,0
cbar|sbar|dbar|u|c,5,0.00434112,0
cbar|sbar|d|u|c,5,0.00433404,0
cbar|dbar|u|s|c,5,0.00432281,0
cbar|d|u|s|c,5,0.00432040,0
cbar|sbar|ubar|dbar|u,5,0.00431412,0
sbar|ubar|dbar|u|c,5,0.00431346,0
cbar|sbar|ubar|s|c,5,0.00430998,0
cbar|sbar|ubar|d|u,5,0.00430558,0
sbar|ubar|d|u|c,5,0.00430278,0
cbar|ubar|dbar|u|s,5,0.00429298,0
ubar|dbar|u|s|c,5,0.00429204,0
cbar|ubar|d|u|s,5,0.00428911,0
ubar|d|u|s|c,5,0.00428604,0
cbar|dbar|d|u|c,5,0.00423417,0
cbar|sbar|ubar|dbar|c,5,0.00422495,0
cbar|sbar|ubar|d|c,5,0.00421707,0
cbar|ubar|dbar|s|c,5,0.00420654,0
cbar|ubar|d|s|c,5,0.00420333,0
cbar|ubar|dbar|d|u,5,0.00419834,0
ubar|dbar|d|u|c,5,0.00419744,0
cbar|ubar|dbar|d|c,5,0.00411837,0
cbar|sbar|ubar|g|u|c,6,0.00402904,0
cbar|ubar|g|u|s|c,6,0.00401489,0
cbar|ubar|dbar|g|u|c,6,0.00396256,0
cbar|ubar|g|d|u|c,6,0.00393488,0
cbar|sbar|dbar|g|d|u|s|c,8,0.00387025,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.00383687,0
sbar|ubar|dbar|g|d|u|s|c,8,0.00383676,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.00378361,0
cbar|sbar|u|c,4,0.00368284,0
cbar|u|s|c,4,0.00367142,0
cbar|sbar|ubar|u,4,0.00364841,0
sbar|ubar|u|c,4,0.00364578,0
cbar|ubar|u|s,4,0.00363416,0
ubar|u|s|c,4,0.00363126,0
cbar|dbar|u|c,4,0.00359651,0
cbar|d|u|c,4,0.00359255,0
cbar|sbar|ubar|c,4,0.00357338,0
sbar|ubar|dbar|d|u|s,6,0.00357060,0
cbar|ubar|s|c,4,0.00356185,0
cbar|ubar|dbar|u,4,0.00355470,0
ubar|dbar|u|c,4,0.00355397,0
cbar|ubar|d|u,4,0.00354928,0
ubar|d|u|c,4,0.00354641,0
cbar|ubar|dbar|c,4,0.00348821,0
sbar|dbar|d|u|s|c,6,0.00348707,0
cbar|sbar|dbar|d|u|s,6,0.00348682,0
cbar|ubar|d|c,4,0.00348344,0
cbar|sbar|dbar|d|s|c,6,0.00341709,0
cbar|sbar|ubar|dbar|d|s,6,0.00338534,0
sbar|ubar|dbar|d|s|c,6,0.00338460,0
cbar|ubar|g|u|c,5,0.00333527,0
cbar|sbar|dbar|g|u|s|c,7,0.00327519,0
cbar|sbar|g|d|u|s|c,7,0.00324555,0
sbar|ubar|dbar|g|u|s|c,7,0.00323590,0
cbar|sbar|ubar|dbar|g|u|s,7,0.00323583,0
cbar|sbar|dbar|g|d|u|c,7,0.00320756,0
cbar|sbar|ubar|g|d|u|s,7,0.00320473,0
sbar|ubar|g|d|u|s|c,7,0.00320266,0
cbar|sbar|ubar|dbar|g|s|c,7,0.00319604,0
cbar|dbar|g|d|u|s|c,7,0.00319366,0
cbar|sbar|ubar|g|d|s|c,7,0.00316561,0
sbar|ubar|dbar|g|d|u|c,7,0.00316230,0
