    0.070         0.59          0.25670     0.00616    0.00385   
    0.070         0.81          0.29218     0.00555    0.00351   
    0.070         0.90          0.29811     0.00358    0.00388   
    0.070         1.12          0.30859     0.00401    0.00401   
    0.070         1.27          0.32001     0.00512    0.00480   
    0.070         1.52          0.32882     0.00789    0.00921   
    0.070         1.66          0.33331     0.00833    0.00433   
    0.070         2.01          0.34032     0.01123    0.00817   
    0.100         0.58          0.26781     0.00482    0.00375   
    0.100         0.62          0.27344     0.00520    0.00383   
    0.100         0.66          0.27599     0.00304    0.00331   
    0.100         0.74          0.28387     0.00710    0.00369   
    0.100         0.87          0.29173     0.00554    0.00350   
    0.100         1.00          0.30581     0.00306    0.00398   
    0.100         1.08          0.30458     0.00548    0.00305   
    0.100         1.18          0.30981     0.00465    0.00279   
    0.100         1.29          0.31491     0.00567    0.00315   
    0.100         1.42          0.31963     0.00575    0.00320   
    0.100         1.54          0.31382     0.00659    0.00659   
    0.100         1.66          0.30944     0.00959    0.00897   
    0.100         1.82          0.32427     0.00389    0.00389   
    0.100         1.99          0.32658     0.00261    0.00425   
    0.100         2.14          0.33293     0.00766    0.00732   
    0.100         2.37          0.32488     0.00455    0.00715   
    0.100         2.94          0.33458     0.00669    0.00970   
    0.100         3.34          0.34519     0.01243    0.01243   
    0.140         0.66          0.27972     0.00531    0.00364   
    0.140         0.78          0.28977     0.00319    0.00261   
    0.140         0.93          0.30118     0.00422    0.00331   
    0.140         1.14          0.30287     0.00485    0.00303   
    0.140         1.29          0.30563     0.00306    0.00245   
    0.140         1.37          0.31622     0.00538    0.00316   
    0.140         1.60          0.31413     0.00346    0.00220   
    0.140         1.74          0.31613     0.00443    0.00221   
    0.140         2.01          0.31964     0.00352    0.00384   
    0.140         2.19          0.31341     0.00376    0.00282   
    0.140         2.37          0.32019     0.00320    0.00320   
    0.140         2.58          0.31649     0.00443    0.00696   
    0.140         2.80          0.32828     0.00558    0.00722   
    0.140         3.00          0.32220     0.00548    0.00805   
    0.140         3.31          0.33323     0.00600    0.00633   
    0.140         3.77          0.32006     0.00640    0.00704   
    0.140         4.18          0.31132     0.00872    0.00841   
    0.140         5.00          0.32716     0.00229    0.00687   
    0.200         0.69          0.28413     0.00540    0.00398   
    0.200         0.82          0.28419     0.00625    0.00313  
    0.200         0.89          0.29083     0.00349    0.00262  
    0.200         1.00          0.29381     0.00529    0.00353  
    0.200         1.10          0.29800     0.00507    0.00447  
    0.200         1.24          0.30196     0.00544    0.00332  
    0.200         1.41          0.29582     0.00296    0.00237  
    0.200         1.50          0.30438     0.00548    0.00304  
    0.200         1.87          0.30697     0.00338    0.00215  
    0.200         2.57          0.30665     0.00276    0.00337  
    0.200         2.74          0.30660     0.00491    0.00521  
    0.200         3.01          0.31271     0.00844    0.00438   
    0.200         3.25          0.31250     0.00375    0.00625  
    0.200         3.54          0.30739     0.00369    0.00615  
    0.200         4.17          0.31328     0.00376    0.00595  
    0.200         4.59          0.30161     0.00694    0.00694  
    0.200         5.20          0.30411     0.00426    0.00639  
    0.225         0.72          0.27611     0.00525    0.00414  
    0.225         0.87          0.27600     0.00607    0.00304  
    0.225         1.00          0.28398     0.00114    0.00170  
    0.225         1.29          0.28739     0.00345    0.00259  
    0.225         1.50          0.28988     0.00087    0.00145  
    0.225         1.73          0.28977     0.00290    0.00203  
    0.225         2.01          0.29131     0.00233    0.00175  
    0.225         2.22          0.28633     0.00630    0.00429  
    0.225         2.50          0.29184     0.00146    0.00292  
    0.225         2.82          0.28632     0.00344    0.00229  
    0.225         3.00          0.28802     0.00346    0.00461  
    0.225         3.29          0.28831     0.00404    0.00317  
    0.225         3.62          0.28063     0.00589    0.00505  
    0.225         4.01          0.28220     0.00282    0.00423  
    0.225         4.46          0.28576     0.00429    0.00371  
    0.225         5.00          0.28195     0.00113    0.00395  
    0.225         5.33          0.28592     0.00801    0.00686  
    0.225         5.72          0.27963     0.00475    0.00503  
    0.225         6.09          0.27614     0.00828    0.00635  
    0.225         7.31          0.27031     0.01541    0.00649  
    0.275         0.90          0.26169     0.00628    0.00288    
    0.275         1.07          0.26475     0.00185    0.00185    
    0.275         1.35          0.26768     0.00482    0.00294    
    0.275         1.46          0.26848     0.00483    0.00295    
    0.275         1.60          0.26594     0.00372    0.00213    
    0.275         1.92          0.26374     0.00290    0.00211    
    0.275         2.11          0.26575     0.00372    0.00213    
    0.275         2.35          0.26346     0.00395    0.00263  
    0.275         2.53          0.26456     0.00370    0.00344    
    0.275         3.09          0.26221     0.00656    0.00236   
    0.275         3.32          0.26955     0.00728    0.00431   
    0.275         3.53          0.25475     0.00229    0.00280   
    0.275         4.30          0.25656     0.00359    0.00257   
    0.275         4.76          0.25682     0.00257    0.00334   
    0.275         5.29          0.25128     0.00226    0.00327   
    0.275         6.07          0.25531     0.00357    0.00409   
    0.275         6.75          0.24944     0.00424    0.00449   
    0.275         7.50          0.25056     0.00551    0.00501   
    0.275         8.22          0.24514     0.00809    0.00588   
    0.350         1.14          0.23452     0.00211    0.00141   
    0.350         1.39          0.23332     0.00303    0.00233   
    0.350         1.50          0.23091     0.00092    0.00139   
    0.350         1.66          0.23107     0.00162    0.00116   
    0.350         1.83          0.22624     0.00385    0.00226   
    0.350         2.01          0.22402     0.00202    0.00112   
    0.350         2.18          0.22460     0.00180    0.00112   
    0.350         2.50          0.22192     0.00089    0.00111   
    0.350         2.79          0.21387     0.00342    0.00257   
    0.350         3.08          0.21695     0.00174    0.00174   
    0.350         3.36          0.21405     0.00535    0.00193   
    0.350         3.74          0.21021     0.00210    0.00189   
    0.350         4.16          0.21254     0.00149    0.00191   
    0.350         5.01          0.20805     0.00062    0.00187   
    0.350         5.84          0.20636     0.00165    0.00248   
    0.350         6.41          0.20162     0.00161    0.00222   
    0.350         7.37          0.19905     0.00159    0.00318   
    0.350         8.13          0.19602     0.00216    0.00314   
    0.350         9.31          0.19078     0.00305    0.00362   
    0.350        10.01          0.19420     0.00233    0.00330   
    0.350        10.96          0.18993     0.00456    0.00456   
    0.450         1.70          0.18167     0.00182    0.00109   
    0.450         1.87          0.16854     0.00472    0.00185   
    0.450         2.00          0.17508     0.00175    0.00123   
    0.450         2.29          0.16866     0.00118    0.00084   
    0.450         2.44          0.16424     0.00148    0.00131   
    0.450         2.65          0.16222     0.00227    0.00146   
