coalition_labels,size,chi2,is_outlier
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.01898938,1
cbar|sbar|ubar|dbar|g|u|s|c,8,0.01782457,1
cbar|sbar|ubar|dbar|g|d|u|c,8,0.01699061,0
cbar|sbar|ubar|dbar|g|u|c,7,0.01631611,0
cbar|ubar|dbar|g|d|u|s|c,8,0.01608474,0
sbar|ubar|dbar|g|d|u|s|c,8,0.01573788,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.01565629,0
cbar|sbar|ubar|g|d|u|s|c,8,0.01542450,0
sbar|ubar|dbar|g|u|s|c,7,0.01488365,0
cbar|ubar|dbar|g|u|s|c,7,0.01485513,0
cbar|sbar|dbar|g|d|u|s|c,8,0.01465269,0
cbar|sbar|ubar|dbar|g|u|s,7,0.01461834,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.01457683,0
cbar|ubar|dbar|g|d|u|c,7,0.01416515,0
sbar|ubar|dbar|g|d|u|c,7,0.01412133,0
cbar|sbar|dbar|g|u|s|c,7,0.01408857,0
cbar|sbar|ubar|dbar|g|d|u,7,0.01392093,0
sbar|ubar|dbar|g|u|c,6,0.01375742,0
cbar|sbar|ubar|dbar|d|u|s|c,8,0.01372000,0
cbar|sbar|ubar|dbar|g|s|c,7,0.01357812,0
cbar|sbar|ubar|g|u|s|c,7,0.01356088,0
cbar|ubar|g|d|u|s|c,7,0.01345292,0
cbar|ubar|dbar|g|u|c,6,0.01342585,0
cbar|sbar|ubar|dbar|g|u,6,0.01337329,0
cbar|sbar|dbar|g|d|u|c,7,0.01328227,0
cbar|sbar|dbar|g|u|c,6,0.01320846,0
sbar|ubar|dbar|g|d|u|s,7,0.01311782,0
cbar|ubar|dbar|g|d|u|s,7,0.01311474,0
ubar|dbar|g|d|u|s|c,7,0.01307280,0
cbar|sbar|ubar|g|d|u|c,7,0.01304011,0
cbar|sbar|ubar|dbar|g|d|c,7,0.01293649,0
cbar|sbar|ubar|g|d|u|s,7,0.01260115,0
cbar|sbar|ubar|dbar|u|s|c,7,0.01249115,0
cbar|sbar|ubar|dbar|g|c,6,0.01242809,0
sbar|ubar|dbar|g|u|s,6,0.01239045,0
sbar|dbar|g|d|u|s|c,7,0.01233607,0
cbar|ubar|dbar|g|d|s|c,7,0.01221645,0
ubar|dbar|g|u|s|c,6,0.01215377,0
cbar|dbar|g|d|u|s|c,7,0.01209009,0
sbar|dbar|g|u|s|c,6,0.01208257,0
sbar|ubar|g|d|u|s|c,7,0.01202363,0
cbar|ubar|dbar|g|u|s,6,0.01201199,0
cbar|sbar|ubar|dbar|g|d|s,7,0.01191630,0
cbar|sbar|ubar|g|d|s|c,7,0.01189341,0
sbar|ubar|dbar|g|d|s|c,7,0.01182391,0
cbar|sbar|dbar|g|d|u|s,7,0.01176549,0
sbar|ubar|dbar|g|d|u,6,0.01176468,0
cbar|sbar|ubar|dbar|d|u|c,7,0.01166781,0
cbar|sbar|ubar|g|u|c,6,0.01166680,0
sbar|dbar|g|u|c,5,0.01158472,0
cbar|sbar|ubar|d|u|s|c,7,0.01154625,0
ubar|dbar|g|d|u|c,6,0.01153544,0
sbar|ubar|dbar|g|u,5,0.01152763,0
cbar|ubar|g|u|s|c,6,0.01152449,0
cbar|dbar|g|u|s|c,6,0.01146117,0
cbar|ubar|dbar|g|d|u,6,0.01145856,0
sbar|dbar|g|d|u|c,6,0.01134790,0
cbar|sbar|dbar|g|u|s,6,0.01132822,0
cbar|ubar|dbar|g|s|c,6,0.01115293,0
cbar|ubar|g|d|u|c,6,0.01114771,0
sbar|ubar|dbar|g|s|c,6,0.01113577,0
ubar|dbar|g|u|c,5,0.01110672,0
