player,coalition_without,v_without,v_with,delta_v,is_outlier
g,sbar|ubar|dbar|u|c,0.00829738,0.01375742,0.00546004,0
g,sbar|ubar|dbar|u|s|c,0.00947700,0.01488365,0.00540665,0
g,sbar|ubar|dbar|d|u|c,0.00872529,0.01412133,0.00539604,0
g,cbar|sbar|ubar|dbar|u|c,0.01092928,0.01631611,0.00538682,0
g,sbar|ubar|dbar|d|u|s|c,0.01039524,0.01573788,0.00534264,0
g,cbar|sbar|ubar|dbar|u|s|c,0.01249115,0.01782457,0.00533342,0
g,cbar|sbar|ubar|dbar|d|u|c,0.01166781,0.01699061,0.00532280,0
g,sbar|ubar|dbar|u,0.00621126,0.01152763,0.00531637,0
dbar,sbar|g|u|c,0.00627422,0.01158472,0.00531050,0
g,cbar|sbar|ubar|dbar|d|u|s|c,0.01372000,0.01898938,0.00526939,0
g,sbar|ubar|dbar|u|s,0.00712748,0.01239045,0.00526297,0
g,sbar|ubar|dbar|d|u,0.00651233,0.01176468,0.00525235,0
g,sbar|dbar|u|c,0.00633320,0.01158472,0.00525153,0
g,cbar|sbar|ubar|dbar|u,0.00813020,0.01337329,0.00524310,0
g,ubar|dbar|u|c,0.00588308,0.01110672,0.00522364,0
g,sbar|ubar|dbar|d|u|s,0.00791888,0.01311782,0.00519894,0
g,sbar|dbar|u|s|c,0.00688443,0.01208257,0.00519814,0
g,sbar|ubar|dbar|c,0.00517513,0.01036797,0.00519284,0
g,cbar|sbar|ubar|dbar|u|s,0.00942866,0.01461834,0.00518968,0
g,sbar|dbar|d|u|c,0.00616037,0.01134790,0.00518753,0
g,cbar|sbar|ubar|dbar|d|u,0.00874188,0.01392093,0.00517905,0
g,cbar|sbar|dbar|u|c,0.00802999,0.01320846,0.00517847,0
g,ubar|dbar|u|s|c,0.00698352,0.01215377,0.00517025,0
dbar,cbar|sbar|g|u|c,0.00804735,0.01320846,0.00516110,0
g,ubar|dbar|d|u|c,0.00637580,0.01153544,0.00515964,0
g,cbar|ubar|dbar|u|c,0.00827545,0.01342585,0.00515039,0
g,sbar|ubar|dbar|s|c,0.00599633,0.01113577,0.00513945,0
g,sbar|dbar|d|u|s|c,0.00720193,0.01233607,0.00513414,0
g,sbar|ubar|dbar|d|c,0.00543695,0.01056579,0.00512884,0
g,cbar|sbar|ubar|dbar|d|u|s,0.01053066,0.01565629,0.00512563,0
g,cbar|sbar|dbar|u|s|c,0.00896350,0.01408857,0.00512507,0
g,cbar|sbar|ubar|dbar|c,0.00730853,0.01242809,0.00511956,0
g,cbar|sbar|dbar|d|u|c,0.00816781,0.01328227,0.00511445,0
g,sbar|dbar|u,0.00469284,0.00980081,0.00510797,0
g,ubar|dbar|d|u|s|c,0.00796656,0.01307280,0.00510624,0
g,cbar|ubar|dbar|u|s|c,0.00975814,0.01485513,0.00509699,0
g,cbar|ubar|dbar|d|u|c,0.00907878,0.01416515,0.00508637,0
g,ubar|dbar|u,0.00416006,0.00924001,0.00507995,0
g,sbar|ubar|dbar|d|s|c,0.00674847,0.01182391,0.00507544,0
g,cbar|sbar|ubar|dbar|s|c,0.00851197,0.01357812,0.00506615,0
g,cbar|sbar|dbar|d|u|s|c,0.00959164,0.01465269,0.00506105,0
g,cbar|sbar|ubar|dbar|d|c,0.00788095,0.01293649,0.00505553,0
g,sbar|dbar|u|s,0.00498068,0.01003525,0.00505457,0
g,sbar|ubar|dbar,0.00376160,0.00881073,0.00504913,0
g,sbar|dbar|d|u,0.00439317,0.00943713,0.00504395,0
g,cbar|sbar|dbar|u,0.00567666,0.01071153,0.00503486,0
g,cbar|ubar|dbar|d|u|s|c,0.01105178,0.01608474,0.00503296,0
g,ubar|dbar|u|s,0.00499710,0.01002365,0.00502655,0
g,ubar|dbar|d|u,0.00452594,0.00954187,0.00501593,0
g,dbar|u|c,0.00426096,0.00927608,0.00501512,0
g,cbar|ubar|dbar|u,0.00583947,0.01084612,0.00500664,0
g,cbar|sbar|ubar|dbar|d|s|c,0.00957471,0.01457683,0.00500213,0
g,sbar|ubar|dbar|s,0.00431940,0.00931512,0.00499572,0
g,sbar|dbar|d|u|s,0.00517134,0.01016189,0.00499055,0
g,sbar|ubar|dbar|d,0.00389658,0.00888169,0.00498511,0
g,sbar|dbar|c,0.00372818,0.00871250,0.00498433,0
g,cbar|sbar|dbar|u|s,0.00634677,0.01132822,0.00498145,0
g,cbar|sbar|ubar|dbar,0.00518204,0.01015783,0.00497579,0
g,cbar|sbar|dbar|d|u,0.00568765,0.01065847,0.00497082,0
g,ubar|dbar|d|u|s,0.00585330,0.01081582,0.00496252,0
g,dbar|u|s|c,0.00473301,0.00969474,0.00496173,0
g,ubar|dbar|c,0.00330507,0.00826152,0.00495645,0
g,cbar|ubar|dbar|u|s,0.00705876,0.01201199,0.00495323,0
g,dbar|d|u|c,0.00415293,0.00910405,0.00495113,0
g,cbar|ubar|dbar|d|u,0.00651596,0.01145856,0.00494260,0
g,cbar|dbar|u|c,0.00571820,0.01066024,0.00494204,0
g,sbar|ubar|dbar|d|s,0.00494470,0.00987640,0.00493170,0
