#Final  cross sections d2sigma / dz  in microb/GeV for the pi+- data.
#zbin  range  xsec[fb/GeV]    stat        systematic errors (correlated) systematic errors(uncorrelated)
 0.100   0.125     1.007e+08  4.209e+03   +4.096e+06   -4.872e+06   +1.921e+04   -9.826e+03 
 0.125   0.150     6.723e+07  2.728e+03   +1.674e+05   -1.940e+06   +1.650e+06   -7.297e+03 
 0.150   0.175     4.930e+07  1.883e+03   +1.452e+05   -1.433e+06   +1.075e+06   -1.484e+04 
 0.175   0.200     3.669e+07  2.286e+03   +1.116e+05   -1.079e+06   +9.537e+03   -1.273e+06 
 0.200   0.225     2.784e+07  1.718e+03   +3.328e+04   -8.223e+05   +4.611e+03   -8.862e+05 
 0.225   0.250     2.140e+07  1.822e+03   +1.317e+04   -6.338e+05   +4.020e+03   -5.229e+05 
 0.250   0.275     1.675e+07  1.219e+03   +3.582e+03   -4.923e+05   +3.608e+03   -1.028e+05 
 0.275   0.300     1.329e+07  1.774e+03   +8.134e+01   -3.855e+05   +1.327e+04   -3.608e+03 
 0.300   0.325     1.069e+07  9.537e+02   +1.050e+01   -3.030e+05   +3.449e+04   -2.935e+03 
 0.325   0.350     8.702e+06  1.059e+03   +5.712e+01   -2.419e+05   +3.059e+04   -2.662e+03 
 0.350   0.375     7.128e+06  1.042e+03   +1.242e+02   -1.938e+05   +2.686e+03   -2.523e+03 
 0.375   0.400     5.825e+06  9.394e+02   +4.241e+01   -1.572e+05   +2.250e+03   -2.430e+04 
 0.400   0.425     4.705e+06  9.050e+02   +3.467e+03   -1.262e+05   +2.048e+03   -1.814e+04 
 0.425   0.450     3.834e+06  7.885e+02   +6.904e+03   -1.032e+05   +1.839e+03   -8.418e+03 
 0.450   0.475     3.129e+06  6.830e+02   +1.006e+04   -8.565e+04   +1.669e+03   -4.894e+03 
 0.475   0.500     2.569e+06  6.247e+02   +9.261e+03   -6.954e+04   +1.544e+03   -2.090e+03 
 0.500   0.525     2.117e+06  6.444e+02   +1.087e+04   -5.739e+04   +1.745e+03   -1.400e+03 
 0.525   0.550     1.745e+06  5.568e+02   +8.821e+03   -4.665e+04   +2.059e+03   -1.288e+03 
 0.550   0.575     1.442e+06  5.415e+02   +9.288e+03   -3.734e+04   +2.883e+03   -1.201e+03 
 0.575   0.600     1.191e+06  3.793e+02   +7.194e+03   -3.048e+04   +2.083e+03   -1.119e+03 
 0.600   0.625     9.868e+05  3.844e+02   +8.289e+03   -2.441e+04   +1.432e+03   -1.031e+03 
 0.625   0.650     8.202e+05  4.131e+02   +7.726e+03   -1.872e+04   +1.116e+03   -1.187e+03 
 0.650   0.675     6.795e+05  4.260e+02   +7.012e+03   -1.512e+04   +1.178e+03   -1.259e+03 
 0.675   0.700     5.639e+05  3.168e+02   +5.664e+03   -1.237e+04   +1.142e+03   -1.118e+03 
 0.700   0.725     4.679e+05  2.792e+02   +5.386e+03   -9.423e+03   +8.785e+02   -1.027e+03 
 0.725   0.750     3.863e+05  2.738e+02   +5.252e+03   -7.850e+03   +7.426e+02   -8.999e+02 
 0.750   0.775     3.156e+05  2.619e+02   +4.321e+03   -5.446e+03   +6.840e+02   -7.408e+02 
 0.775   0.800     2.548e+05  2.589e+02   +3.190e+03   -4.239e+03   +6.294e+02   -6.279e+02 
 0.800   0.825     2.030e+05  2.586e+02   +3.363e+03   -3.079e+03   +5.985e+02   -5.851e+02 
 0.825   0.850     1.573e+05  2.274e+02   +3.082e+03   -2.598e+03   +5.494e+02   -5.421e+02 
 0.850   0.875     1.187e+05  1.761e+02   +2.587e+03   -1.903e+03   +4.821e+02   -4.800e+02 
 0.875   0.900     8.551e+04  1.761e+02   +1.987e+03   -1.261e+03   +4.272e+02   -4.262e+02 
 0.900   0.925     5.778e+04  1.004e+02   +1.202e+03   -9.312e+02   +3.595e+02   -3.575e+02 
 0.925   0.950     3.587e+04  8.210e+01   +1.183e+03   -1.116e+03   +2.859e+02   -2.816e+02 
 0.950   0.975     1.920e+04  5.600e+01   +1.040e+03   -8.306e+02   +2.407e+02   -2.381e+02 
 0.975   1.000     1.455e+04  4.294e+01   +1.726e+03   -1.580e+03   +4.027e+02   -3.868e+02 
