#Final weak decays subtracted cross sections d2sigma / dz  in microb/GeV for the K+- data.
#zbin  range  xsec[fb/GeV]    stat        systematic errors (correlated) systematic errors(uncorrelated)
 0.100   0.125     1.147e+07  2.859e+03   +9.795e+05   -1.187e+06   +3.688e+04   -5.527e+03 
 0.125   0.150     9.302e+06  9.421e+02   +5.134e+05   -7.850e+05   +4.775e+05   -2.700e+03 
 0.150   0.175     7.266e+06  5.307e+02   +3.098e+05   -5.532e+05   +6.167e+05   -2.035e+03 
 0.175   0.200     5.977e+06  6.486e+02   +2.173e+05   -4.083e+05   +6.160e+05   -1.814e+03 
 0.200   0.225     4.838e+06  4.993e+02   +1.683e+05   -3.052e+05   +1.769e+05   -1.613e+03 
 0.225   0.250     3.955e+06  5.505e+02   +1.334e+05   -2.326e+05   +8.180e+03   -1.458e+03 
 0.250   0.275     3.231e+06  3.768e+02   +1.048e+05   -1.801e+05   +1.671e+03   -1.479e+03 
 0.275   0.300     2.599e+06  5.530e+02   +7.773e+04   -1.415e+05   +1.163e+03   -3.363e+04 
 0.300   0.325     2.160e+06  3.047e+02   +5.894e+04   -1.135e+05   +1.076e+03   -1.584e+04 
 0.325   0.350     1.835e+06  3.475e+02   +5.336e+04   -9.310e+04   +9.938e+02   -1.540e+04 
 0.350   0.375     1.569e+06  3.551e+02   +5.500e+04   -7.686e+04   +9.333e+02   -1.430e+04 
 0.375   0.400     1.341e+06  3.334e+02   +5.344e+04   -6.361e+04   +8.743e+02   -1.272e+04 
 0.400   0.425     1.158e+06  3.404e+02   +5.254e+04   -5.380e+04   +8.313e+02   -6.599e+03 
 0.425   0.450     9.975e+05  3.045e+02   +4.889e+04   -4.782e+04   +7.919e+02   -2.446e+03 
 0.450   0.475     8.608e+05  2.651e+02   +4.581e+04   -4.264e+04   +7.549e+02   -1.171e+03 
 0.475   0.500     7.397e+05  2.449e+02   +4.057e+04   -3.847e+04   +7.080e+02   -7.459e+02 
 0.500   0.525     6.429e+05  2.615e+02   +3.724e+04   -3.634e+04   +6.849e+02   -7.203e+02 
 0.525   0.550     5.667e+05  2.358e+02   +3.416e+04   -3.432e+04   +6.646e+02   -7.991e+02 
 0.550   0.575     4.957e+05  2.390e+02   +2.982e+04   -3.209e+04   +6.457e+02   -1.147e+03 
 0.575   0.600     4.319e+05  1.746e+02   +2.631e+04   -2.914e+04   +6.264e+02   -1.042e+03 
 0.600   0.625     3.787e+05  1.855e+02   +2.270e+04   -2.635e+04   +6.069e+02   -8.639e+02 
 0.625   0.650     3.279e+05  2.071e+02   +1.901e+04   -2.466e+04   +5.912e+02   -6.143e+02 
 0.650   0.675     2.837e+05  2.236e+02   +1.613e+04   -2.333e+04   +6.164e+02   -5.711e+02 
 0.675   0.700     2.419e+05  1.729e+02   +1.313e+04   -2.097e+04   +5.815e+02   -5.526e+02 
 0.700   0.725     2.034e+05  1.572e+02   +1.132e+04   -1.871e+04   +5.552e+02   -5.277e+02 
 0.725   0.750     1.703e+05  1.590e+02   +1.106e+04   -1.697e+04   +5.270e+02   -4.986e+02 
 0.750   0.775     1.409e+05  1.575e+02   +1.014e+04   -1.504e+04   +4.960e+02   -4.732e+02 
 0.775   0.800     1.152e+05  1.606e+02   +9.955e+03   -1.384e+04   +4.701e+02   -4.467e+02 
 0.800   0.825     9.186e+04  1.642e+02   +9.790e+03   -1.245e+04   +4.285e+02   -4.037e+02 
 0.825   0.850     7.147e+04  1.485e+02   +8.149e+03   -9.997e+03   +3.856e+02   -3.744e+02 
 0.850   0.875     5.397e+04  1.178e+02   +5.584e+03   -6.838e+03   +3.277e+02   -3.245e+02 
 0.875   0.900     3.906e+04  1.203e+02   +4.680e+03   -5.218e+03   +2.876e+02   -2.860e+02 
 0.900   0.925     2.634e+04  6.782e+01   +2.153e+03   -2.470e+03   +2.402e+02   -2.376e+02 
 0.925   0.950     1.558e+04  5.657e+01   +1.231e+03   -1.409e+03   +1.968e+02   -1.872e+02 
 0.950   0.975     7.371e+03  4.706e+01   +4.537e+02   -6.685e+02   +2.126e+02   -1.687e+02 
 0.975   1.000     2.467e+03  3.225e+01   +6.639e+02   -2.535e+02   +1.817e+02   -1.403e+02 
