#Final  cross sections d2sigma / dz  in microb/GeV for the p/pbar data.
#zbin  range  xsec[fb/GeV]    stat        systematic errors (correlated) systematic errors(uncorrelated)
 0.175   0.200     4.706e+06  1.665e+03   +7.895e+05   -7.549e+05   +8.827e+03   -1.514e+04 
 0.200   0.225     5.375e+06  8.909e+02   +7.427e+05   -7.492e+05   +1.468e+05   -2.007e+03 
 0.225   0.250     4.098e+06  8.438e+02   +5.218e+05   -5.290e+05   +2.211e+05   -1.608e+03 
 0.250   0.275     2.991e+06  5.344e+02   +2.218e+05   -2.425e+05   +1.527e+05   -1.323e+03 
 0.275   0.300     2.304e+06  7.643e+02   +6.550e+04   -8.982e+04   +7.880e+04   -1.158e+03 
 0.300   0.325     1.894e+06  4.275e+02   +2.527e+04   -5.256e+04   +8.218e+03   -1.167e+03 
 0.325   0.350     1.629e+06  4.814e+02   +9.959e+03   -3.730e+04   +1.255e+03   -6.963e+03 
 0.350   0.375     1.377e+06  4.853e+02   +8.222e+03   -3.089e+04   +9.580e+02   -9.766e+03 
 0.375   0.400     1.158e+06  4.425e+02   +9.945e+03   -2.720e+04   +8.617e+02   -1.386e+04 
 0.400   0.425     9.556e+05  4.331e+02   +4.482e+03   -2.009e+04   +7.904e+02   -1.565e+04 
 0.425   0.450     7.756e+05  3.658e+02   +1.012e+04   -2.163e+04   +7.167e+02   -1.019e+04 
 0.450   0.475     6.308e+05  2.981e+02   +1.943e+04   -2.696e+04   +6.373e+02   -5.425e+03 
 0.475   0.500     5.109e+05  2.563e+02   +1.229e+04   -1.879e+04   +5.690e+02   -3.433e+03 
 0.500   0.525     4.113e+05  2.607e+02   +7.495e+03   -1.241e+04   +5.132e+02   -1.634e+03 
 0.525   0.550     3.179e+05  2.271e+02   +3.307e+03   -7.879e+03   +4.431e+02   -7.745e+02 
 0.550   0.575     2.407e+05  2.087e+02   +1.968e+03   -6.411e+03   +4.085e+02   -5.602e+02 
 0.575   0.600     1.879e+05  1.410e+02   +5.098e+03   -6.972e+03   +3.847e+02   -3.717e+02 
 0.600   0.625     1.495e+05  1.402e+02   +9.316e+03   -9.160e+03   +4.106e+02   -2.988e+02 
 0.625   0.650     1.193e+05  1.410e+02   +1.323e+04   -1.242e+04   +4.443e+02   -2.656e+02 
 0.650   0.675     9.470e+04  1.337e+02   +1.552e+04   -1.510e+04   +3.948e+02   -2.400e+02 
 0.675   0.700     7.347e+04  9.741e+01   +1.297e+04   -1.295e+04   +3.380e+02   -2.147e+02 
 0.700   0.725     5.558e+04  8.052e+01   +1.184e+04   -1.183e+04   +3.889e+02   -1.910e+02 
 0.725   0.750     4.000e+04  7.182e+01   +1.138e+04   -1.141e+04   +4.072e+02   -1.662e+02 
 0.750   0.775     2.842e+04  6.489e+01   +1.184e+04   -1.187e+04   +3.229e+02   -1.416e+02 
 0.775   0.800     1.916e+04  5.651e+01   +1.436e+04   -1.437e+04   +2.124e+02   -1.233e+02 
 0.800   0.825     1.205e+04  4.894e+01   +1.725e+04   -1.726e+04   +1.337e+02   -1.079e+02 
 0.825   0.850     7.001e+03  3.809e+01   +1.674e+04   -1.676e+04   +7.892e+01   -9.067e+01 
 0.850   0.875     3.111e+03  2.496e+01   +1.275e+04   -1.279e+04   +4.417e+01   -5.132e+01 
 0.875   0.900     6.578e+02  2.111e+01   +8.611e+03   -8.644e+03   +1.704e+01   -2.516e+01 
