#Final weak decays subtracted cross sections d2sigma / dz  in microb/GeV for the pi+- data.
#zbin  range  xsec[fb/GeV]    stat        systematic errors (correlated) systematic errors(uncorrelated)
 0.100   0.125     7.114e+07  3.056e+03   +3.501e+06   -4.182e+06   +1.442e+04   -8.022e+03 
 0.125   0.150     4.732e+07  1.962e+03   +9.192e+05   -1.950e+06   +1.186e+06   -5.992e+03 
 0.150   0.175     3.446e+07  1.338e+03   +6.603e+05   -1.397e+06   +7.637e+05   -1.083e+04 
 0.175   0.200     2.549e+07  1.610e+03   +5.956e+05   -1.025e+06   +7.050e+03   -8.965e+05 
 0.200   0.225     1.929e+07  1.204e+03   +4.910e+05   -7.745e+05   +3.737e+03   -6.210e+05 
 0.225   0.250     1.484e+07  1.276e+03   +3.990e+05   -5.864e+05   +3.266e+03   -3.661e+05 
 0.250   0.275     1.166e+07  8.558e+02   +3.114e+05   -4.494e+05   +2.937e+03   -7.218e+04 
 0.275   0.300     9.322e+06  1.251e+03   +2.432e+05   -3.388e+05   +9.563e+03   -2.880e+03 
 0.300   0.325     7.565e+06  6.769e+02   +1.906e+05   -2.559e+05   +2.451e+04   -2.423e+03 
 0.325   0.350     6.225e+06  7.571e+02   +1.434e+05   -1.975e+05   +2.191e+04   -2.224e+03 
 0.350   0.375     5.160e+06  7.515e+02   +1.096e+05   -1.531e+05   +2.215e+03   -2.112e+03 
 0.375   0.400     4.271e+06  6.838e+02   +8.398e+04   -1.222e+05   +1.917e+03   -1.771e+04 
 0.400   0.425     3.497e+06  6.651e+02   +6.633e+04   -1.027e+05   +1.761e+03   -1.336e+04 
 0.425   0.450     2.892e+06  5.857e+02   +5.225e+04   -8.902e+04   +1.606e+03   -6.316e+03 
 0.450   0.475     2.397e+06  5.136e+02   +4.092e+04   -7.800e+04   +1.479e+03   -3.769e+03 
 0.475   0.500     2.003e+06  4.765e+02   +3.194e+04   -6.803e+04   +1.385e+03   -1.761e+03 
 0.500   0.525     1.681e+06  4.997e+02   +2.325e+04   -5.681e+04   +1.519e+03   -1.281e+03 
 0.525   0.550     1.414e+06  4.401e+02   +1.625e+04   -4.649e+04   +1.751e+03   -1.199e+03 
 0.550   0.575     1.194e+06  4.371e+02   +1.093e+04   -3.903e+04   +2.403e+03   -1.136e+03 
 0.575   0.600     1.008e+06  3.132e+02   +5.212e+03   -3.350e+04   +1.809e+03   -1.077e+03 
 0.600   0.625     8.539e+05  3.250e+02   +1.108e+03   -2.932e+04   +1.324e+03   -1.013e+03 
 0.625   0.650     7.255e+05  3.578e+02   +6.717e+02   -2.491e+04   +1.083e+03   -1.139e+03 
 0.650   0.675     6.137e+05  3.776e+02   +4.697e+02   -2.143e+04   +1.142e+03   -1.210e+03 
 0.675   0.700     5.192e+05  2.870e+02   +8.155e+02   -1.759e+04   +1.123e+03   -1.101e+03 
 0.700   0.725     4.383e+05  2.581e+02   +7.823e+02   -1.348e+04   +9.020e+02   -1.030e+03 
 0.725   0.750     3.676e+05  2.579e+02   +1.782e+03   -1.123e+04   +7.876e+02   -9.236e+02 
 0.750   0.775     3.044e+05  2.508e+02   +2.543e+03   -8.812e+03   +7.344e+02   -7.836e+02 
 0.775   0.800     2.486e+05  2.514e+02   +2.523e+03   -6.402e+03   +6.816e+02   -6.803e+02 
 0.800   0.825     1.998e+05  2.540e+02   +3.041e+03   -5.160e+03   +6.475e+02   -6.356e+02 
 0.825   0.850     1.559e+05  2.251e+02   +3.081e+03   -3.276e+03   +5.943e+02   -5.876e+02 
 0.850   0.875     1.181e+05  1.752e+02   +2.624e+03   -2.309e+03   +5.230e+02   -5.211e+02 
 0.875   0.900     8.535e+04  1.757e+02   +1.977e+03   -1.554e+03   +4.614e+02   -4.604e+02 
 0.900   0.925     5.775e+04  1.003e+02   +1.190e+03   -9.507e+02   +3.863e+02   -3.844e+02 
 0.925   0.950     3.587e+04  8.208e+01   +1.184e+03   -1.145e+03   +3.055e+02   -3.015e+02 
 0.950   0.975     1.920e+04  5.600e+01   +1.040e+03   -8.306e+02   +2.534e+02   -2.510e+02 
 0.975   1.000     1.455e+04  4.294e+01   +1.726e+03   -1.580e+03   +4.113e+02   -3.957e+02 
