#Final weak decays subtracted cross sections d2sigma / dz  in microb/GeV for the p/pbar data.
#zbin  range  xsec[fb/GeV]    stat        systematic errors (correlated) systematic errors(uncorrelated)
 0.175   0.200     3.464e+06  1.287e+03   +6.793e+05   -5.998e+05   +6.843e+03   -1.172e+04 
 0.200   0.225     3.981e+06  6.915e+02   +6.247e+05   -5.750e+05   +1.139e+05   -1.694e+03 
 0.225   0.250     2.994e+06  6.445e+02   +4.286e+05   -3.876e+05   +1.689e+05   -1.363e+03 
 0.250   0.275     2.139e+06  3.997e+02   +2.006e+05   -1.731e+05   +1.142e+05   -1.103e+03 
 0.275   0.300     1.616e+06  5.618e+02   +8.732e+04   -6.245e+04   +5.792e+04   -9.471e+02 
 0.300   0.325     1.312e+06  3.111e+02   +6.007e+04   -3.532e+04   +5.998e+03   -9.300e+02 
 0.325   0.350     1.125e+06  3.494e+02   +5.091e+04   -2.491e+04   +9.822e+02   -5.067e+03 
 0.350   0.375     9.535e+05  3.534e+02   +4.277e+04   -2.047e+04   +7.755e+02   -7.123e+03 
 0.375   0.400     8.087e+05  3.250e+02   +3.773e+04   -1.801e+04   +7.077e+02   -1.019e+04 
 0.400   0.425     6.760e+05  3.219e+02   +3.083e+04   -1.474e+04   +6.562e+02   -1.164e+04 
 0.425   0.450     5.571e+05  2.760e+02   +2.776e+04   -1.802e+04   +6.019e+02   -7.690e+03 
 0.450   0.475     4.613e+05  2.285e+02   +2.833e+04   -2.287e+04   +5.451e+02   -4.166e+03 
 0.475   0.500     3.804e+05  1.995e+02   +2.003e+04   -1.852e+04   +4.950e+02   -2.682e+03 
 0.500   0.525     3.120e+05  2.057e+02   +1.418e+04   -1.447e+04   +4.531e+02   -1.306e+03 
 0.525   0.550     2.457e+05  1.819e+02   +8.956e+03   -1.131e+04   +3.974e+02   -6.500e+02 
 0.550   0.575     1.898e+05  1.700e+02   +6.354e+03   -9.705e+03   +3.669e+02   -4.843e+02 
 0.575   0.600     1.513e+05  1.169e+02   +6.334e+03   -8.803e+03   +3.475e+02   -3.377e+02 
 0.600   0.625     1.230e+05  1.185e+02   +8.604e+03   -9.648e+03   +3.698e+02   -2.814e+02 
 0.625   0.650     1.002e+05  1.213e+02   +1.165e+04   -1.167e+04   +4.009e+02   -2.551e+02 
 0.650   0.675     8.126e+04  1.172e+02   +1.376e+04   -1.368e+04   +3.627e+02   -2.344e+02 
 0.675   0.700     6.434e+04  8.691e+01   +1.166e+04   -1.178e+04   +3.162e+02   -2.127e+02 
 0.700   0.725     4.959e+04  7.304e+01   +1.083e+04   -1.085e+04   +3.633e+02   -1.912e+02 
 0.725   0.750     3.634e+04  6.623e+01   +1.054e+04   -1.055e+04   +3.831e+02   -1.675e+02 
 0.750   0.775     2.623e+04  6.071e+01   +1.109e+04   -1.112e+04   +3.082e+02   -1.440e+02 
 0.775   0.800     1.796e+04  5.362e+01   +1.363e+04   -1.363e+04   +2.069e+02   -1.254e+02 
 0.800   0.825     1.145e+04  4.704e+01   +1.658e+04   -1.659e+04   +1.328e+02   -1.091e+02 
 0.825   0.850     6.736e+03  3.700e+01   +1.626e+04   -1.628e+04   +8.031e+01   -9.131e+01 
 0.850   0.875     3.027e+03  2.449e+01   +1.252e+04   -1.256e+04   +4.534e+01   -5.225e+01 
 0.875   0.900     6.464e+02  2.089e+01   +8.517e+03   -8.549e+03   +1.757e+01   -2.555e+01 
