player,coalition_without,v_without,v_with,delta_v,is_outlier
dbar,sbar|g|u|c,0.00428446,0.00844708,0.00416262,0
dbar,cbar|sbar|g|u|c,0.00591533,0.01002028,0.00410495,0
dbar,sbar|g|u|s|c,0.00506276,0.00907921,0.00401646,0
dbar,cbar|sbar|g|u|s|c,0.00700721,0.01096600,0.00395879,0
dbar,sbar|g|d|u|c,0.00471231,0.00851833,0.00380601,0
ubar,cbar|sbar|d|u|s|c,0.00587327,0.00965759,0.00378432,0
dbar,sbar|g|u,0.00319572,0.00697193,0.00377621,0
dbar,sbar|ubar|g|u|c,0.00631748,0.01007087,0.00375339,0
dbar,cbar|sbar|g|d|u|c,0.00657952,0.01032787,0.00374835,0
dbar,cbar|sbar|g|u,0.00418271,0.00790123,0.00371853,0
ubar,cbar|sbar|g|d|u|s|c,0.00793396,0.01164285,0.00370889,0
dbar,cbar|sbar|ubar|g|u|c,0.00867982,0.01237554,0.00369572,0
u,cbar|sbar|ubar|dbar|g|d|s|c,0.01114711,0.01483582,0.00368872,0
dbar,sbar|g|d|u|s|c,0.00575319,0.00941304,0.00365985,0
dbar,sbar|g|u|s,0.00371894,0.00734898,0.00363004,0
u,cbar|sbar|ubar|dbar|d|s|c,0.00809932,0.01171465,0.00361533,0
dbar,sbar|ubar|g|u|s|c,0.00759251,0.01119974,0.00360723,0
dbar,cbar|sbar|g|d|u|s|c,0.00793396,0.01153616,0.00360219,0
dbar,cbar|sbar|g|u|s,0.00501950,0.00859186,0.00357236,0
dbar,cbar|sbar|ubar|g|u|s|c,0.01026840,0.01381797,0.00354957,0
dbar,g|u|c,0.00322382,0.00673535,0.00351154,0
dbar,sbar|g|c,0.00279173,0.00629703,0.00350529,0
u,cbar|sbar|ubar|dbar|g|s|c,0.01031444,0.01381797,0.00350354,0
ubar,cbar|d|u|s|c,0.00454427,0.00803539,0.00349112,0
dbar,cbar|g|u|c,0.00462042,0.00807427,0.00345385,0
dbar,cbar|sbar|g|c,0.00394213,0.00738973,0.00344760,0
u,cbar|sbar|ubar|dbar|s|c,0.00718518,0.01061532,0.00343015,0
dbar,sbar|g|d|u,0.00347968,0.00689928,0.00341959,0
ubar,cbar|g|d|u|s|c,0.00646176,0.00987744,0.00341568,0
g,sbar|dbar|u|c,0.00503792,0.00844708,0.00340915,0
dbar,sbar|ubar|g|d|u|c,0.00719305,0.01058984,0.00339678,0
ubar,cbar|sbar|dbar|d|u|s|c,0.00833959,0.01171465,0.00337506,0
dbar,sbar|ubar|g|u,0.00478543,0.00815237,0.00336694,0
dbar,g|u|s|c,0.00386403,0.00722940,0.00336537,0
dbar,cbar|sbar|g|d|u,0.00470300,0.00806491,0.00336191,0
dbar,sbar|g|s|c,0.00323446,0.00659359,0.00335912,0
g,cbar|sbar|dbar|u|c,0.00666183,0.01002028,0.00335845,0
u,cbar|sbar|ubar|dbar|g|d|c,0.00977768,0.01313082,0.00335314,0
ubar,cbar|sbar|d|u|s,0.00383863,0.00717966,0.00334103,0
dbar,cbar|sbar|ubar|g|d|u|c,0.00979170,0.01313082,0.00333913,0
ubar,cbar|sbar|u|s|c,0.00486503,0.00820166,0.00333663,0
g,sbar|dbar|c,0.00296125,0.00629703,0.00333578,0
g,sbar|ubar|dbar|u|c,0.00673706,0.01007087,0.00333381,0
g,sbar|dbar|u|s|c,0.00575047,0.00907921,0.00332874,0
g,sbar|dbar|d|u|c,0.00519063,0.00851833,0.00332769,0
g,sbar|dbar|u,0.00365965,0.00697193,0.00331229,0
dbar,cbar|sbar|ubar|g|u,0.00650387,0.00981313,0.00330926,0
dbar,cbar|g|u|s|c,0.00557421,0.00888190,0.00330769,0
dbar,cbar|sbar|g|s|c,0.00469843,0.00799987,0.00330144,0
ubar,cbar|sbar|dbar|g|d|u|s|c,0.01153616,0.01483582,0.00329967,0
ubar,cbar|sbar|d|u|c,0.00443840,0.00772601,0.00328761,0
g,cbar|sbar|dbar|c,0.00410467,0.00738973,0.00328506,0
g,cbar|sbar|ubar|dbar|u|c,0.00909247,0.01237554,0.00328307,0
u,cbar|sbar|ubar|dbar|d|c,0.00664948,0.00992923,0.00327975,0
g,cbar|sbar|dbar|u|s|c,0.00768797,0.01096600,0.00327804,0
g,cbar|sbar|dbar|d|u|c,0.00705089,0.01032787,0.00327698,0
dbar,sbar|g|d|u|s,0.00426548,0.00753890,0.00327342,0
g,dbar|u|c,0.00346941,0.00673535,0.00326594,0
ubar,cbar|sbar|g|d|u|s,0.00580236,0.00906792,0.00326556,0
g,cbar|sbar|dbar|u,0.00463967,0.00790123,0.00326157,0
ubar,cbar|sbar|g|u|s|c,0.00700721,0.01026840,0.00326120,0
g,sbar|ubar|dbar|c,0.00412297,0.00738341,0.00326044,0
g,sbar|dbar|s|c,0.00333822,0.00659359,0.00325537,0
g,sbar|dbar|d|c,0.00292878,0.00618310,0.00325432,0
g,sbar|ubar|dbar|u|s|c,0.00794634,0.01119974,0.00325340,0
g,sbar|ubar|dbar|d|u|c,0.00733749,0.01058984,0.00325235,0
dbar,sbar|ubar|g|d|u|s|c,0.00873065,0.01198127,0.00325063,0
g,sbar|dbar|d|u|s|c,0.00616576,0.00941304,0.00324728,0
ubar,cbar|sbar|d|s|c,0.00345270,0.00669962,0.00324692,0
u,cbar|ubar|dbar|g|d|s|c,0.00917443,0.01241930,0.00324487,0
g,sbar|dbar,0.00215025,0.00538915,0.00323890,0
g,sbar|ubar|dbar|u,0.00491546,0.00815237,0.00323691,0
g,sbar|dbar|u|s,0.00411711,0.00734898,0.00323187,0
g,sbar|dbar|d|u,0.00366846,0.00689928,0.00323082,0
dbar,sbar|ubar|g|u|s,0.00580537,0.00902615,0.00322078,0
dbar,cbar|sbar|g|d|u|s,0.00580236,0.00901811,0.00321575,0
g,cbar|dbar|u|c,0.00485904,0.00807427,0.00321523,0
ubar,cbar|sbar|g|d|u|c,0.00657952,0.00979170,0.00321218,0
g,cbar|sbar|ubar|dbar|c,0.00599790,0.00920758,0.00320968,0
u,sbar|ubar|dbar|g|d|s|c,0.00877306,0.01198127,0.00320822,0
g,cbar|sbar|dbar|s|c,0.00479523,0.00799987,0.00320465,0
g,cbar|sbar|dbar|d|c,0.00430854,0.00751214,0.00320359,0
g,cbar|sbar|ubar|dbar|u|s|c,0.01061532,0.01381797,0.00320265,0
g,cbar|sbar|ubar|dbar|d|u|c,0.00992923,0.01313082,0.00320159,0
g,cbar|sbar|dbar|d|u|s|c,0.00833959,0.01153616,0.00319656,0
dbar,cbar|sbar|ubar|g|d|u|s|c,0.01164285,0.01483582,0.00319297,0
g,dbar|c,0.00183657,0.00502914,0.00319257,0
g,ubar|dbar|u|c,0.00487533,0.00806594,0.00319060,0
g,cbar|sbar|dbar,0.00264978,0.00583795,0.00318817,0
g,cbar|sbar|ubar|dbar|u,0.00662698,0.00981313,0.00318615,0
g,dbar|u|s|c,0.00404387,0.00722940,0.00318553,0
g,dbar|d|u|c,0.00358291,0.00676739,0.00318448,0
g,cbar|sbar|dbar|u|s,0.00541071,0.00859186,0.00318115,0
g,cbar|sbar|dbar|d|u,0.00488482,0.00806491,0.00318009,0
g,sbar|ubar|dbar|s|c,0.00499667,0.00817670,0.00318003,0
g,sbar|ubar|dbar|d|c,0.00453822,0.00771720,0.00317897,0
g,sbar|dbar|d|s|c,0.00356832,0.00674223,0.00317391,0
g,sbar|ubar|dbar|d|u|s|c,0.00880934,0.01198127,0.00317193,0
u,cbar|ubar|dbar|d|s|c,0.00626986,0.00944134,0.00317149,0
ubar,cbar|sbar|g|d|s|c,0.00544001,0.00861150,0.00317149,0
g,dbar|u,0.00239752,0.00556659,0.00316907,0
u,cbar|sbar|ubar|dbar|g|c,0.00920758,0.01237554,0.00316796,0
g,sbar|ubar|dbar,0.00286866,0.00603219,0.00316353,0
dbar,cbar|sbar|ubar|g|u|s,0.00783738,0.01100048,0.00316310,0
g,sbar|dbar|s,0.00227213,0.00543062,0.00315849,0
g,sbar|dbar|d,0.00197388,0.00513131,0.00315743,0
g,sbar|ubar|dbar|u|s,0.00586965,0.00902615,0.00315649,0
g,sbar|ubar|dbar|d|u,0.00537199,0.00852743,0.00315544,0
dbar,g|d|u|c,0.00361247,0.00676739,0.00315493,0
u,cbar|sbar|dbar|g|d|s|c,0.00838485,0.01153616,0.00315131,0
g,sbar|dbar|d|u|s,0.00438850,0.00753890,0.00315040,0
dbar,sbar|g|d|c,0.00303442,0.00618310,0.00314868,0
g,cbar|dbar|c,0.00274572,0.00588756,0.00314184,0
g,cbar|ubar|dbar|u|c,0.00699647,0.01013631,0.00313985,0
u,sbar|ubar|dbar|d|s|c,0.00567450,0.00880934,0.00313484,0
g,cbar|dbar|u|s|c,0.00574709,0.00888190,0.00313481,0
g,cbar|dbar|d|u|c,0.00520888,0.00834264,0.00313376,0
g,cbar|sbar|ubar|dbar|s|c,0.00718518,0.01031444,0.00312926,0
g,cbar|sbar|ubar|dbar|d|c,0.00664948,0.00977768,0.00312820,0
dbar,g|u,0.00244148,0.00556659,0.00312511,0
g,cbar|sbar|dbar|d|s|c,0.00526167,0.00838485,0.00312318,0
u,cbar|sbar|ubar|dbar|g|d|s,0.00875298,0.01187442,0.00312144,0
g,cbar|sbar|ubar|dbar|d|u|s|c,0.01171465,0.01483582,0.00312117,0
dbar,sbar|g,0.00227029,0.00538915,0.00311886,0
g,cbar|dbar|u,0.00314326,0.00626160,0.00311834,0
g,ubar|dbar|c,0.00270508,0.00582232,0.00311723,0
g,cbar|sbar|ubar|dbar,0.00409970,0.00721245,0.00311275,0
g,dbar|s|c,0.00207545,0.00518762,0.00311217,0
g,dbar|d|c,0.00176489,0.00487600,0.00311112,0
g,ubar|dbar|u|s|c,0.00594652,0.00905671,0.00311019,0
g,ubar|dbar|d|u|c,0.00543655,0.00854569,0.00310914,0
g,cbar|sbar|dbar|s,0.00308526,0.00619300,0.00310775,0
g,cbar|sbar|dbar|d,0.00270976,0.00581645,0.00310669,0
g,cbar|sbar|ubar|dbar|u|s,0.00789475,0.01100048,0.00310573,0
g,cbar|sbar|ubar|dbar|d|u,0.00731984,0.01042451,0.00310467,0
g,dbar|d|u|s|c,0.00441995,0.00752402,0.00310407,0
dbar,ubar|g|u|c,0.00496364,0.00806594,0.00310230,0
g,cbar|sbar|dbar|d|u|s,0.00591844,0.00901811,0.00309967,0
g,sbar|ubar|dbar|d|s|c,0.00567450,0.00877306,0.00309856,0
dbar,cbar|g|d|u|c,0.00524540,0.00834264,0.00309725,0
dbar,sbar|ubar|g|c,0.00428737,0.00738341,0.00309605,0
g,dbar,0.00133196,0.00442765,0.00309569,0
u,cbar|sbar|ubar|dbar|c,0.00599790,0.00909247,0.00309457,0
g,ubar|dbar|u,0.00336013,0.00645382,0.00309369,0
dbar,cbar|sbar|g|d|c,0.00442114,0.00751214,0.00309100,0
g,dbar|u|s,0.00271690,0.00580555,0.00308865,0
g,dbar|d|u,0.00236713,0.00545473,0.00308760,0
g,sbar|ubar|dbar|s,0.00348727,0.00657038,0.00308311,0
g,sbar|ubar|dbar|d,0.00314001,0.00622207,0.00308205,0
ubar,cbar|dbar|d|u|s|c,0.00635950,0.00944134,0.00308184,0
u,cbar|sbar|dbar|d|s|c,0.00526167,0.00833959,0.00307792,0
g,sbar|dbar|d|s,0.00235835,0.00543536,0.00307702,0
g,sbar|ubar|dbar|d|u|s,0.00658876,0.00966378,0.00307502,0
dbar,cbar|g|u,0.00319419,0.00626160,0.00306741,0
g,cbar|ubar|dbar|c,0.00434574,0.00741220,0.00306646,0
g,cbar|dbar|s|c,0.00329819,0.00635961,0.00306143,0
