100	160	0.001	0.011	0.005	0.005	
160	200	0.430	0.038	0.009	0.012
200	300	0.473	0.018	0.009	0.012
300	600	0.095	0.004	0.002	0.001
600    3000	0.001	1e-10	1e-10	1e-10
