25	35	0.040	0.007	0.001	0.002
35	50	0.0162	0.013	0.003	0.004
50	70	0.315	0.014	0.005	0.003
70	90	0.188	0.012	0.005	0.003
90	110	0.126	0.010	0.003	0.003
110	130	0.073	0.009	0.002	0.003
130	160	0.057	0.006	0.001	0.003
160	200	0.020	0.004	0.001	0.002
200	300	0.020	0.002	0.001	0.005
