coalition_labels,size,chi2,is_outlier
cbar|ubar|g|d|s,5,0.05897102,1
cbar|ubar|d|s,4,0.05745279,0
cbar|ubar|g|d|s|c,6,0.05661153,0
cbar|ubar|d|s|c,5,0.05503456,0
cbar|ubar|g|d|u|s,6,0.05240904,0
cbar|ubar|g|d|u|s|c,7,0.05230417,0
cbar|ubar|d|u|s,5,0.05074471,0
cbar|ubar|d|u|s|c,6,0.05058056,0
ubar|g|d|s,4,0.05019983,0
cbar|sbar|ubar|g|d|u|s|c,8,0.04901577,0
ubar|d|s,3,0.04871410,0
sbar|dbar|g|u|c,5,0.04852036,0
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.04828262,0
ubar|g|d|s|c,5,0.04781933,0
cbar|sbar|ubar|g|d|s,6,0.04762859,0
cbar|sbar|ubar|d|u|s|c,7,0.04754421,0
cbar|sbar|ubar|g|d|u|s,7,0.04746451,0
cbar|sbar|ubar|dbar|d|u|s|c,8,0.04704242,0
cbar|sbar|ubar|g|d|s|c,7,0.04692231,0
sbar|dbar|u|c,4,0.04684621,0
cbar|sbar|ubar|d|s,5,0.04636278,0
ubar|d|s|c,4,0.04627445,0
cbar|sbar|ubar|d|u|s,6,0.04605297,0
cbar|sbar|dbar|g|u|c,6,0.04569081,0
cbar|sbar|ubar|d|s|c,6,0.04559706,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.04440199,0
cbar|sbar|dbar|u|c,5,0.04398936,0
ubar|g|d|u|s,5,0.04393365,0
ubar|g|d|u|s|c,6,0.04380721,0
cbar|sbar|ubar|dbar|d|u|s,7,0.04322259,0
sbar|ubar|dbar|g|d|u|s|c,8,0.04283364,0
ubar|d|u|s,4,0.04230152,0
ubar|d|u|s|c,5,0.04211540,0
cbar|ubar|dbar|g|d|u|s|c,8,0.04206336,0
sbar|dbar|g|u,4,0.04186401,0
sbar|ubar|dbar|g|u|c,6,0.04173765,0
cbar|sbar|ubar|dbar|g|u|c,7,0.04169714,0
sbar|ubar|dbar|d|u|s|c,7,0.04162393,0
sbar|ubar|g|d|u|s|c,7,0.04145329,0
cbar|ubar|dbar|d|u|s|c,7,0.04057177,0
sbar|dbar|u,3,0.04025248,0
sbar|ubar|d|u|s|c,6,0.04001282,0
sbar|ubar|g|d|u|s,6,0.03992125,0
cbar|ubar|dbar|g|d|u|s,7,0.03984671,0
sbar|ubar|dbar|u|c,5,0.03981997,0
sbar|ubar|g|d|s,5,0.03978951,0
cbar|sbar|ubar|dbar|u|c,6,0.03975088,0
cbar|sbar|ubar|dbar|g|d|u|c,8,0.03966315,0
cbar|sbar|ubar|dbar|g|u|s|c,8,0.03962392,0
sbar|dbar|g|u|s|c,6,0.03916559,0
sbar|ubar|g|d|s|c,6,0.03906457,0
cbar|sbar|dbar|g|u,5,0.03901418,0
sbar|ubar|dbar|g|d|u|s,7,0.03897278,0
cbar|ubar|g|d,4,0.03885497,0
sbar|ubar|d|s,4,0.03855550,0
sbar|ubar|d|u|s,5,0.03854120,0
cbar|ubar|dbar|d|u|s,6,0.03841518,0
cbar|sbar|ubar|dbar|d|u|c,7,0.03811667,0
cbar|sbar|dbar|g|u|s|c,7,0.03805229,0
cbar|sbar|ubar|dbar|u|s|c,7,0.03798298,0
sbar|ubar|dbar|g|u|s|c,7,0.03794325,0
sbar|ubar|dbar|d|u|s,6,0.03782428,0
sbar|dbar|u|s|c,5,0.03779803,0
sbar|ubar|d|s|c,5,0.03777071,0
cbar|ubar|dbar|g|d|s,6,0.03763279,0
cbar|ubar|dbar|g|d|s|c,7,0.03759358,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.03741336,0
cbar|sbar|dbar|u,4,0.03737494,0
cbar|ubar|g|d|c,5,0.03710355,0
cbar|ubar|d,3,0.03702953,0
cbar|sbar|dbar|u|s|c,6,0.03665691,0
cbar|ubar|dbar|d|s,5,0.03634743,0
sbar|ubar|dbar|u|s|c,6,0.03633143,0
cbar|sbar|ubar|dbar|d|s|c,7,0.03631974,0
cbar|ubar|dbar|d|s|c,6,0.03624874,0
sbar|ubar|dbar|g|d|u|c,7,0.03593814,0
cbar|sbar|ubar|dbar|g|d|s,7,0.03579168,0
ubar|dbar|g|d|u|s|c,7,0.03568046,0
sbar|ubar|dbar|g|u,5,0.03546773,0
cbar|sbar|ubar|dbar|g|u,6,0.03540639,0
cbar|ubar|d|c,4,0.03521905,0
cbar|sbar|ubar|dbar|g|d|u,7,0.03517308,0
cbar|ubar|g|d|u|c,6,0.03505523,0
cbar|sbar|ubar|dbar|d|s,6,0.03475824,0
cbar|sbar|ubar|g|d|u|c,7,0.03463841,0
cbar|sbar|dbar|g|d|u|s|c,8,0.03463189,0
cbar|ubar|g|d|u,5,0.03455205,0
sbar|ubar|dbar|d|u|c,6,0.03442157,0
ubar|dbar|d|u|s|c,6,0.03422009,0
cbar|sbar|ubar|dbar|g|u|s,7,0.03394259,0
cbar|sbar|ubar|dbar|d|u,6,0.03368774,0
cbar|sbar|dbar|d|u|s|c,7,0.03363902,0
sbar|ubar|dbar|u,4,0.03361216,0
cbar|sbar|ubar|dbar|u,5,0.03352183,0
ubar|dbar|g|d|u|s,6,0.03348591,0
cbar|g|d|s,4,0.03346501,0
sbar|dbar|g|u|s,5,0.03311714,0
cbar|ubar|d|u|c,5,0.03302470,0
cbar|sbar|ubar|d|u|c,6,0.03286077,0
cbar|ubar|d|u,4,0.03258113,0
cbar|sbar|ubar|g|d|u,6,0.03247754,0
cbar|sbar|ubar|dbar|u|s,6,0.03236302,0
sbar|ubar|dbar|g|u|s,6,0.03228129,0
cbar|d|s,3,0.03219743,0
ubar|dbar|d|u|s,5,0.03208600,0
cbar|sbar|dbar|g|u|s,6,0.03198502,0
sbar|dbar|g|d|u|s|c,7,0.03198192,0
ubar|g|d,3,0.03181599,0
sbar|dbar|u|s,4,0.03181188,0
sbar|ubar|dbar|g|d|s|c,7,0.03166707,0
cbar|sbar|dbar|g|d|u|c,7,0.03157623,0
cbar|g|d|s|c,5,0.03149037,0
sbar|ubar|dbar|g|d|u,6,0.03146928,0
sbar|dbar|d|u|s|c,6,0.03101816,0
ubar|dbar|g|d|s,5,0.03097415,0
ubar|dbar|g|d|s|c,6,0.03091338,0
cbar|sbar|ubar|d|u,5,0.03076024,0
sbar|ubar|dbar|u|s,5,0.03073125,0
cbar|sbar|dbar|u|s,5,0.03065153,0
sbar|dbar|g|d|u|c,6,0.03064504,0
sbar|ubar|dbar|d|s|c,6,0.03060426,0
cbar|ubar|dbar|g|d|u|c,7,0.03056995,0
cbar|sbar|ubar|g|d,5,0.03038012,0
cbar|sbar|dbar|g|d|u|s,7,0.03036115,0
cbar|sbar|ubar|g|d|c,6,0.03028350,0
cbar|sbar|dbar|d|u|c,6,0.03027617,0
cbar|d|s|c,4,0.03016355,0
sbar|ubar|dbar|g|d|s,6,0.03006461,0
ubar|g|d|c,4,0.03004217,0
ubar|d,2,0.03002248,0
sbar|ubar|dbar|d|u,5,0.03001425,0
ubar|dbar|d|s,4,0.02972072,0
ubar|dbar|d|s|c,5,0.02960007,0
cbar|sbar|dbar|d|u|s,6,0.02942961,0
sbar|dbar|d|u|c,5,0.02937354,0
sbar|ubar|dbar|d|s,5,0.02906239,0
cbar|g|d|u|s|c,6,0.02883730,0
cbar|sbar|ubar|d,4,0.02880795,0
sbar|ubar|g|d|u|c,6,0.02880405,0
cbar|ubar|dbar|d|u|c,6,0.02877131,0
cbar|sbar|ubar|d|c,5,0.02865156,0
cbar|g|d|u|s,5,0.02855801,0
cbar|sbar|g|d|u|s|c,7,0.02853603,0
ubar|g|d|u|c,5,0.02828802,0
ubar|d|c,3,0.02818920,0
dbar|g|u|c,4,0.02795114,0
ubar|g|d|u,4,0.02780779,0
cbar|ubar|dbar|g|d|u,6,0.02774540,0
sbar|dbar|g|d|u|s,6,0.02773039,0
g|d|s,3,0.02749086,0
cbar|d|u|s|c,5,0.02736317,0
cbar|sbar|d|u|s|c,6,0.02731280,0
cbar|d|u|s,4,0.02714367,0
sbar|ubar|d|u|c,5,0.02705695,0
sbar|dbar|d|u|s,5,0.02682837,0
cbar|sbar|dbar|g|d|u,6,0.02669610,0
sbar|ubar|g|d|u,5,0.02666385,0
cbar|sbar|g|d|u|s,6,0.02659403,0
cbar|sbar|ubar|dbar|g|d|c,7,0.02653591,0
cbar|sbar|ubar|g|u|s|c,7,0.02634073,0
ubar|d|u|c,4,0.02628874,0
d|s,2,0.02625439,0
sbar|dbar|g|c,4,0.02620478,0
cbar|dbar|g|u|c,5,0.02605411,0
dbar|u|c,3,0.02602702,0
cbar|ubar|dbar|d|u,5,0.02600715,0
ubar|dbar|g|d|u|c,6,0.02591262,0
ubar|d|u,3,0.02586852,0
cbar|ubar|dbar|g|u|s|c,7,0.02584150,0
sbar|dbar|g|d|u,5,0.02578556,0
g|d|s|c,4,0.02549576,0
cbar|sbar|dbar|d|u,5,0.02545770,0
cbar|sbar|d|u|s,5,0.02543133,0
cbar|dbar|g|d|u|s|c,7,0.02542634,0
cbar|sbar|ubar|dbar|d|c,6,0.02513546,0
cbar|sbar|g|d|s,5,0.02510329,0
cbar|ubar|dbar|g|u|c,6,0.02504441,0
sbar|ubar|d|u,4,0.02497749,0
cbar|sbar|g|d|s|c,6,0.02478847,0
sbar|dbar|c,3,0.02467771,0
sbar|dbar|d|u,4,0.02457613,0
cbar|sbar|ubar|u|s|c,6,0.02446910,0
cbar|sbar|ubar|dbar|g|d,6,0.02430475,0
sbar|ubar|g|d,4,0.02427170,0
d|s|c,3,0.02419965,0
cbar|dbar|d|u|s|c,6,0.02418330,0
sbar|ubar|g|d|c,5,0.02415496,0
ubar|dbar|g|u|c,5,0.02415261,0
ubar|dbar|d|u|c,5,0.02414461,0
cbar|dbar|u|c,4,0.02410198,0
cbar|sbar|d|s,4,0.02408701,0
cbar|ubar|dbar|u|s|c,6,0.02394949,0
cbar|ubar|dbar|g|d|c,6,0.02384459,0
sbar|g|d|u|s|c,6,0.02377201,0
cbar|sbar|d|s|c,5,0.02371223,0
cbar|sbar|dbar|g|c,5,0.02367180,0
cbar|ubar|dbar|g|d,5,0.02327588,0
ubar|dbar|g|u|s|c,6,0.02322687,0
g|d|u|s|c,5,0.02313852,0
ubar|dbar|g|d|u,5,0.02311154,0
cbar|sbar|ubar|g|u|s,6,0.02298782,0
dbar|g|u,3,0.02297477,0
cbar|sbar|ubar|dbar|d,5,0.02296481,0
g|d|u|s,4,0.02288022,0
cbar|ubar|dbar|u|c,5,0.02284630,0
cbar|dbar|g|d|u|s,6,0.02282612,0
sbar|ubar|d,3,0.02273076,0
cbar|sbar|ubar|g|u|c,6,0.02265841,0
sbar|d|u|s|c,5,0.02257848,0
sbar|ubar|d|c,4,0.02255385,0
sbar|ubar|g|u|s|c,6,0.02254615,0
sbar|ubar|dbar|g|d|c,6,0.02251481,0
cbar|ubar|dbar|d|c,5,0.02219214,0
cbar|sbar|dbar|c,4,0.02211713,0
cbar|sbar|dbar|g|d|s|c,7,0.02210632,0
cbar|ubar|g|u|s|c,6,0.02206838,0
ubar|dbar|u|c,4,0.02198379,0
sbar|g|d|u|s,5,0.02184866,0
dbar|g|d|u|s|c,6,0.02184219,0
cbar|ubar|dbar|g|u|s,6,0.02183009,0
sbar|dbar|g,3,0.02180580,0
d|u|s|c,4,0.02169481,0
cbar|ubar|dbar|d,4,0.02168323,0
cbar|dbar|d|u|s,5,0.02164367,0
cbar|sbar|ubar|dbar|g|s|c,7,0.02151759,0
d|u|s,3,0.02149670,0
dbar|g|u|s|c,5,0.02146489,0
ubar|dbar|d|u,4,0.02140433,0
ubar|dbar|u|s|c,5,0.02136470,0
cbar|sbar|ubar|dbar|g|c,6,0.02133405,0
cbar|dbar|g|u|s|c,6,0.02128578,0
cbar|sbar|dbar|d|s|c,6,0.02126077,0
cbar|sbar|ubar|u|s,5,0.02117675,0
sbar|ubar|dbar|d|c,5,0.02114458,0
dbar|u,2,0.02111251,0
sbar|ubar|dbar|g|c,5,0.02107851,0
cbar|dbar|g|u,4,0.02105520,0
sbar|d|u|s,4,0.02071608,0
sbar|ubar|u|s|c,5,0.02070424,0
dbar|d|u|s|c,5,0.02062899,0
sbar|ubar|g|u|c,5,0.02058926,0
sbar|g|u|c,4,0.02054916,0
cbar|sbar|ubar|u|c,5,0.02048161,0
cbar|ubar|dbar|g|u,5,0.02042511,0
