group	dataset	id	replica 9
ALL	NMC_NC_NOTFIXED_EM-F2	45	0.9764116798908172
ALL	NMC_NC_NOTFIXED_EM-F2	59	0.9991729080474605
ALL	NMC_NC_NOTFIXED_EM-F2	60	0.9877539632654915
ALL	NMC_NC_NOTFIXED_EM-F2	72	0.9897456310243095
ALL	NMC_NC_NOTFIXED_EM-F2	73	0.9537165656710457
ALL	NMC_NC_NOTFIXED_EM-F2	74	0.9762338391674181
ALL	NMC_NC_NOTFIXED_EM-F2	75	0.9642600536622975
ALL	NMC_NC_NOTFIXED_EM-F2	86	0.9744539627827087
ALL	NMC_NC_NOTFIXED_EM-F2	87	0.9856807680230142
ALL	NMC_NC_NOTFIXED_EM-F2	88	0.982031431049034
ALL	NMC_NC_NOTFIXED_EM-F2	89	0.9427264615799623
ALL	NMC_NC_NOTFIXED_EM-F2	91	0.922832607506861
ALL	NMC_NC_NOTFIXED_EM-F2	102	0.9483872307142388
ALL	NMC_NC_NOTFIXED_EM-F2	103	0.9784609777735295
ALL	NMC_NC_NOTFIXED_EM-F2	107	0.9475718728401235
ALL	NMC_NC_NOTFIXED_EM-F2	117	0.9416330870900185
ALL	NMC_NC_NOTFIXED_EM-F2	118	0.9297439198246765
ALL	NMC_NC_NOTFIXED_EM-F2	119	0.9333323530430224
ALL	NMC_NC_NOTFIXED_EM-F2	120	0.9223094548000383
ALL	NMC_NC_NOTFIXED_EM-F2	121	0.9226933713249037
ALL	NMC_NC_NOTFIXED_EM-F2	123	0.9552669821828019
ALL	NMC_NC_NOTFIXED_EM-F2	131	0.9592377697895336
ALL	NMC_NC_NOTFIXED_EM-F2	132	0.946027858538197
ALL	NMC_NC_NOTFIXED_EM-F2	133	0.9284206278844955
ALL	NMC_NC_NOTFIXED_EM-F2	134	0.9411893319474862
ALL	NMC_NC_NOTFIXED_EM-F2	135	0.934371413904472
ALL	NMC_NC_NOTFIXED_EM-F2	136	0.945292579722964
ALL	NMC_NC_NOTFIXED_EM-F2	137	0.9311709487174985
ALL	NMC_NC_NOTFIXED_EM-F2	146	0.9315916431029947
ALL	NMC_NC_NOTFIXED_EM-F2	147	0.9412937023228787
ALL	NMC_NC_NOTFIXED_EM-F2	148	0.9388895783470407
ALL	NMC_NC_NOTFIXED_EM-F2	150	0.9154712760896787
ALL	NMC_NC_NOTFIXED_EM-F2	151	0.9260504325250368
ALL	NMC_NC_NOTFIXED_EM-F2	152	0.9056082667229387
ALL	NMC_NC_NOTFIXED_EM-F2	153	0.909464077698083
ALL	NMC_NC_NOTFIXED_EM-F2	155	0.885212535622746
ALL	NMC_NC_NOTFIXED_EM-F2	161	0.9385444555801974
ALL	NMC_NC_NOTFIXED_EM-F2	162	0.9284470759843932
ALL	NMC_NC_NOTFIXED_EM-F2	163	0.9269615346112104
ALL	NMC_NC_NOTFIXED_EM-F2	164	0.9213900622747572
ALL	NMC_NC_NOTFIXED_EM-F2	165	0.89782419024846
ALL	NMC_NC_NOTFIXED_EM-F2	167	0.890537638962887
ALL	NMC_NC_NOTFIXED_EM-F2	168	0.908039170194997
ALL	NMC_NC_NOTFIXED_EM-F2	169	0.8941626542832827
ALL	NMC_NC_NOTFIXED_EM-F2	170	0.8353028387508016
ALL	NMC_NC_NOTFIXED_EM-F2	175	0.8759290401366336
ALL	NMC_NC_NOTFIXED_EM-F2	176	0.9326708435821394
ALL	NMC_NC_NOTFIXED_EM-F2	177	0.9033331421064446
ALL	NMC_NC_NOTFIXED_EM-F2	178	0.8752470339632323
ALL	NMC_NC_NOTFIXED_EM-F2	180	0.8690895808023584
ALL	NMC_NC_NOTFIXED_EM-F2	181	0.8570051583468618
ALL	NMC_NC_NOTFIXED_EM-F2	182	0.8692849454257958
ALL	NMC_NC_NOTFIXED_EM-F2	183	0.8320265089813649
ALL	NMC_NC_NOTFIXED_EM-F2	185	0.9163695322201758
ALL	NMC_NC_NOTFIXED_EM-F2	189	0.8498128623430297
ALL	NMC_NC_NOTFIXED_EM-F2	192	0.8398572466650461
ALL	NMC_NC_NOTFIXED_EM-F2	193	0.8391245960123163
ALL	NMC_NC_NOTFIXED_EM-F2	194	0.8616193183481154
ALL	NMC_NC_NOTFIXED_EM-F2	195	0.846217805258044
ALL	NMC_NC_NOTFIXED_EM-F2	196	0.8335842348691752
ALL	NMC_NC_NOTFIXED_EM-F2	197	0.857611821090583
ALL	NMC_NC_NOTFIXED_EM-F2	198	0.8372299433431918
ALL	NMC_NC_NOTFIXED_EM-F2	199	0.8503916375024494
