player,coalition_without,v_without,v_with,delta_v,is_outlier
dbar,sbar|g|u|c,0.00606743,0.01554863,0.00948121,0
dbar,sbar|u|c,0.00490864,0.01397948,0.00907085,0
dbar,cbar|sbar|g|u|c,0.00783206,0.01680549,0.00897344,0
dbar,sbar|g|u,0.00414191,0.01278099,0.00863908,0
dbar,cbar|sbar|u|c,0.00669208,0.01525502,0.00856294,0
dbar,sbar|ubar|g|u|c,0.00900070,0.01740237,0.00840167,0
dbar,sbar|u,0.00305694,0.01128557,0.00822863,0
dbar,cbar|sbar|g|u,0.00536065,0.01349187,0.00813122,0
dbar,sbar|ubar|u|c,0.00760259,0.01559385,0.00799125,0
dbar,cbar|sbar|ubar|g|u|c,0.01191216,0.01980605,0.00789389,0
dbar,cbar|sbar|u,0.00429454,0.01201517,0.00772063,0
dbar,sbar|ubar|g|u,0.00672168,0.01428108,0.00755940,0
dbar,sbar|g|c,0.00238203,0.00988890,0.00750687,0
dbar,cbar|sbar|ubar|u|c,0.01053301,0.01801635,0.00748334,0
dbar,sbar|g|u|s|c,0.00665393,0.01401894,0.00736501,0
dbar,sbar|ubar|u,0.00539750,0.01254639,0.00714889,0
u,cbar|sbar|ubar|dbar|g|s|c,0.01277625,0.01987900,0.00710275,0
dbar,sbar|c,0.00147049,0.00856701,0.00709653,0
dbar,cbar|sbar|ubar|g|u,0.00908718,0.01613870,0.00705153,0
dbar,cbar|sbar|g|c,0.00360114,0.01060016,0.00699902,0
dbar,sbar|u|s|c,0.00558810,0.01254271,0.00695461,0
u,cbar|sbar|ubar|dbar|g|d|s|c,0.01411464,0.02103818,0.00692354,0
dbar,cbar|sbar|g|u|s|c,0.00900138,0.01585827,0.00685689,0
u,cbar|sbar|ubar|dbar|s|c,0.01132678,0.01818222,0.00685545,0
u,cbar|sbar|ubar|dbar|g|c,0.01300560,0.01980605,0.00680045,0
dbar,g|u|c,0.00373520,0.01051915,0.00678395,0
u,cbar|sbar|ubar|dbar|d|s|c,0.01279376,0.01947001,0.00667625,0
dbar,sbar|g,0.00147764,0.00814225,0.00666461,0
dbar,cbar|sbar|ubar|u,0.00778201,0.01442289,0.00664088,0
u,cbar|sbar|ubar|dbar|g|d|c,0.01201571,0.01863695,0.00662124,0
dbar,cbar|sbar|c,0.00270849,0.00929703,0.00658854,0
u,sbar|ubar|dbar|g|s|c,0.01033572,0.01689285,0.00655713,0
u,cbar|sbar|ubar|dbar|c,0.01146320,0.01801635,0.00655314,0
dbar,sbar|g|u|s,0.00459155,0.01111437,0.00652282,0
u,cbar|sbar|dbar|g|s|c,0.00935063,0.01585827,0.00650764,0
dbar,cbar|sbar|u|s|c,0.00795437,0.01440073,0.00644636,0
dbar,sbar|ubar|g|c,0.00472023,0.01114757,0.00642734,0
ubar,cbar|sbar|g|d|u|s|c,0.01241206,0.01881851,0.00640645,0
u,sbar|ubar|dbar|g|d|s|c,0.01098305,0.01736095,0.00637790,0
u,cbar|sbar|ubar|dbar|d|c,0.01060189,0.01697584,0.00637395,0
dbar,u|c,0.00263808,0.00901165,0.00637358,0
u,cbar|sbar|dbar|g|d|s|c,0.00938290,0.01571134,0.00632844,0
u,sbar|ubar|dbar|s|c,0.00886733,0.01517724,0.00630991,0
dbar,sbar|ubar|g|u|s|c,0.01060735,0.01689285,0.00628550,0
dbar,cbar|g|u|c,0.00537597,0.01165210,0.00627613,0
u,cbar|sbar|dbar|s|c,0.00814043,0.01440073,0.00626030,0
u,sbar|ubar|dbar|g|c,0.01114757,0.01740237,0.00625480,0
dbar,sbar,0.00063996,0.00689413,0.00625417,0
d,cbar|ubar|s,0.00564598,0.01189499,0.00624901,0
u,cbar|sbar|dbar|g|c,0.01060016,0.01680549,0.00620534,0
d,cbar|ubar|s|c,0.00700974,0.01319475,0.00618501,0
ubar,cbar|sbar|d|u|s|c,0.01149371,0.01766099,0.00616728,0
ubar,cbar|g|d|u|s|c,0.01169789,0.01786472,0.00616684,0
dbar,cbar|sbar|g,0.00215096,0.00830761,0.00615665,0
u,sbar|ubar|dbar|d|s|c,0.00964326,0.01577395,0.00613069,0
d,cbar|ubar|g|s,0.00654917,0.01266951,0.00612034,0
dbar,sbar|u|s,0.00359954,0.00971187,0.00611232,0
u,cbar|sbar|ubar|dbar|g|s,0.00999316,0.01607474,0.00608158,0
u,cbar|sbar|dbar|d|s|c,0.00830129,0.01438240,0.00608110,0
u,sbar|ubar|dbar|g|d|c,0.00946685,0.01554243,0.00607557,0
d,cbar|ubar|u|s,0.00837791,0.01444775,0.00606983,0
d,cbar|ubar|g|s|c,0.00798696,0.01404332,0.00605635,0
ubar,cbar|sbar|g|d|u|s,0.00986790,0.01592078,0.00605287,0
u,cbar|sbar|dbar|g|d|c,0.00830419,0.01433033,0.00602614,0
dbar,sbar|ubar|c,0.00356933,0.00958627,0.00601694,0
dbar,cbar|sbar|g|u|s,0.00639314,0.01240774,0.00601461,0
u,sbar|ubar|dbar|c,0.00958627,0.01559385,0.00600758,0
d,cbar|ubar|u|s|c,0.01076303,0.01676887,0.00600585,0
u,cbar|ubar|dbar|g|s|c,0.00909255,0.01506751,0.00597496,0
u,sbar|dbar|g|s|c,0.00805687,0.01401894,0.00596207,0
u,cbar|sbar|dbar|c,0.00929703,0.01525502,0.00595799,0
dbar,g|u,0.00231249,0.00825446,0.00594197,0
d,cbar|ubar|g|u|s,0.00952844,0.01546960,0.00594115,0
ubar,cbar|d|u|s|c,0.01084121,0.01676887,0.00592766,0
dbar,sbar|g|d|u|c,0.00645915,0.01238255,0.00592340,0
dbar,cbar|sbar|ubar|g|c,0.00708612,0.01300560,0.00591948,0
u,cbar|sbar|ubar|dbar|g|d|s,0.01139552,0.01729788,0.00590236,0
d,cbar|ubar|g|u|s|c,0.01198754,0.01786472,0.00587718,0
dbar,sbar|ubar|u|s|c,0.00930219,0.01517724,0.00587505,0
