player,coalition_without,v_without,v_with,delta_v,is_outlier
u,cbar|sbar|ubar|dbar|d|s|c,0.00499575,0.00776189,0.00276614,0
g,cbar|sbar|ubar|dbar|d|u|s|c,0.00776189,0.00508674,-0.00267515,0
ubar,cbar|sbar|dbar|d|u|s|c,0.00511712,0.00776189,0.00264477,0
cbar,sbar|ubar|dbar|d|u|s|c,0.00515590,0.00776189,0.00260599,0
c,cbar|sbar|ubar|dbar|d|u|s,0.00515823,0.00776189,0.00260367,0
u,cbar|sbar|ubar|d|s|c,0.00433371,0.00693536,0.00260165,0
u,cbar|sbar|ubar|dbar|s|c,0.00433185,0.00693175,0.00259990,0
u,cbar|sbar|ubar|dbar|d|c,0.00424263,0.00680983,0.00256720,0
u,cbar|ubar|dbar|d|s|c,0.00422729,0.00678645,0.00255916,0
g,cbar|sbar|ubar|d|u|s|c,0.00693536,0.00441789,-0.00251746,0
g,cbar|sbar|ubar|dbar|u|s|c,0.00693175,0.00442671,-0.00250504,0
ubar,cbar|sbar|dbar|u|s|c,0.00444631,0.00693175,0.00248544,0
ubar,cbar|sbar|d|u|s|c,0.00445018,0.00693536,0.00248517,0
g,cbar|sbar|ubar|dbar|d|u|c,0.00680983,0.00434071,-0.00246912,0
g,cbar|ubar|dbar|d|u|s|c,0.00678645,0.00432542,-0.00246103,0
cbar,sbar|ubar|d|u|s|c,0.00447904,0.00693536,0.00245632,0
cbar,sbar|ubar|dbar|u|s|c,0.00447828,0.00693175,0.00245348,0
c,cbar|sbar|ubar|d|u|s,0.00448212,0.00693536,0.00245324,0
ubar,cbar|sbar|dbar|d|u|c,0.00435666,0.00680983,0.00245317,0
c,cbar|sbar|ubar|dbar|u|s,0.00448049,0.00693175,0.00245127,0
ubar,cbar|dbar|d|u|s|c,0.00434163,0.00678645,0.00244482,0
u,cbar|sbar|ubar|s|c,0.00371477,0.00615018,0.00243541,0
cbar,sbar|ubar|dbar|d|u|c,0.00438373,0.00680983,0.00242611,0
c,cbar|sbar|ubar|dbar|d|u,0.00438591,0.00680983,0.00242392,0
cbar,ubar|dbar|d|u|s|c,0.00436621,0.00678645,0.00242024,0
c,cbar|ubar|dbar|d|u|s,0.00436850,0.00678645,0.00241794,0
u,cbar|sbar|ubar|d|c,0.00363413,0.00603684,0.00240271,0
u,cbar|sbar|ubar|dbar|c,0.00363324,0.00603420,0.00240096,0
