coalition_labels,size,chi2,is_outlier
cbar|sbar|ubar|dbar|d|u|s|c,8,0.00776189,1
cbar|sbar|ubar|d|u|s|c,7,0.00693536,1
cbar|sbar|ubar|dbar|u|s|c,7,0.00693175,1
cbar|sbar|ubar|dbar|d|u|c,7,0.00680983,1
cbar|ubar|dbar|d|u|s|c,7,0.00678645,1
cbar|sbar|ubar|u|s|c,6,0.00615018,1
cbar|sbar|ubar|d|u|c,6,0.00603684,0
cbar|sbar|ubar|dbar|u|c,6,0.00603420,0
cbar|ubar|d|u|s|c,6,0.00601760,0
cbar|ubar|dbar|u|s|c,6,0.00601283,0
cbar|ubar|dbar|d|u|c,6,0.00590368,0
cbar|sbar|ubar|u|c,5,0.00530617,0
cbar|ubar|u|s|c,5,0.00528894,0
cbar|ubar|d|u|c,5,0.00518837,0
cbar|ubar|dbar|u|c,5,0.00518457,0
cbar|sbar|ubar|dbar|d|u|s,7,0.00515823,0
sbar|ubar|dbar|d|u|s|c,7,0.00515590,0
cbar|sbar|dbar|d|u|s|c,7,0.00511712,0
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.00508674,0
cbar|sbar|ubar|dbar|d|s|c,7,0.00499575,0
cbar|ubar|u|c,4,0.00451422,0
cbar|sbar|ubar|d|u|s,6,0.00448212,0
cbar|sbar|ubar|dbar|u|s,6,0.00448049,0
sbar|ubar|d|u|s|c,6,0.00447904,0
sbar|ubar|dbar|u|s|c,6,0.00447828,0
cbar|sbar|d|u|s|c,6,0.00445018,0
cbar|sbar|dbar|u|s|c,6,0.00444631,0
cbar|sbar|ubar|dbar|g|u|s|c,8,0.00442671,0
cbar|sbar|ubar|g|d|u|s|c,8,0.00441789,0
cbar|sbar|ubar|dbar|d|u,6,0.00438591,0
sbar|ubar|dbar|d|u|c,6,0.00438373,0
cbar|ubar|dbar|d|u|s,6,0.00436850,0
ubar|dbar|d|u|s|c,6,0.00436621,0
cbar|sbar|dbar|d|u|c,6,0.00435666,0
cbar|dbar|d|u|s|c,6,0.00434163,0
cbar|sbar|ubar|dbar|g|d|u|c,8,0.00434071,0
cbar|sbar|ubar|d|s|c,6,0.00433371,0
cbar|sbar|ubar|dbar|s|c,6,0.00433185,0
cbar|ubar|dbar|g|d|u|s|c,8,0.00432542,0
cbar|sbar|ubar|dbar|d|c,6,0.00424263,0
cbar|ubar|dbar|d|s|c,6,0.00422729,0
cbar|sbar|ubar|u|s,5,0.00384934,0
sbar|ubar|u|s|c,5,0.00384638,0
cbar|sbar|u|s|c,5,0.00382434,0
cbar|sbar|ubar|g|u|s|c,7,0.00380282,0
cbar|sbar|ubar|d|u,5,0.00376335,0
cbar|sbar|ubar|dbar|u,5,0.00376269,0
sbar|ubar|dbar|u|c,5,0.00376061,0
sbar|ubar|d|u|c,5,0.00376041,0
cbar|ubar|d|u|s,5,0.00375008,0
cbar|ubar|dbar|u|s,5,0.00374728,0
ubar|d|u|s|c,5,0.00374703,0
ubar|dbar|u|s|c,5,0.00374510,0
cbar|sbar|d|u|c,5,0.00374326,0
cbar|sbar|dbar|u|c,5,0.00374036,0
cbar|sbar|ubar|dbar|g|u|c,7,0.00373519,0
cbar|d|u|s|c,5,0.00373237,0
cbar|dbar|u|s|c,5,0.00372734,0
cbar|sbar|ubar|g|d|u|c,7,0.00372541,0
cbar|ubar|dbar|g|u|s|c,7,0.00372191,0
cbar|sbar|ubar|s|c,5,0.00371477,0
cbar|ubar|g|d|u|s|c,7,0.00371426,0
cbar|ubar|dbar|d|u,5,0.00366548,0
ubar|dbar|d|u|c,5,0.00366333,0
cbar|dbar|d|u|c,5,0.00365046,0
cbar|ubar|dbar|g|d|u|c,7,0.00364869,0
cbar|sbar|ubar|d|c,5,0.00363413,0
cbar|sbar|ubar|dbar|c,5,0.00363324,0
cbar|ubar|d|s|c,5,0.00362293,0
cbar|ubar|dbar|s|c,5,0.00361992,0
cbar|ubar|dbar|d|c,5,0.00354346,0
cbar|sbar|ubar|u,4,0.00318508,0
sbar|ubar|u|c,4,0.00318226,0
cbar|ubar|u|s,4,0.00317382,0
cbar|sbar|u|c,4,0.00317192,0
ubar|u|s|c,4,0.00317089,0
cbar|sbar|ubar|g|u|c,6,0.00316485,0
cbar|u|s|c,4,0.00316305,0
cbar|ubar|g|u|s|c,6,0.00315571,0
sbar|ubar|dbar|d|u|s,6,0.00313943,0
cbar|ubar|d|u,4,0.00310060,0
cbar|ubar|dbar|g|u|c,6,0.00309969,0
cbar|ubar|dbar|u,4,0.00309878,0
ubar|d|u|c,4,0.00309770,0
ubar|dbar|u|c,4,0.00309673,0
cbar|d|u|c,4,0.00309475,0
cbar|ubar|g|d|u|c,6,0.00309107,0
cbar|dbar|u|c,4,0.00309068,0
cbar|sbar|ubar|c,4,0.00306970,0
cbar|ubar|s|c,4,0.00306052,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.00304362,0
sbar|ubar|dbar|g|d|u|s|c,8,0.00304178,0
cbar|sbar|dbar|d|u|s,6,0.00303966,0
sbar|dbar|d|u|s|c,6,0.00303800,0
cbar|sbar|dbar|g|d|u|s|c,8,0.00302639,0
cbar|ubar|d|c,4,0.00299265,0
cbar|ubar|dbar|c,4,0.00299060,0
cbar|sbar|ubar|dbar|d|s,6,0.00294404,0
sbar|ubar|dbar|d|s|c,6,0.00294201,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.00294118,0
cbar|sbar|dbar|d|s|c,6,0.00292956,0
sbar|ubar|dbar|u|s,5,0.00261421,0
sbar|ubar|d|u|s,5,0.00261300,0
cbar|ubar|g|u|c,5,0.00258703,0
cbar|u|c,3,0.00257993,0
cbar|ubar|u,3,0.00257886,0
ubar|u|c,3,0.00257607,0
sbar|ubar|dbar|d|u,5,0.00254701,0
cbar|sbar|ubar|dbar|g|u|s,7,0.00253599,0
ubar|dbar|d|u|s,5,0.00253546,0
sbar|ubar|dbar|g|u|s|c,7,0.00253426,0
cbar|sbar|dbar|g|u|s|c,7,0.00252569,0
cbar|sbar|ubar|g|d|u|s,7,0.00252520,0
cbar|sbar|d|u|s,5,0.00252315,0
sbar|ubar|g|d|u|s|c,7,0.00252261,0
cbar|sbar|dbar|u|s,5,0.00252126,0
sbar|d|u|s|c,5,0.00252074,0
sbar|dbar|u|s|c,5,0.00251971,0
cbar|sbar|g|d|u|s|c,7,0.00251714,0
cbar|ubar|c,3,0.00248474,0
cbar|sbar|ubar|dbar|g|d|u,7,0.00247734,0
sbar|ubar|dbar|g|d|u|c,7,0.00247564,0
cbar|sbar|dbar|g|d|u|c,7,0.00247195,0
cbar|ubar|dbar|g|d|u|s,7,0.00246803,0
ubar|dbar|g|d|u|s|c,7,0.00246621,0
cbar|dbar|g|d|u|s|c,7,0.00246502,0
cbar|sbar|dbar|d|u,5,0.00245895,0
sbar|dbar|d|u|c,5,0.00245742,0
cbar|dbar|d|u|s,5,0.00244989,0
dbar|d|u|s|c,5,0.00244826,0
cbar|sbar|ubar|dbar|g|s|c,7,0.00244739,0
cbar|sbar|ubar|g|d|s|c,7,0.00243682,0
cbar|sbar|ubar|dbar|s,5,0.00243254,0
cbar|sbar|ubar|d|s,5,0.00243242,0
sbar|ubar|dbar|s|c,5,0.00243063,0
sbar|ubar|d|s|c,5,0.00242964,0
cbar|sbar|d|s|c,5,0.00242712,0
cbar|sbar|dbar|s|c,5,0.00242500,0
cbar|sbar|ubar|dbar|g|d|c,7,0.00239409,0
cbar|ubar|dbar|g|d|s|c,7,0.00238685,0
cbar|sbar|ubar|dbar|d,5,0.00237067,0
sbar|ubar|dbar|d|c,5,0.00236877,0
cbar|sbar|dbar|d|c,5,0.00236804,0
cbar|ubar|dbar|d|s,5,0.00236130,0
cbar|dbar|d|s|c,5,0.00236106,0
ubar|dbar|d|s|c,5,0.00235930,0
sbar|ubar|u|s,4,0.00213274,0
sbar|ubar|dbar|u,4,0.00207630,0
sbar|ubar|d|u,4,0.00207412,0
ubar|dbar|u|s,4,0.00206676,0
ubar|d|u|s,4,0.00206672,0
cbar|sbar|ubar|g|u|s,6,0.00206253,0
cbar|sbar|g|u|s|c,6,0.00206140,0
sbar|ubar|g|u|s|c,6,0.00206006,0
cbar|sbar|u|s,4,0.00204971,0
sbar|u|s|c,4,0.00204741,0
cbar|sbar|dbar|g|u|c,6,0.00202576,0
cbar|sbar|ubar|dbar|g|u,6,0.00202423,0
sbar|ubar|dbar|g|u|c,6,0.00202263,0
cbar|dbar|g|u|s|c,6,0.00202084,0
cbar|ubar|dbar|g|u|s,6,0.00201692,0
cbar|sbar|g|d|u|c,6,0.00201625,0
ubar|dbar|g|u|s|c,6,0.00201522,0
cbar|g|d|u|s|c,6,0.00201346,0
cbar|sbar|ubar|g|d|u,6,0.00201247,0
ubar|dbar|d|u,4,0.00201233,0
sbar|ubar|g|d|u|c,6,0.00201002,0
cbar|ubar|g|d|u|s,6,0.00200729,0
ubar|g|d|u|s|c,6,0.00200473,0
cbar|sbar|d|u,4,0.00199598,0
cbar|sbar|dbar|u,4,0.00199505,0
sbar|d|u|c,4,0.00199371,0
sbar|dbar|u|c,4,0.00199364,0
cbar|d|u|s,4,0.00199106,0
d|u|s|c,4,0.00198868,0
cbar|dbar|u|s,4,0.00198801,0
cbar|sbar|ubar|g|s|c,6,0.00198800,0
dbar|u|s|c,4,0.00198649,0
cbar|dbar|g|d|u|c,6,0.00197988,0
cbar|ubar|dbar|g|d|u,6,0.00197104,0
ubar|dbar|g|d|u|c,6,0.00196937,0
cbar|sbar|s|c,4,0.00196751,0
cbar|sbar|ubar|s,4,0.00196589,0
