  0.0500     69.4100     0.7300    -4.1646   -0.0220   -0.0302    0.0000   -0.2832   -0.0200    0.3217    0.2332    0.0000    0.0000    0.0000    4.1933
  0.1500     70.9400     0.7400    -4.2564   -0.0210   -0.0390    0.0000   -0.2892   -0.0377    0.3165    0.2310    0.0000    0.0000    0.0000    4.2846
  0.2500     70.8600     0.7300    -4.2516   -0.0186   -0.0653    0.0000   -0.2905   -0.0693    0.3038    0.2234    0.0000    0.0000    0.0000    4.2793
  0.3500     69.6800     0.7200    -4.1808   -0.0171   -0.0901    0.0000   -0.2857   -0.1019    0.2866    0.2124    0.0000    0.0000    0.0000    4.2079
  0.4500     67.6200     0.7000    -4.0572   -0.0137   -0.1073    0.0000   -0.2779   -0.1300    0.2664    0.1992    0.0000    0.0000    0.0000    4.0838
  0.5500     67.7900     0.7000    -4.0674   -0.0130   -0.1372    0.0000   -0.2785   -0.1582    0.2553    0.1926    0.0000    0.0000    0.0000    4.0948
  0.6500     66.0700     0.6900    -3.9642   -0.0110   -0.1487    0.0000   -0.2719   -0.1839    0.2373    0.1809    0.0000    0.0000    0.0000    3.9917
  0.7500     66.1900     0.6900    -3.9714   -0.0084   -0.1681    0.0000   -0.2674   -0.2208    0.2262    0.1744    0.0000    0.0000    0.0000    4.0003
  0.8500     64.3100     0.6800    -3.8586   -0.0055   -0.1855    0.0000   -0.2591   -0.2534    0.2086    0.1628    0.0000    0.0000    0.0000    3.8890
  0.9500     63.8800     0.6800    -3.8328   -0.0035   -0.1796    0.0000   -0.2599   -0.2795    0.1962    0.1551    0.0000    0.0000    0.0000    3.8640
  1.0500     61.9100     0.6600    -3.7146   -0.0014   -0.2087   -0.0035   -0.2536   -0.2929    0.1794    0.1439    0.0007   -0.0008    0.0016    3.7476
  1.1500     61.2700     0.6500    -3.6762   -0.0006   -0.2105   -0.0293   -0.2400   -0.2995    0.1669    0.1360    0.0071   -0.0027    0.0074    3.7086
  1.2500     58.2100     0.6500    -3.4926    0.0000   -0.2389   -0.0434   -0.2157   -0.2791    0.1484    0.1232    0.0259   -0.0061    0.0159    3.5242
  1.3500     55.5900     0.6400    -3.3354    0.0000   -0.1980   -0.1024   -0.1778   -0.2504    0.1321    0.1119    0.0547   -0.0051    0.0319    3.3620
  1.4500     53.1100     0.6300    -3.1866    0.0000   -0.1940   -0.1404   -0.1399   -0.2159    0.1170    0.1014    0.0872   -0.0041    0.0508    3.2112
  1.5500     49.9100     0.6200    -2.9946    0.0000   -0.1811   -0.1484   -0.1025   -0.1791    0.1013    0.0902    0.1160   -0.0055    0.0764    3.0171
  1.6500     46.4800     0.6000    -2.7888    0.0000   -0.1593   -0.1681   -0.0690   -0.1434    0.0863    0.0792    0.1392   -0.0066    0.0992    2.8106
  1.7500     40.8300     0.5800    -2.4498    0.0000   -0.1119   -0.2108   -0.0401   -0.1034    0.0688    0.0653    0.1484   -0.0071    0.1180    2.4730
  1.8500     37.0300     0.5600    -2.2218    0.0000   -0.0826   -0.2141   -0.0188   -0.0792    0.0560    0.0554    0.1545   -0.0151    0.1281    2.2455
  1.9500     33.2100     0.5500    -1.9926    0.0000   -0.0532   -0.2086   -0.0072   -0.0642    0.0444    0.0463    0.1504   -0.0187    0.1346    2.0165
  2.0500     28.0500     0.5300    -1.6830    0.0000   -0.0336   -0.1552   -0.0017   -0.0519    0.0327    0.0362    0.1322   -0.0168    0.1345    1.7025
  2.1500     22.4300     0.5100    -1.3458    0.0000   -0.0189   -0.1682   -0.0003   -0.0411    0.0223    0.0266    0.1069   -0.0197    0.1265    1.3677
  2.2500     19.0700     0.5100    -1.1442    0.0000    0.0000   -0.1413    0.0000   -0.0377    0.0156    0.0207    0.0912   -0.0224    0.1246    1.1643
  2.3500     14.8500     0.5200    -0.8910    0.0000    0.0000   -0.1148    0.0000   -0.0317    0.0096    0.0146    0.0710   -0.0242    0.1131    0.9093
  2.4500      9.4000     0.4800    -0.5640    0.0000    0.0000   -0.0608    0.0000   -0.0216    0.0045    0.0082    0.0450   -0.0204    0.0830    0.5759
  2.5500      6.1600     0.4800    -0.3696    0.0000    0.0000   -0.0691    0.0000   -0.0159    0.0019    0.0048    0.0295   -0.0201    0.0661    0.3838
  2.6500      3.2700     0.4600    -0.1962    0.0000    0.0000   -0.1618    0.0000   -0.0090    0.0004    0.0022    0.0156   -0.0141    0.0382    0.2582
  2.7500      1.4800     0.4100    -0.0888    0.0000    0.0000   -0.0699    0.0000   -0.0053   -0.0001    0.0008    0.0071   -0.0090    0.0192    0.1153
  2.8500      0.9600     0.5700    -0.0576    0.0000    0.0000   -0.0903    0.0000   -0.0050   -0.0002    0.0004    0.0046   -0.0100    0.0194    0.1095
  2.9500      0.0000     0.0000     0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
