  250.  450.  2.52   0.09   1.2  3.1
  450.  550.  2.76   0.09   1.5  2.8
  550.  700.  1.01   0.05   2.7  4.2
  700.  950.  0.23   0.02   3.2  6.3
  950. 2700.  0.018  0.002  6.1  8.5
