0.0 0.1 0.337 0.010
0.1 0.2 0.335 0.010
0.2 0.3 0.341 0.010
0.3 0.4 0.346 0.010
0.4 0.5 0.354 0.011
0.5 0.6 0.346 0.010
0.6 0.7 0.328 0.010
0.7 0.8 0.347 0.011
0.8 0.9 0.347 0.011
0.9 1.0 0.332 0.011
1.0 1.1 0.329 0.011
1.1 1.2 0.334 0.011
1.2 1.3 0.325 0.011
1.3 1.4 0.341 0.012
1.4 1.5 0.319 0.012
1.5 1.6 0.330 0.013
1.6 1.7 0.299 0.014
1.7 1.8 0.331 0.016
1.8 1.9 0.308 0.017
1.9 2.0 0.328 0.020
2.0 2.1 0.294 0.027
2.1 2.2 0.298 0.029
2.2 2.3 0.290 0.031
2.3 2.4 0.278 0.035
2.4 2.5 0.199 0.038
2.5 2.6 0.249 0.040
2.6 2.7 0.241 0.037
2.7 2.8 0.256 0.035
2.8 2.9 0.221 0.034
2.9 3.0 0.165 0.035
3.0 3.1 0.183 0.040
3.1 3.2 0.228 0.045
3.2 3.3 0.078 0.043
3.3 3.4 0.105 0.051
3.4 3.5 0.089 0.062
