coalition_labels,size,chi2,is_outlier
cbar|sbar|ubar|dbar|d|u|s|c,8,0.00740072,1
cbar|sbar|ubar|dbar|u|s|c,7,0.00669776,1
cbar|sbar|ubar|d|u|s|c,7,0.00663673,1
cbar|sbar|ubar|dbar|d|u|c,7,0.00660136,1
cbar|ubar|dbar|d|u|s|c,7,0.00652237,1
cbar|sbar|ubar|u|s|c,6,0.00597301,1
cbar|sbar|ubar|dbar|u|c,6,0.00594176,1
cbar|sbar|ubar|d|u|c,6,0.00588437,0
cbar|ubar|dbar|u|s|c,6,0.00586714,0
cbar|ubar|d|u|s|c,6,0.00581054,0
cbar|ubar|dbar|d|u|c,6,0.00578168,0
cbar|sbar|ubar|u|c,5,0.00526401,0
cbar|ubar|u|s|c,5,0.00519454,0
cbar|ubar|dbar|u|c,5,0.00516981,0
cbar|ubar|d|u|c,5,0.00511685,0
cbar|sbar|ubar|dbar|d|u|s,7,0.00494013,0
sbar|ubar|dbar|d|u|s|c,7,0.00493818,0
cbar|sbar|ubar|dbar|d|s|c,7,0.00492876,0
cbar|sbar|dbar|d|u|s|c,7,0.00479738,0
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.00470038,0
cbar|ubar|u|c,4,0.00454421,0
cbar|sbar|ubar|dbar|s|c,6,0.00436407,0
cbar|sbar|ubar|dbar|u|s,6,0.00436316,0
sbar|ubar|dbar|u|s|c,6,0.00436128,0
cbar|sbar|ubar|d|s|c,6,0.00431487,0
cbar|sbar|ubar|d|u|s,6,0.00431293,0
sbar|ubar|d|u|s|c,6,0.00431094,0
cbar|sbar|ubar|dbar|d|c,6,0.00429592,0
cbar|sbar|ubar|dbar|d|u,6,0.00428980,0
sbar|ubar|dbar|d|u|c,6,0.00428795,0
cbar|sbar|dbar|u|s|c,6,0.00423774,0
cbar|ubar|dbar|d|s|c,6,0.00423370,0
cbar|ubar|dbar|d|u|s,6,0.00422587,0
ubar|dbar|d|u|s|c,6,0.00422400,0
cbar|sbar|d|u|s|c,6,0.00419036,0
cbar|sbar|dbar|d|u|c,6,0.00416890,0
cbar|sbar|ubar|dbar|g|u|s|c,8,0.00415848,0
cbar|sbar|ubar|g|d|u|s|c,8,0.00410903,0
cbar|dbar|d|u|s|c,6,0.00410727,0
cbar|sbar|ubar|dbar|g|d|u|c,8,0.00409794,0
cbar|ubar|dbar|g|d|u|s|c,8,0.00403845,0
cbar|sbar|ubar|s|c,5,0.00378941,0
cbar|sbar|ubar|u|s,5,0.00377519,0
cbar|sbar|ubar|dbar|c,5,0.00377459,0
sbar|ubar|u|s|c,5,0.00377328,0
cbar|sbar|ubar|dbar|u,5,0.00375619,0
sbar|ubar|dbar|u|c,5,0.00375440,0
cbar|sbar|ubar|d|c,5,0.00372903,0
cbar|ubar|dbar|s|c,5,0.00371673,0
cbar|sbar|ubar|d|u,5,0.00370962,0
sbar|ubar|d|u|c,5,0.00370771,0
cbar|ubar|dbar|u|s,5,0.00369662,0
ubar|dbar|u|s|c,5,0.00369483,0
cbar|ubar|d|s|c,5,0.00367197,0
cbar|sbar|u|s|c,5,0.00366995,0
cbar|ubar|dbar|d|c,5,0.00365952,0
cbar|sbar|dbar|u|c,5,0.00365262,0
cbar|ubar|d|u|s,5,0.00365083,0
ubar|d|u|s|c,5,0.00364892,0
cbar|ubar|dbar|d|u,5,0.00363421,0
ubar|dbar|d|u|c,5,0.00363243,0
cbar|sbar|d|u|c,5,0.00360889,0
cbar|sbar|ubar|g|u|s|c,7,0.00360637,0
cbar|sbar|ubar|dbar|g|u|c,7,0.00359941,0
cbar|dbar|u|s|c,5,0.00359536,0
cbar|sbar|ubar|g|d|u|c,7,0.00355360,0
cbar|d|u|s|c,5,0.00355241,0
cbar|ubar|dbar|g|u|s|c,7,0.00354428,0
cbar|dbar|d|u|c,5,0.00353747,0
cbar|ubar|g|d|u|s|c,7,0.00349926,0
cbar|ubar|dbar|g|d|u|c,7,0.00349468,0
cbar|sbar|ubar|c,4,0.00324694,0
cbar|sbar|ubar|u,4,0.00321524,0
sbar|ubar|u|c,4,0.00321340,0
cbar|ubar|s|c,4,0.00319423,0
cbar|ubar|dbar|c,4,0.00318592,0
cbar|ubar|u|s,4,0.00316082,0
ubar|u|s|c,4,0.00315898,0
cbar|ubar|dbar|u,4,0.00314832,0
ubar|dbar|u|c,4,0.00314662,0
cbar|ubar|d|c,4,0.00314480,0
cbar|sbar|u|c,4,0.00313184,0
cbar|ubar|d|u,4,0.00310618,0
ubar|d|u|c,4,0.00310436,0
cbar|sbar|ubar|g|u|c,6,0.00309430,0
cbar|u|s|c,4,0.00307973,0
cbar|dbar|u|c,4,0.00306891,0
cbar|ubar|g|u|s|c,6,0.00304432,0
cbar|ubar|dbar|g|u|c,6,0.00304387,0
