player,coalition_without,v_without,v_with,delta_v,is_outlier
g,cbar|sbar|ubar|dbar|d|u|s|c,0.00740072,0.00470038,-0.00270035,0
ubar,cbar|sbar|dbar|d|u|s|c,0.00479738,0.00740072,0.00260334,0
g,cbar|sbar|ubar|dbar|u|s|c,0.00669776,0.00415848,-0.00253928,0
g,cbar|sbar|ubar|d|u|s|c,0.00663673,0.00410903,-0.00252770,0
g,cbar|sbar|ubar|dbar|d|u|c,0.00660136,0.00409794,-0.00250341,0
g,cbar|ubar|dbar|d|u|s|c,0.00652237,0.00403845,-0.00248393,0
u,cbar|sbar|ubar|dbar|d|s|c,0.00492876,0.00740072,0.00247196,0
cbar,sbar|ubar|dbar|d|u|s|c,0.00493818,0.00740072,0.00246254,0
c,cbar|sbar|ubar|dbar|d|u|s,0.00494013,0.00740072,0.00246059,0
ubar,cbar|sbar|dbar|u|s|c,0.00423774,0.00669776,0.00246002,0
ubar,cbar|sbar|d|u|s|c,0.00419036,0.00663673,0.00244637,0
ubar,cbar|sbar|dbar|d|u|c,0.00416890,0.00660136,0.00243245,0
ubar,cbar|dbar|d|u|s|c,0.00410727,0.00652237,0.00241510,0
g,cbar|sbar|ubar|u|s|c,0.00597301,0.00360637,-0.00236664,0
g,cbar|sbar|ubar|dbar|u|c,0.00594176,0.00359941,-0.00234235,0
cbar,sbar|ubar|dbar|u|s|c,0.00436128,0.00669776,0.00233648,0
c,cbar|sbar|ubar|dbar|u|s,0.00436316,0.00669776,0.00233461,0
u,cbar|sbar|ubar|dbar|s|c,0.00436407,0.00669776,0.00233369,0
g,cbar|sbar|ubar|d|u|c,0.00588437,0.00355360,-0.00233077,0
cbar,sbar|ubar|d|u|s|c,0.00431094,0.00663673,0.00232579,0
c,cbar|sbar|ubar|d|u|s,0.00431293,0.00663673,0.00232380,0
g,cbar|ubar|dbar|u|s|c,0.00586714,0.00354428,-0.00232286,0
u,cbar|sbar|ubar|d|s|c,0.00431487,0.00663673,0.00232186,0
cbar,sbar|ubar|dbar|d|u|c,0.00428795,0.00660136,0.00231341,0
c,cbar|sbar|ubar|dbar|d|u,0.00428980,0.00660136,0.00231155,0
g,cbar|ubar|d|u|s|c,0.00581054,0.00349926,-0.00231128,0
u,cbar|sbar|ubar|dbar|d|c,0.00429592,0.00660136,0.00230544,0
ubar,cbar|sbar|u|s|c,0.00366995,0.00597301,0.00230305,0
cbar,ubar|dbar|d|u|s|c,0.00422400,0.00652237,0.00229837,0
c,cbar|ubar|dbar|d|u|s,0.00422587,0.00652237,0.00229651,0
ubar,cbar|sbar|dbar|u|c,0.00365262,0.00594176,0.00228913,0
u,cbar|ubar|dbar|d|s|c,0.00423370,0.00652237,0.00228868,0
g,cbar|ubar|dbar|d|u|c,0.00578168,0.00349468,-0.00228700,0
ubar,cbar|sbar|d|u|c,0.00360889,0.00588437,0.00227548,0
ubar,cbar|dbar|u|s|c,0.00359536,0.00586714,0.00227178,0
ubar,cbar|d|u|s|c,0.00355241,0.00581054,0.00225813,0
ubar,cbar|dbar|d|u|c,0.00353747,0.00578168,0.00224421,0
cbar,sbar|ubar|u|s|c,0.00377328,0.00597301,0.00219973,0
c,cbar|sbar|ubar|u|s,0.00377519,0.00597301,0.00219781,0
cbar,sbar|ubar|dbar|u|c,0.00375440,0.00594176,0.00218735,0
c,cbar|sbar|ubar|dbar|u,0.00375619,0.00594176,0.00218557,0
u,cbar|sbar|ubar|s|c,0.00378941,0.00597301,0.00218359,0
cbar,sbar|ubar|d|u|c,0.00370771,0.00588437,0.00217666,0
c,cbar|sbar|ubar|d|u,0.00370962,0.00588437,0.00217476,0
cbar,ubar|dbar|u|s|c,0.00369483,0.00586714,0.00217231,0
c,cbar|ubar|dbar|u|s,0.00369662,0.00586714,0.00217052,0
g,cbar|sbar|ubar|u|c,0.00526401,0.00309430,-0.00216971,0
u,cbar|sbar|ubar|dbar|c,0.00377459,0.00594176,0.00216717,0
cbar,ubar|d|u|s|c,0.00364892,0.00581054,0.00216162,0
c,cbar|ubar|d|u|s,0.00365083,0.00581054,0.00215971,0
u,cbar|sbar|ubar|d|c,0.00372903,0.00588437,0.00215534,0
u,cbar|ubar|dbar|s|c,0.00371673,0.00586714,0.00215041,0
g,cbar|ubar|u|s|c,0.00519454,0.00304432,-0.00215022,0
cbar,ubar|dbar|d|u|c,0.00363243,0.00578168,0.00214925,0
c,cbar|ubar|dbar|d|u,0.00363421,0.00578168,0.00214747,0
g,cbar|sbar|ubar|dbar|d|u|s,0.00494013,0.00280078,-0.00213934,0
g,sbar|ubar|dbar|d|u|s|c,0.00493818,0.00279909,-0.00213909,0
u,cbar|ubar|d|s|c,0.00367197,0.00581054,0.00213857,0
ubar,cbar|sbar|u|c,0.00313184,0.00526401,0.00213216,0
g,cbar|ubar|dbar|u|c,0.00516981,0.00304387,-0.00212593,0
u,cbar|ubar|dbar|d|c,0.00365952,0.00578168,0.00212216,0
ubar,cbar|u|s|c,0.00307973,0.00519454,0.00211481,0
g,cbar|ubar|d|u|c,0.00511685,0.00300250,-0.00211435,0
ubar,cbar|sbar|dbar|d|u|s,0.00283736,0.00494013,0.00210277,0
ubar,sbar|dbar|d|u|s|c,0.00283574,0.00493818,0.00210244,0
ubar,cbar|dbar|u|c,0.00306891,0.00516981,0.00210089,0
ubar,cbar|d|u|c,0.00302962,0.00511685,0.00208724,0
g,cbar|sbar|ubar|dbar|d|s|c,0.00492876,0.00284633,-0.00208243,0
g,cbar|sbar|dbar|d|u|s|c,0.00479738,0.00272913,-0.00206825,0
ubar,cbar|sbar|dbar|d|s|c,0.00287262,0.00492876,0.00205614,0
cbar,sbar|ubar|u|c,0.00321340,0.00526401,0.00205060,0
c,cbar|sbar|ubar|u,0.00321524,0.00526401,0.00204877,0
cbar,ubar|u|s|c,0.00315898,0.00519454,0.00203556,0
c,cbar|ubar|u|s,0.00316082,0.00519454,0.00203372,0
cbar,ubar|dbar|u|c,0.00314662,0.00516981,0.00202319,0
c,cbar|ubar|dbar|u,0.00314832,0.00516981,0.00202148,0
u,cbar|sbar|ubar|c,0.00324694,0.00526401,0.00201707,0
cbar,ubar|d|u|c,0.00310436,0.00511685,0.00201250,0
c,cbar|ubar|d|u,0.00310618,0.00511685,0.00201067,0
u,cbar|ubar|s|c,0.00319423,0.00519454,0.00200031,0
u,cbar|sbar|ubar|dbar|d|s,0.00294896,0.00494013,0.00199117,0
u,sbar|ubar|dbar|d|s|c,0.00294728,0.00493818,0.00199090,0
u,cbar|ubar|dbar|c,0.00318592,0.00516981,0.00198389,0
cbar,sbar|ubar|dbar|d|s|c,0.00294728,0.00492876,0.00198148,0
c,cbar|sbar|ubar|dbar|d|s,0.00294896,0.00492876,0.00197980,0
g,cbar|sbar|ubar|dbar|u|s,0.00436316,0.00238488,-0.00197828,0
g,sbar|ubar|dbar|u|s|c,0.00436128,0.00238326,-0.00197802,0
u,cbar|ubar|d|c,0.00314480,0.00511685,0.00197205,0
ubar,cbar|sbar|dbar|g|d|u|s|c,0.00272913,0.00470038,0.00197124,0
cbar,sbar|ubar|dbar|d|u|s,0.00297168,0.00494013,0.00196845,0
g,cbar|sbar|ubar|d|u|s,0.00431293,0.00234623,-0.00196670,0
c,sbar|ubar|dbar|d|u|s,0.00297168,0.00493818,0.00196651,0
g,sbar|ubar|d|u|s|c,0.00431094,0.00234450,-0.00196645,0
cbar,sbar|dbar|d|u|s|c,0.00283574,0.00479738,0.00196164,0
c,cbar|sbar|dbar|d|u|s,0.00283736,0.00479738,0.00196002,0
ubar,cbar|sbar|dbar|u|s,0.00240371,0.00436316,0.00195945,0
ubar,sbar|dbar|u|s|c,0.00240216,0.00436128,0.00195912,0
g,cbar|ubar|u|c,0.00454421,0.00259092,-0.00195329,0
ubar,cbar|sbar|d|u|s,0.00236714,0.00431293,0.00194579,0
ubar,sbar|d|u|s|c,0.00236547,0.00431094,0.00194547,0
ubar,cbar|u|c,0.00260029,0.00454421,0.00194392,0
g,cbar|sbar|ubar|dbar|d|u,0.00428980,0.00234739,-0.00194241,0
g,sbar|ubar|dbar|d|u|c,0.00428795,0.00234579,-0.00194216,0
ubar,cbar|sbar|dbar|d|u,0.00235793,0.00428980,0.00193188,0
ubar,sbar|dbar|d|u|c,0.00235639,0.00428795,0.00193155,0
u,cbar|sbar|dbar|d|s|c,0.00287262,0.00479738,0.00192476,0
g,cbar|ubar|dbar|d|u|s,0.00422587,0.00230294,-0.00192292,0
g,ubar|dbar|d|u|s|c,0.00422400,0.00230133,-0.00192267,0
g,cbar|sbar|ubar|dbar|s|c,0.00436407,0.00244270,-0.00192137,0
ubar,cbar|dbar|d|u|s,0.00231134,0.00422587,0.00191452,0
ubar,dbar|d|u|s|c,0.00230980,0.00422400,0.00191420,0
ubar,cbar|sbar|dbar|s|c,0.00245124,0.00436407,0.00191282,0
g,cbar|sbar|ubar|d|s|c,0.00431487,0.00240508,-0.00190979,0
g,cbar|sbar|dbar|u|s|c,0.00423774,0.00233056,-0.00190718,0
cbar,sbar|ubar|dbar|g|d|u|s|c,0.00279909,0.00470038,0.00190128,0
c,cbar|sbar|ubar|dbar|g|d|u|s,0.00280078,0.00470038,0.00189959,0
ubar,cbar|sbar|d|s|c,0.00241570,0.00431487,0.00189917,0
g,cbar|sbar|d|u|s|c,0.00419036,0.00229475,-0.00189561,0
cbar,ubar|u|c,0.00265777,0.00454421,0.00188644,0
g,cbar|sbar|ubar|dbar|d|c,0.00429592,0.00241041,-0.00188550,0
ubar,cbar|sbar|dbar|d|c,0.00241066,0.00429592,0.00188525,0
c,cbar|ubar|u,0.00265953,0.00454421,0.00188468,0
g,cbar|sbar|dbar|d|u|c,0.00416890,0.00229759,-0.00187132,0
ubar,cbar|dbar|d|s|c,0.00236580,0.00423370,0.00186790,0
g,cbar|ubar|dbar|d|s|c,0.00423370,0.00236768,-0.00186602,0
cbar,sbar|ubar|dbar|s|c,0.00250865,0.00436407,0.00185542,0
u,cbar|sbar|ubar|dbar|g|d|s|c,0.00284633,0.00470038,0.00185405,0
c,cbar|sbar|ubar|dbar|s,0.00251026,0.00436407,0.00185381,0
u,cbar|sbar|ubar|dbar|s,0.00251026,0.00436316,0.00185290,0
u,sbar|ubar|dbar|s|c,0.00250865,0.00436128,0.00185264,0
g,cbar|dbar|d|u|s|c,0.00410727,0.00225545,-0.00185183,0
cbar,sbar|ubar|d|s|c,0.00247014,0.00431487,0.00184473,0
c,cbar|sbar|ubar|d|s,0.00247187,0.00431487,0.00184300,0
cbar,sbar|ubar|dbar|u|s,0.00252076,0.00436316,0.00184239,0
u,cbar|sbar|ubar|d|s,0.00247187,0.00431293,0.00184106,0
u,sbar|ubar|d|s|c,0.00247014,0.00431094,0.00184080,0
c,sbar|ubar|dbar|u|s,0.00252076,0.00436128,0.00184052,0
cbar,sbar|dbar|u|s|c,0.00240216,0.00423774,0.00183558,0
c,cbar|sbar|dbar|u|s,0.00240371,0.00423774,0.00183403,0
u,cbar|ubar|c,0.00271043,0.00454421,0.00183379,0
cbar,sbar|ubar|dbar|d|c,0.00246356,0.00429592,0.00183235,0
cbar,sbar|ubar|d|u|s,0.00248123,0.00431293,0.00183170,0
c,cbar|sbar|ubar|dbar|d,0.00246516,0.00429592,0.00183076,0
c,sbar|ubar|d|u|s,0.00248123,0.00431094,0.00182971,0
ubar,cbar|sbar|dbar|g|u|s|c,0.00233056,0.00415848,0.00182793,0
cbar,sbar|d|u|s|c,0.00236547,0.00419036,0.00182489,0
u,cbar|sbar|ubar|dbar|d,0.00246516,0.00428980,0.00182465,0
u,sbar|ubar|dbar|d|c,0.00246356,0.00428795,0.00182438,0
c,cbar|sbar|d|u|s,0.00236714,0.00419036,0.00182322,0
cbar,sbar|ubar|dbar|d|u,0.00247048,0.00428980,0.00181933,0
c,sbar|ubar|dbar|d|u,0.00247048,0.00428795,0.00181747,0
cbar,ubar|dbar|d|s|c,0.00241638,0.00423370,0.00181731,0
c,cbar|ubar|dbar|d|s,0.00241798,0.00423370,0.00181571,0
ubar,cbar|sbar|g|d|u|s|c,0.00229475,0.00410903,0.00181427,0
cbar,sbar|dbar|d|u|c,0.00235639,0.00416890,0.00181251,0
c,cbar|sbar|dbar|d|u,0.00235793,0.00416890,0.00181098,0
u,cbar|ubar|dbar|d|s,0.00241798,0.00422587,0.00180788,0
u,ubar|dbar|d|s|c,0.00241638,0.00422400,0.00180762,0
g,cbar|sbar|ubar|u|s,0.00377519,0.00196956,-0.00180563,0
g,sbar|ubar|u|s|c,0.00377328,0.00196789,-0.00180538,0
cbar,ubar|dbar|d|u|s,0.00242158,0.00422587,0.00180429,0
ubar,cbar|sbar|u|s,0.00197272,0.00377519,0.00180247,0
c,ubar|dbar|d|u|s,0.00242158,0.00422400,0.00180242,0
ubar,sbar|u|s|c,0.00197112,0.00377328,0.00180215,0
