Path: /HepData/10476/d25-x1-y1

x : 
y : DSIG/DPT_TTBAR : DSIG/DPT_TTBAR (breakdown of systematics)
xdesc	x	xlow	xhigh	y	dy+	dy-	dy+	dy-	y	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	dy+	dy-	
	10.0	0.0	20.0	4.11856	+0.024876102400000003	-0.024876102400000003	+0.5573647248	-0.6234264272000001	4.11856	+0.024876102400000003	-0.024876102400000003	+0.0124792368	-0.0109965552	+0.0193984176	-0.0193984176	+0.009678616	-0.009678616	-0.013961918400000002	+0.014209032	+0.0032948480000000004	-0.0033772192000000004	-2.471136E-4	+2.471136E-4	+0.0021828368	-0.0011943824	-0.0021004656	+0.0149091872	+0.0016886096000000002	-0.0	-0.09060832000000002	+0.08945512320000001	-0.13014649600000003	+0.13014649600000003	-0.0014826816	+0.0019769088	+0.00308892	-0.0061366544	-4.11856E-5	-0.0	-0.020139758400000003	+0.018904190400000003	+0.009884544	-0.009884544	+8.23712E-5	-0.0	+0.0	-0.0	+0.013879547200000002	-0.013920732800000002	+0.015073929600000001	-0.015073929600000001	+0.009102017600000002	-0.009102017600000002	+5.354128E-4	-5.354128E-4	+0.0366963696	-0.0366963696	-0.005395313600000001	+0.005395313600000001	-0.0014414960000000002	+0.0011943824	+0.11531968	-0.11531968	-0.00411856	+9.884544E-4	+0.0034595904000000004	-0.0023887648	+2.0592800000000002E-4	-1.647424E-4	-0.031177499200000004	+0.026853011200000002	+0.0524292688	-0.0524292688	+0.018863004800000003	-0.018904190400000003	+6.17784E-4	-7.825264E-4	+0.0	-0.0	+0.0	-0.017956921600000002	-4.942272E-4	+0.0016062384000000002	+0.0087313472	-0.0087313472	+0.0149091872	-0.014126660800000001	+4.11856E-5	-4.11856E-5	-0.0035831472	+0.0035831472	-0.4477286576	+0.34921270239999996	-0.04332725120000001	+0.04332725120000001	-0.3232245888	+0.3232245888	+0.0079076352	-0.010502328000000002	+0.008690161600000001	-0.008690161600000001	-1.647424E-4	+1.647424E-4	-6.589696E-4	+0.0011120112	+0.053870764800000005	-0.053870764800000005	-0.0051893856000000006	+0.006630881600000001	+0.0014003104000000002	-4.11856E-5	+0.18002225760000004	-0.17627436800000001	+0.020922284800000003	-0.021828368000000004	-2.471136E-4	+1.647424E-4	+0.0060954688	-0.0060954688	+0.0063425824	-0.0058071696	+0.0231874928	-0.027306052800000005
	32.5	20.0	45.0	3.10108	+0.012528363200000002	-0.012528363200000002	+0.3460185064	-0.3768432416	3.10108	+0.012528363200000002	-0.012528363200000002	+0.009148185999999999	-0.008124829600000001	+0.0127764496	-0.0127764496	+0.0073185488	-0.0073185488	-0.0011784104	+0.001395486	+0.0020467128000000003	-0.0022327776	-8.062808E-4	+8.062808E-4	-0.0017676156000000001	+0.0020467128000000003	+0.012714428	-0.0	+0.0013644752	-0.0	-0.012094212000000002	+0.0097994128	+0.0063882248	-0.0063882248	-0.0020157020000000003	+0.0022017668	+0.0022327776	-0.0043725228	-9.30324E-5	+9.30324E-5	-0.015009227200000001	+0.014947205600000001	+0.0075046136000000005	-0.0075046136000000005	+0.0	-1.2404320000000002E-4	+0.0	-0.0	+0.013520708800000001	-0.013520708800000001	+0.0118461256	-0.0118461256	+0.006791365200000001	-0.006791365200000001	-9.923456000000002E-4	+9.923456000000002E-4	+0.028747011600000004	-0.028747011600000004	-0.0032871448	+0.0032871448	-0.0010233564000000001	+9.303240000000001E-4	+0.08683024	-0.08683024	+0.022017668	-0.0244054996	+0.0041864580000000005	-0.003938371600000001	+2.4808640000000004E-4	-3.10108E-4	-0.022172722	+0.0191026528	+0.039383716	-0.039383716	+0.0154433784	-0.0155364108	+5.271836000000001E-4	-5.892052E-4	+0.0	-0.0	+0.0	-0.0035662420000000003	+2.1707560000000002E-4	-0.0	+0.008589991600000001	-0.008589991600000001	+0.019939944400000003	-0.019691858	+3.1010800000000005E-5	-3.1010800000000005E-5	-0.0204051064	+0.0204051064	-0.2964012264	+0.25509484080000006	-0.0322822428	+0.0322822428	-0.13278824560000002	+0.13278824560000002	-0.0100164884	+0.009613348	+0.0076286568	-0.0076286568	-3.1010800000000005E-5	+3.1010800000000005E-5	-0.0016435724	+0.0018296372	+0.0406861696	-0.0406861696	-0.007814721600000001	+0.008310894400000001	+0.0032251232	-0.002790972	+0.134586872	-0.13182691080000003	+0.0329334696	-0.0325923508	-1.860648E-4	+6.202160000000001E-5	+0.0031320908000000004	-0.0031320908000000004	+0.005581944	-0.0055199224	+0.040779202	-0.042608839200000005
	60.0	45.0	75.0	1.54872	+0.007031188800000001	-0.007031188800000001	+0.16894986480000002	-0.17771562000000002	1.54872	+0.007031188800000001	-0.007031188800000001	+0.0043673904	-0.0039027744000000005	+0.00542052	-0.00542052	+0.0035775432000000004	-0.0035775432000000004	+0.007248009600000001	-0.007449343200000001	+0.0	-1.0841040000000001E-4	-7.588728000000001E-4	+7.588728000000001E-4	-0.0036704664	+0.0036240048000000004	+0.006814368	-0.0	+5.265648E-4	-0.0	+0.0164783808	-0.01626156	-0.015177456	+0.015177456	-0.0014712840000000002	+0.0015951816	+0.0011150784	-0.0021062592	-6.194880000000001E-5	+9.29232E-5	-0.0094162176	+0.0095556024	+0.0037788768000000003	-0.0037788768000000003	-2.632824E-4	-0.0	+0.0	-0.0	+0.0087347808	-0.0087192936	+0.005807700000000001	-0.005807700000000001	+0.0032677992	-0.0032677992	-0.00116154	+0.00116154	+0.015038071200000001	-0.015053558400000002	-0.0012389760000000001	+0.0012389760000000001	-4.955904000000001E-4	+4.491288000000001E-4	+0.04336416	-0.04336416	+0.03277091520000001	-0.03308065920000001	+0.0035001072	-0.0035310816000000004	+3.4071840000000003E-4	-3.2523120000000006E-4	-0.010500321600000001	+0.0090290376	+0.0196222824	-0.0196222824	+0.008548934400000001	-0.0084250368	+2.942568E-4	-2.942568E-4	+0.0	-0.0	+0.0032677992	-0.0	+9.911808000000002E-4	-0.0011925144000000001	+0.005219186400000001	-0.005219186400000001	+0.016509355200000003	-0.016493868000000002	+0.0	-0.0	-0.0081617544	+0.0081617544	-0.12626714160000002	+0.11254548240000002	-0.015301353600000001	+0.015301353600000001	-0.0534153528	+0.0534153528	-0.0195293592	+0.019761667200000003	+0.0041195952	-0.0041195952	+3.0974400000000006E-5	-3.0974400000000006E-5	-0.0015951816	+0.0016881048000000002	+0.020412129600000002	-0.020412129600000002	-0.006922778400000001	+0.0069072912	+0.0039027744000000005	-0.0040886208000000005	+0.06620778000000001	-0.0649068552	+0.030122604000000004	-0.029379218400000004	+1.5487200000000003E-5	-4.64616E-5	+0.001703592	-0.001703592	+0.0028961064000000004	-0.0029425680000000004	+0.0397711296	-0.0397711296
	97.5	75.0	120.0	0.712136	+0.0042016024	-0.0042016024	+0.08696604832	-0.09283404896	0.712136	+0.0042016024	-0.0042016024	+0.0019227672000000002	-0.00171624776	+0.00228595656	-0.00228595656	+0.00144563608	-0.00144563608	+0.0074418212	-0.007691068800000001	-0.00107532536	+0.00105396128	-5.4122336E-4	+5.4122336E-4	-0.0028058158400000002	+0.0027773304000000003	+0.0032544615200000002	-0.0	+2.3500488E-4	-0.0	+0.00962095736	-0.00902988448	-0.02920469736	+0.02920469736	-7.4062144E-4	+8.047136800000001E-4	+5.34102E-4	-9.186554400000001E-4	-2.8485440000000003E-5	+3.56068E-5	-0.0055760248800000006	+0.005568903520000001	+0.00176609728	-0.00176609728	-9.969904E-5	+2.8485440000000003E-5	+0.0	-0.0	+0.00482828208	-0.00482116072	+0.00254944688	-0.00254944688	+0.0016307914400000001	-0.0016307914400000001	-7.477428E-4	+7.477428E-4	+0.00706438912	-0.00707863184	-3.916748E-4	+3.916748E-4	-1.9227672E-4	+2.136408E-4	+0.019939808	-0.019939808	+0.025864779520000002	-0.02578644456	+0.00219337888	-0.00215065072	+3.3470392E-4	-2.7773304E-4	-0.00497783064	+0.00419448104	+0.00900139904	-0.00900139904	+0.00410190336	-0.004094782	+1.3530584E-4	-1.2818448E-4	+0.0	-0.0	+0.00230019928	-0.0	+0.00159518464	-0.00175897592	+0.00255656824	-0.00255656824	+0.01019778752	-0.0101123312	-7.121360000000001E-6	+7.121360000000001E-6	-0.0016236700800000001	+0.0016236700800000001	-0.0554041808	+0.0442236456	-0.006587258	+0.006587258	-0.02550159016	+0.02550159016	-0.0170556572	+0.01682065232	+0.00179458272	-0.00179458272	+7.121360000000001E-6	-7.121360000000001E-6	-0.00100411176	+0.0010325972	+0.009435802	-0.009435802	-0.00435827232	+0.00435827232	+0.00343249552	-0.00351795184	+0.029717435280000003	-0.029169090560000003	+0.02014632744	-0.01977601672	+1.424272E-4	-1.2818448E-4	+0.00105396128	-0.00105396128	+8.4032048E-4	-7.833496E-4	+0.02753829912	-0.027581027280000003
	155.0	120.0	190.0	0.273527	+0.00239883179	-0.00239883179	+0.04017564576	-0.04241583189	0.273527	+0.00239883179	-0.00239883179	+7.139054700000001E-4	-6.3731791E-4	+0.0010120499	-0.0010120499	+3.8567307E-4	-3.8567307E-4	+0.00396887677	-0.0039196419100000005	-7.658756000000002E-4	+8.588747800000001E-4	-2.1061579E-4	+2.1061579E-4	-0.00112966651	+0.00115975448	+0.00122266569	-0.0	+2.3249795000000002E-4	-0.0	+0.0025246542100000003	-0.00239062598	-0.024018405870000002	+0.024018405870000002	-2.0240998E-4	+1.9420416999999998E-4	+2.1608633000000003E-4	-3.2549713E-4	+8.205810000000001E-6	-8.205810000000001E-6	-0.0021526574900000003	+0.0025438011	+6.9475858E-4	-6.9475858E-4	+5.7440670000000005E-5	-9.846971999999999E-5	+0.0	-0.0	+0.00193383589	-0.00192563008	+9.163154500000001E-4	-9.163154500000001E-4	+7.686108700000001E-4	-7.686108700000001E-4	-2.461743E-4	+2.461743E-4	+0.00263953555	-0.00264774136	-8.479337E-5	+8.479337E-5	-4.9234859999999996E-5	+8.479337E-5	+0.007658756	-0.007658756	+0.012264950680000001	-0.01184918964	+8.0143411E-4	-7.549345200000001E-4	+2.4890957E-4	-2.4070376E-4	-0.0020569230400000003	+0.0016247503800000001	+0.0034464402000000003	-0.0034464402000000003	+0.00158372133	-0.00162201511	+4.9234859999999996E-5	-4.9234859999999996E-5	+0.0	-0.0	+5.1149549E-4	-0.0	+0.00165483835	-0.00170680848	+9.135801800000001E-4	-9.135801800000001E-4	+0.0038977597500000002	-0.0038950244800000002	-2.7352700000000003E-6	+2.7352700000000003E-6	+1.2855769000000002E-4	-1.2855769000000002E-4	-0.020640347420000003	+0.0145789891	-0.0025219189400000003	+0.0025219189400000003	-0.00926162422	+0.00926162422	-0.008465660650000002	+0.00857507145	+5.1696603E-4	-5.1696603E-4	+0.0	-0.0	-3.2549713E-4	+2.6532119E-4	+0.0036543207200000006	-0.0036543207200000006	-0.0017259553700000002	+0.0017751902300000002	+0.00212530479	-0.0021116284400000004	+0.01112160782	-0.01093560946	+0.00871730549	-0.00852583659	+2.3796849E-4	-2.4070376E-4	+5.962888600000001E-4	-5.962888600000001E-4	-7.658756E-5	+1.0667553E-4	+0.01204886435	-0.011808160590000002
	245.0	190.0	300.0	0.0775652	+0.0013604936080000001	-0.0013604936080000001	+0.012337520712000002	-0.012275468552	0.0775652	+0.0013604936080000001	-0.0013604936080000001	+1.9003474E-4	-1.69092136E-4	+3.80845132E-4	-3.80845132E-4	+2.6139472400000006E-4	-2.6139472400000006E-4	+0.0011309006160000001	-9.74994564E-4	-1.50476488E-4	+2.1097734400000003E-4	-1.1634780000000001E-5	+1.1634780000000001E-5	-1.4582257600000002E-4	+2.6915124399999997E-4	+2.4433038E-4	-0.0	+1.0859128000000001E-4	-0.0	+4.04890344E-4	-3.5137035600000003E-4	-0.00876098934	+0.00876098934	-3.1801732000000005E-5	+4.0333904E-5	+4.7314772E-5	-6.980868E-5	+5.429564E-6	-1.551304E-5	-5.010711920000001E-4	+7.64792872E-4	+2.03996476E-4	-2.03996476E-4	+9.3853892E-5	-0.0	+0.0	-0.0	+4.77801632E-4	-4.7702598000000005E-4	+1.9468865200000001E-4	-1.9468865200000001E-4	+3.1413906000000004E-4	-3.1413906000000004E-4	-4.4212164000000005E-5	+4.4212164000000005E-5	+6.76368544E-4	-6.79471152E-4	-1.2410432000000002E-5	+1.2410432000000002E-5	-1.7064344E-5	+1.7064344E-5	+0.0021718256	-0.0021718256	+0.0032383471	-0.0028885280480000003	+1.40393012E-4	-1.2875823200000002E-4	+1.1169388799999999E-4	-8.842432800000001E-5	-5.041738000000001E-4	+4.1807642800000005E-4	+9.7344326E-4	-9.7344326E-4	+4.1264686400000004E-4	-4.459999E-4	+8.532172E-6	-1.1634780000000001E-5	+0.0	-0.0	+1.745217E-4	-0.0	+9.990397760000001E-4	-7.942676480000001E-4	+2.2338777599999998E-4	-2.2338777599999998E-4	+8.8424328E-4	-7.70998088E-4	-6.205216000000001E-6	+6.205216000000001E-6	+2.26490384E-4	-2.26490384E-4	-0.004985891056	+0.004449915524	-7.53933744E-4	+7.53933744E-4	-0.001137105832	+0.001137105832	-0.002247063844	+0.0024231368480000003	+1.3418779599999999E-4	-1.3418779599999999E-4	-7.756520000000001E-7	+7.756520000000001E-7	+4.3436512E-5	-0.0	+0.0010455788960000002	-0.0010455788960000002	-3.6300513600000006E-4	+4.3436512000000004E-4	+8.547685040000002E-4	-6.817981080000001E-4	+0.00317629494	-0.0031274288640000003	+0.002160966472	-0.0020314325880000004	+1.86932132E-4	-1.42719968E-4	+3.43613836E-4	-3.43613836E-4	-1.3961735999999999E-5	+7.291128800000001E-5	+0.0030521906200000003	-0.002867585444

