 2.  77.88 0.349 0.015  0.3622  0.0994  0.0305  0.0017  0.0055  0.0021  0.0001  0.0080  0.0257  0.0129  0.0024  0.3503  0.5950
 2.  77.88 0.349 0.042  0.3688  0.1032  0.0343  0.0076  0.0165  0.0116  0.0095  0.0075  0.0125  0.0186  0.0079  0.3531  0.3570
 2.  77.88 0.349 0.072  0.3367  0.0919  0.0284  0.0098  0.0041  0.0079  0.0063  0.0132  0.0160  0.0066  0.0110  0.3624  0.3070
 2.  77.88 0.349 0.114  0.2666  0.0706  0.0147  0.0023  0.0036  0.0032  0.0013  0.0071  0.0101  0.0053  0.0019  0.3624  0.3630
 2.  77.88 0.349 0.207  0.0797  0.0185  0.0121  0.0017  0.0084  0.0040  0.0017  0.0034  0.0028  0.0059  0.0008  0.3665  0.5690
 2.  77.88 0.579 0.015  0.4438  0.0965  0.0229  0.0036  0.0110  0.0094  0.0013  0.0025  0.0147  0.0084  0.0029  0.5644  0.5670
 2.  77.88 0.579 0.042  0.5038  0.1082  0.0449  0.0127  0.0187  0.0060  0.0040  0.0060  0.0228  0.0297  0.0032  0.5648  0.3800
 2.  77.88 0.579 0.072  0.5559  0.1201  0.0420  0.0054  0.0202  0.0062  0.0060  0.0168  0.0114  0.0284  0.0057  0.5686  0.3590
 2.  77.88 0.579 0.114  0.2950  0.0581  0.0175  0.0065  0.0093  0.0025  0.0066  0.0023  0.0068  0.0077  0.0042  0.5636  0.4030
 2.  77.88 0.579 0.207  0.1526  0.0314  0.0137  0.0022  0.0051  0.0020  0.0026  0.0022  0.0045  0.0109  0.0016  0.5754  0.6170
 2.  77.88 0.776 0.015  0.5388  0.1423  0.1289  0.0385  0.0602  0.0487  0.0321  0.0703  0.0201  0.0525  0.0035  0.6632  0.5520
 2.  77.88 0.776 0.042  0.4840  0.1136  0.0786  0.0075  0.0281  0.0394  0.0059  0.0327  0.0209  0.0472  0.0050  0.6520  0.3550
 2.  77.88 0.776 0.072  0.4539  0.1033  0.0391  0.0131  0.0188  0.0028  0.0089  0.0125  0.0255  0.0101  0.0035  0.6661  0.3640
 2.  77.88 0.776 0.114  0.4037  0.0966  0.0363  0.0135  0.0140  0.0035  0.0054  0.0074  0.0198  0.0211  0.0026  0.6646  0.4130
 2.  77.88 0.776 0.207  0.1427  0.0357  0.0147  0.0019  0.0064  0.0037  0.0014  0.0063  0.0085  0.0066  0.0009  0.6649  0.5810
 2. 143.74 0.349 0.015  0.7666  0.1826  0.0755  0.0060  0.0246  0.0161  0.0073  0.0088  0.0359  0.0560  0.0160  0.5934  0.6270
