1 172 194 1 0.9714 3.2381e+02 0.4751 0.3340 0.8963 0.0000 0.2901 0.2717 4.8632 3.3205 0.0076 0.0072 0.0260 0.0247 0.0348 0.0464 0.0812 0.1746 0.3357 0.4357 0.0600 0.0075 0.0046 0.0164 0.0252 0.0916 0.0938 0.0640 0.0022 -0.0159 -0.0036 0.0007 0.0002 0.0255 0.0060 -0.0004 -0.0008 -0.0000 -0.0003 0.0001 0.0001 -0.0000 0.0000 0.0954 0.1086 0.0403 0.0343 -0.0161 0.0410 0.0841 0.1243 0.4130 0.2840 0.0751 0.3532 0.5092 0.8363 -0.7989 -0.5013 -1.8547 0.0000 0.5184 0.0365 0.2659 1.1008 0.0927 0.0179 1.3103 0.0624 0.0311 0.5000 1.8000 
1 194 216 1 0.9723 1.6982e+02 0.6336 0.3819 0.9137 0.0000 0.2572 0.2358 4.3014 3.4386 0.0059 0.0056 0.0311 0.0275 0.0339 0.0370 0.0629 0.1203 0.2629 0.4246 0.1257 0.0068 0.0040 0.0121 0.0175 0.0746 0.0952 0.1109 0.0366 -0.0204 -0.0131 0.0006 0.0003 0.0396 0.0051 0.0005 -0.0019 -0.0000 -0.0003 0.0001 0.0001 -0.0000 0.0000 0.1128 0.1692 0.0582 0.0617 0.0079 0.0832 0.1258 0.1626 0.3781 0.2625 0.0758 0.3055 0.5104 0.7914 -0.7261 -0.4823 -1.6819 0.0000 0.4351 0.0322 0.2262 0.9381 0.1925 0.0147 1.1689 0.0709 0.0309 0.5000 1.8000 
1 216 240 1 0.9731 9.4326e+01 0.4623 0.3343 0.9637 0.0000 0.2262 0.2116 3.7179 3.6202 0.0047 0.0045 0.0356 0.0266 0.0296 0.0284 0.0503 0.0874 0.2033 0.3660 0.1762 0.0081 0.0038 0.0103 0.0128 0.0569 0.0830 0.1352 0.0841 -0.0111 -0.0260 -0.0023 0.0005 0.0419 0.0014 0.0024 -0.0031 -0.0001 -0.0003 0.0001 0.0001 -0.0000 0.0000 0.1160 0.2273 0.0672 0.0915 0.0296 0.1290 0.1668 0.1949 0.3507 0.2468 0.0765 0.2555 0.5321 0.7639 -0.6718 -0.4579 -1.3849 0.0000 0.3650 0.0263 0.1895 0.7885 0.2749 0.0140 1.0573 0.0667 0.0087 0.5000 1.8000 
1 240 264 1 0.9740 5.2721e+01 0.5890 0.3318 1.0106 0.0000 0.2008 0.1978 3.2354 3.7590 0.0035 0.0034 0.0402 0.0239 0.0250 0.0223 0.0421 0.0688 0.1613 0.2970 0.2043 0.0096 0.0034 0.0087 0.0096 0.0409 0.0651 0.1432 0.1402 0.0254 -0.0342 -0.0109 0.0007 0.0367 -0.0029 0.0071 -0.0042 -0.0006 -0.0004 0.0001 0.0001 -0.0000 0.0000 0.1150 0.2893 0.0778 0.1337 0.0578 0.1832 0.2078 0.2264 0.3397 0.2449 0.0797 0.2110 0.5717 0.7547 -0.6268 -0.4187 -1.0365 0.0000 0.3126 0.0209 0.1594 0.6690 0.3245 0.0138 0.9756 0.0546 0.0090 0.5000 1.8000 
1 264 290 1 0.9748 3.0538e+01 0.7352 0.3215 1.0296 0.0000 0.2146 0.1838 2.9206 3.7676 0.0026 0.0026 0.0419 0.0211 0.0217 0.0193 0.0370 0.0565 0.1300 0.2303 0.2092 0.0096 0.0028 0.0072 0.0074 0.0302 0.0510 0.1353 0.1818 0.0824 -0.0234 -0.0244 -0.0009 0.0291 -0.0058 0.0135 -0.0030 -0.0014 -0.0006 0.0001 0.0001 -0.0000 0.0000 0.1100 0.3524 0.0919 0.1768 0.1034 0.2404 0.2403 0.2536 0.3352 0.2508 0.0821 0.1728 0.6313 0.7677 -0.5959 -0.3985 -0.7748 0.0000 0.2669 0.0158 0.1334 0.5750 0.3382 0.0121 0.9055 0.0423 0.0038 0.5000 1.8000 
1 290 318 1 0.9756 1.7513e+01 0.9517 0.3421 1.0099 0.0000 0.1882 0.1639 2.7647 3.7094 0.0021 0.0020 0.0401 0.0195 0.0197 0.0183 0.0331 0.0461 0.1040 0.1673 0.1923 0.0088 0.0022 0.0061 0.0062 0.0248 0.0424 0.1148 0.1947 0.1485 0.0276 -0.0365 -0.0089 0.0213 -0.0074 0.0218 0.0047 -0.0022 -0.0014 0.0000 0.0001 -0.0000 0.0000 0.1007 0.4044 0.1074 0.2117 0.1641 0.2899 0.2580 0.2719 0.3233 0.2566 0.0829 0.1377 0.7035 0.7968 -0.6208 -0.4265 -0.7399 0.0000 0.2185 0.0114 0.1100 0.4883 0.3233 0.0099 0.8357 0.0343 0.0100 0.5000 1.8000 
1 318 346 1 0.9764 1.0199e+01 0.9545 0.4816 0.9294 0.0000 0.2102 0.1460 2.6890 3.7057 0.0018 0.0018 0.0394 0.0202 0.0191 0.0177 0.0305 0.0394 0.0883 0.1233 0.1674 0.0081 0.0019 0.0055 0.0055 0.0224 0.0364 0.0965 0.1841 0.2016 0.1116 -0.0382 -0.0256 0.0156 -0.0078 0.0293 0.0186 -0.0028 -0.0030 -0.0004 0.0001 -0.0000 0.0000 0.0942 0.4258 0.1238 0.2423 0.2217 0.3281 0.2680 0.2826 0.3069 0.2622 0.0860 0.1108 0.7636 0.8201 -0.6932 -0.4816 -0.9906 0.0000 0.1772 0.0086 0.0927 0.4136 0.2931 0.0084 0.7496 0.0309 0.0164 0.5000 1.8000 
1 346 376 1 0.9772 6.1731e+00 0.4878 0.5729 0.7764 0.0000 0.2145 0.1325 2.5918 3.6147 0.0017 0.0016 0.0401 0.0221 0.0191 0.0163 0.0282 0.0355 0.0798 0.0982 0.1431 0.0075 0.0017 0.0048 0.0049 0.0207 0.0308 0.0838 0.1614 0.2225 0.2013 -0.0137 -0.0451 0.0117 -0.0075 0.0340 0.0357 -0.0026 -0.0055 -0.0024 0.0002 -0.0001 0.0000 0.0908 0.4164 0.1346 0.2700 0.2675 0.3586 0.2736 0.2835 0.2941 0.2607 0.0906 0.0931 0.7978 0.8245 -0.7469 -0.5103 -1.3617 0.0000 0.1465 0.0072 0.0802 0.3498 0.2509 0.0077 0.6673 0.0298 0.0061 0.5000 1.8000 
1 376 408 1 0.9779 3.7248e+00 0.2574 0.4739 0.5684 0.0000 0.1638 0.1252 2.4251 3.6357 0.0015 0.0015 0.0399 0.0243 0.0194 0.0147 0.0258 0.0330 0.0717 0.0830 0.1228 0.0070 0.0017 0.0041 0.0045 0.0191 0.0264 0.0717 0.1385 0.2191 0.2839 0.0619 -0.0579 0.0088 -0.0068 0.0361 0.0538 0.0029 -0.0077 -0.0069 -0.0003 -0.0004 0.0000 0.0885 0.3982 0.1414 0.2988 0.3050 0.3894 0.2804 0.2787 0.2932 0.2547 0.0975 0.0834 0.8141 0.8191 -0.7168 -0.4760 -1.6407 0.0000 0.1264 0.0065 0.0714 0.2980 0.2058 0.0077 0.6359 0.0295 0.0056 0.5000 1.8000 
1 408 442 1 0.9786 2.2517e+00 0.3017 0.4182 0.3651 0.0000 0.1741 0.1242 2.1994 3.7402 0.0014 0.0014 0.0396 0.0266 0.0199 0.0147 0.0240 0.0320 0.0630 0.0719 0.1069 0.0068 0.0018 0.0037 0.0044 0.0179 0.0245 0.0602 0.1211 0.2087 0.3451 0.1866 -0.0548 0.0064 -0.0058 0.0361 0.0678 0.0050 -0.0063 -0.0129 -0.0028 -0.0011 0.0000 0.0848 0.3964 0.1477 0.3286 0.3312 0.4173 0.2932 0.2711 0.3014 0.2511 0.1060 0.0773 0.8318 0.8120 -0.5669 -0.3756 -1.7280 0.0000 0.1147 0.0064 0.0656 0.2612 0.1702 0.0080 0.6523 0.0293 0.0114 0.5000 1.8000 
1 442 478 1 0.9793 1.3533e+00 0.3147 0.3621 0.2132 0.0000 0.2125 0.1241 1.9576 3.6983 0.0014 0.0014 0.0399 0.0281 0.0197 0.0155 0.0237 0.0317 0.0552 0.0619 0.0926 0.0069 0.0019 0.0039 0.0048 0.0168 0.0237 0.0516 0.1060 0.1922 0.3712 0.3178 -0.0146 0.0049 -0.0049 0.0335 0.0730 0.0140 0.0024 -0.0180 -0.0087 -0.0025 0.0000 0.0781 0.4405 0.1498 0.3553 0.3482 0.4371 0.3114 0.2568 0.3057 0.2479 0.1118 0.0699 0.8665 0.8029 -0.3337 -0.2401 -1.6504 0.0000 0.1045 0.0071 0.0604 0.2303 0.1436 0.0085 0.6752 0.0284 0.0196 0.5000 1.8000 
1 478 516 1 0.9800 8.0944e-01 0.2456 0.2825 0.1106 0.0000 0.1708 0.1220 1.7397 3.9454 0.0014 0.0014 0.0411 0.0273 0.0177 0.0156 0.0239 0.0302 0.0478 0.0521 0.0794 0.0072 0.0020 0.0048 0.0056 0.0158 0.0222 0.0449 0.0920 0.1693 0.3700 0.4144 0.0951 0.0042 -0.0040 0.0286 0.0695 0.0226 0.0153 -0.0184 -0.0170 -0.0045 0.0000 0.0708 0.5690 0.1539 0.3882 0.3832 0.4609 0.3449 0.2448 0.3050 0.2465 0.1137 0.0618 0.9214 0.7901 -0.1118 -0.1188 -1.4533 0.0000 0.0936 0.0081 0.0549 0.2000 0.1221 0.0091 0.6861 0.0265 0.0010 0.5000 1.8000 
1 516 556 1 0.9806 4.9158e-01 0.3123 0.2406 0.0449 0.0000 0.1865 0.1184 1.5687 4.3205 0.0014 0.0014 0.0446 0.0254 0.0146 0.0148 0.0242 0.0280 0.0417 0.0447 0.0693 0.0075 0.0021 0.0061 0.0065 0.0154 0.0202 0.0394 0.0815 0.1490 0.3636 0.4572 0.2810 0.0038 -0.0032 0.0228 0.0618 0.0272 0.0347 -0.0071 -0.0241 -0.0065 0.0000 0.0675 0.8183 0.1755 0.4415 0.4733 0.5024 0.4069 0.2582 0.3093 0.2541 0.1142 0.0570 0.9895 0.7691 0.0296 -0.0435 -1.1987 0.0000 0.0851 0.0090 0.0513 0.1756 0.1061 0.0097 0.6888 0.0242 0.0040 0.5000 1.8000 
1 556 598 1 0.9812 2.9791e-01 0.3860 0.2183 0.0102 0.0000 0.2087 0.1117 1.4537 4.5724 0.0014 0.0014 0.0506 0.0235 0.0126 0.0144 0.0258 0.0284 0.0385 0.0421 0.0624 0.0075 0.0022 0.0072 0.0070 0.0165 0.0182 0.0354 0.0747 0.1378 0.3658 0.4440 0.5130 0.0033 -0.0026 0.0169 0.0531 0.0279 0.0548 0.0232 -0.0255 -0.0066 0.0000 0.0694 1.2136 0.2224 0.5224 0.6427 0.5653 0.4994 0.3160 0.3212 0.2712 0.1137 0.0565 1.0630 0.7359 0.0883 0.0189 -1.0111 0.0001 0.0798 0.0093 0.0507 0.1610 0.0947 0.0101 0.6867 0.0223 0.0055 0.5000 1.8000 
1 598 642 1 0.9818 1.8176e-01 0.4812 0.2083 -0.0026 0.0000 0.2243 0.1002 1.3869 4.8136 0.0015 0.0015 0.0590 0.0218 0.0138 0.0144 0.0294 0.0332 0.0382 0.0448 0.0572 0.0070 0.0024 0.0075 0.0069 0.0193 0.0165 0.0324 0.0693 0.1359 0.3807 0.3903 0.7490 0.0027 -0.0023 0.0119 0.0445 0.0258 0.0716 0.0749 -0.0127 -0.0017 0.0000 0.0758 1.7534 0.2932 0.6317 0.8968 0.6479 0.6155 0.4243 0.3368 0.2939 0.1112 0.0596 1.1371 0.6929 0.0977 0.0110 -1.0090 0.0004 0.0755 0.0093 0.0536 0.1561 0.0855 0.0099 0.6806 0.0211 0.0050 0.5000 1.8000 
1 642 688 1 0.9823 1.1074e-01 0.6280 0.2131 -0.0049 0.0000 0.2361 0.0853 1.3468 5.0392 0.0015 0.0015 0.0709 0.0200 0.0195 0.0142 0.0345 0.0416 0.0399 0.0534 0.0524 0.0063 0.0027 0.0073 0.0066 0.0235 0.0154 0.0298 0.0641 0.1411 0.4098 0.3243 0.9543 0.0022 -0.0021 0.0084 0.0365 0.0227 0.0838 0.1453 0.0247 0.0105 0.0000 0.0869 2.4023 0.3856 0.7632 1.2216 0.7466 0.7439 0.5772 0.3576 0.3227 0.1070 0.0656 1.2086 0.6491 0.0903 -0.0073 -1.1921 0.0008 0.0708 0.0093 0.0592 0.1606 0.0775 0.0094 0.6805 0.0200 0.0118 0.5000 1.8000 
1 688 736 1 0.9828 6.7442e-02 0.7641 0.2053 -0.0040 0.0000 0.2513 0.0700 1.3122 5.1479 0.0015 0.0015 0.0853 0.0181 0.0295 0.0135 0.0408 0.0513 0.0430 0.0685 0.0478 0.0058 0.0030 0.0071 0.0064 0.0289 0.0146 0.0273 0.0584 0.1504 0.4524 0.2711 1.1109 0.0019 -0.0021 0.0064 0.0294 0.0193 0.0908 0.2279 0.0886 0.0292 0.0000 0.1017 3.1141 0.4966 0.9086 1.5948 0.8578 0.8750 0.7647 0.3877 0.3597 0.1017 0.0733 1.2787 0.6146 0.0842 -0.0097 -1.4367 0.0016 0.0653 0.0094 0.0659 0.1736 0.0698 0.0087 0.7003 0.0187 0.0265 0.5000 1.8000 
1 736 786 1 0.9832 4.1669e-02 0.9105 0.2130 -0.0027 0.0000 0.3203 0.0567 1.2684 5.1266 0.0015 0.0015 0.0992 0.0161 0.0427 0.0126 0.0480 0.0608 0.0475 0.0881 0.0432 0.0054 0.0033 0.0068 0.0063 0.0349 0.0138 0.0247 0.0522 0.1599 0.5019 0.2419 1.2166 0.0018 -0.0021 0.0053 0.0236 0.0160 0.0928 0.3121 0.1702 0.0521 0.0000 0.1175 3.8509 0.6170 1.0612 1.9955 0.9768 1.0020 0.9760 0.4236 0.4010 0.0957 0.0810 1.3488 0.5912 0.0813 -0.0111 -1.6010 0.0017 0.0594 0.0091 0.0723 0.1922 0.0622 0.0078 0.7349 0.0173 0.0116 0.5000 1.8000 
1 786 838 1 0.9836 2.5291e-02 1.1875 0.2677 -0.0018 0.0000 0.3528 0.0469 1.2065 5.2923 0.0014 0.0014 0.1106 0.0142 0.0576 0.0117 0.0552 0.0690 0.0522 0.1087 0.0387 0.0050 0.0035 0.0065 0.0059 0.0405 0.0127 0.0221 0.0461 0.1669 0.5519 0.2367 1.2776 0.0017 -0.0019 0.0045 0.0191 0.0128 0.0901 0.3897 0.2598 0.0768 0.0000 0.1311 4.5844 0.7362 1.2146 2.4039 1.0979 1.1205 1.1982 0.4585 0.4402 0.0889 0.0875 1.4162 0.5743 0.0769 -0.0117 -1.6179 0.0050 0.0537 0.0082 0.0777 0.2131 0.0551 0.0070 0.7680 0.0161 0.0299 0.5000 1.8000 
1 838 894 1 0.9840 1.5063e-02 1.5324 0.2166 -0.0012 0.0000 0.3590 0.0407 1.1270 5.4027 0.0013 0.0013 0.1194 0.0128 0.0737 0.0108 0.0610 0.0756 0.0562 0.1291 0.0347 0.0047 0.0035 0.0060 0.0054 0.0454 0.0115 0.0195 0.0409 0.1713 0.6033 0.2536 1.3051 0.0016 -0.0018 0.0038 0.0159 0.0100 0.0837 0.4614 0.3573 0.1017 0.0000 0.1418 5.3036 0.8522 1.3666 2.8081 1.2198 1.2316 1.4234 0.4938 0.4791 0.0814 0.0925 1.4810 0.5635 0.0708 -0.0119 -1.5106 0.0410 0.0486 0.0073 0.0820 0.2368 0.0490 0.0063 0.7931 0.0154 0.0422 0.5000 1.8000 
1 894 952 1 0.9843 9.0777e-03 1.9168 0.2657 -0.0008 0.0000 0.3519 0.0376 1.0410 5.3880 0.0012 0.0012 0.1262 0.0119 0.0896 0.0099 0.0651 0.0810 0.0593 0.1487 0.0313 0.0045 0.0034 0.0055 0.0048 0.0496 0.0103 0.0172 0.0366 0.1751 0.6565 0.2881 1.3124 0.0015 -0.0015 0.0033 0.0136 0.0080 0.0758 0.5290 0.4604 0.1251 0.0000 0.1505 5.9781 0.9631 1.5134 3.1891 1.3397 1.3353 1.6404 0.5333 0.5212 0.0743 0.0968 1.5458 0.5617 0.0670 -0.0120 -1.3636 -0.1560 0.0441 0.0065 0.0857 0.2639 0.0438 0.0057 0.8062 0.0151 0.1242 0.5000 1.8000 
1 952 1012 1 0.9846 5.6098e-03 2.3991 0.2761 -0.0006 0.0000 0.4510 0.0359 0.9600 5.5997 0.0011 0.0011 0.1315 0.0111 0.1034 0.0091 0.0681 0.0855 0.0615 0.1658 0.0285 0.0046 0.0030 0.0051 0.0043 0.0533 0.0091 0.0154 0.0332 0.1789 0.7049 0.3280 1.3145 0.0013 -0.0013 0.0030 0.0121 0.0069 0.0685 0.5880 0.5565 0.1445 0.0000 0.1576 6.5664 1.0625 1.6469 3.5242 1.4491 1.4270 1.8346 0.5735 0.5629 0.0686 0.1008 1.6099 0.5665 0.0666 -0.0120 -1.2575 -1.3181 0.0403 0.0059 0.0890 0.2903 0.0394 0.0052 0.8042 0.0149 0.2379 0.5000 1.8000 
