1 172 194 1 0.9768 9.3602e+01 0.9336 0.5054 0.9776 14.5457 0.7112 0.3049 3.1256 4.2486 0.0060 0.0044 0.0315 0.0245 0.0360 0.0507 0.1095 0.2011 0.3802 0.5047 0.0967 0.0056 0.0040 0.0236 0.0268 0.1163 0.0648 0.0665 0.0178 -0.0119 -0.0035 0.0005 0.0007 0.0008 0.0077 0.0019 -0.0009 -0.0000 -0.0003 -0.0005 -0.0020 -0.0003 0.0000 0.1232 0.1609 0.0508 0.0532 -0.0180 0.0741 0.1228 0.1718 0.4885 0.3380 0.0907 0.4107 0.6218 1.0042 -1.5091 -0.3780 -2.2331 0.0000 0.5886 0.0394 0.3060 1.2798 0.1451 0.0181 5.8991 0.7674 0.0063 0.5000 1.8000 
1 194 216 1 0.9778 4.2180e+01 1.2937 0.5375 1.0049 15.1503 0.7705 0.3202 2.9493 4.5428 0.0032 0.0026 0.0361 0.0264 0.0344 0.0387 0.0762 0.1420 0.3043 0.4979 0.1731 0.0055 0.0033 0.0167 0.0237 0.0854 0.0769 0.0847 0.0498 0.0070 -0.0083 0.0004 0.0007 0.0008 0.0042 0.0020 -0.0011 -0.0000 -0.0003 -0.0005 -0.0020 -0.0003 0.0000 0.1314 0.2438 0.0676 0.1017 0.0118 0.1349 0.1831 0.2213 0.4728 0.3248 0.0908 0.3563 0.6952 1.0265 -1.4481 -0.3954 -1.5462 0.0000 0.5240 0.0354 0.2659 1.1582 0.2665 0.0154 5.4432 0.7286 0.0670 0.5000 1.8000 
1 216 240 1 0.9786 2.0007e+01 1.0372 0.7707 1.0994 15.5592 0.7156 0.3404 2.7769 4.8337 0.0018 0.0020 0.0429 0.0318 0.0358 0.0342 0.0551 0.1116 0.2497 0.4326 0.2297 0.0055 0.0022 0.0129 0.0211 0.0617 0.0877 0.1052 0.1071 0.0213 -0.0113 -0.0011 0.0007 0.0008 0.0009 0.0020 -0.0012 -0.0000 -0.0003 -0.0005 -0.0020 -0.0003 0.0000 0.1338 0.3274 0.0903 0.1580 0.0789 0.2053 0.2441 0.2724 0.4562 0.3213 0.1014 0.3060 0.7423 1.0282 -1.3534 -0.3731 -1.2645 0.0000 0.4542 0.0312 0.2342 0.9975 0.3553 0.0153 5.1927 0.6932 0.0168 0.5000 1.8000 
1 240 264 1 0.9792 9.6701e+00 1.4405 0.5977 1.2249 15.6058 0.6791 0.3535 2.6137 5.1190 0.0015 0.0019 0.0491 0.0337 0.0346 0.0283 0.0453 0.0922 0.2011 0.3446 0.2586 0.0055 0.0010 0.0103 0.0168 0.0468 0.0855 0.1369 0.1769 0.0623 -0.0099 -0.0078 0.0007 0.0008 0.0033 0.0020 -0.0012 -0.0002 -0.0003 -0.0005 -0.0020 -0.0003 0.0000 0.1442 0.4028 0.1192 0.2083 0.1572 0.2739 0.2887 0.3090 0.4387 0.3194 0.1040 0.2582 0.8209 1.0525 -1.2762 -0.3330 -1.3464 0.0000 0.3864 0.0249 0.2060 0.8360 0.4010 0.0154 5.2370 0.6843 0.0112 0.5000 1.8000 
1 264 290 1 0.9797 4.6882e+00 2.0274 0.7339 1.2667 15.3181 0.7379 0.3619 2.4863 5.3909 0.0015 0.0018 0.0503 0.0293 0.0287 0.0198 0.0390 0.0725 0.1530 0.2673 0.2616 0.0055 0.0005 0.0077 0.0116 0.0340 0.0714 0.1550 0.2264 0.1218 0.0129 -0.0211 -0.0011 0.0008 0.0042 0.0020 -0.0011 -0.0008 -0.0003 -0.0005 -0.0020 -0.0003 0.0000 0.1537 0.4796 0.1493 0.2583 0.2325 0.3450 0.3247 0.3367 0.4293 0.3238 0.0989 0.2133 0.9483 1.1142 -1.2199 -0.3076 -1.5809 0.0000 0.3275 0.0168 0.1722 0.7138 0.4108 0.0132 5.4616 0.7130 0.0420 0.5000 1.8000 
1 290 318 1 0.9801 2.1356e+00 3.0447 0.7445 1.1928 14.8409 0.7714 0.3861 2.3744 5.5404 0.0014 0.0017 0.0477 0.0216 0.0207 0.0110 0.0337 0.0558 0.1221 0.2139 0.2512 0.0055 0.0009 0.0046 0.0064 0.0236 0.0534 0.1464 0.2498 0.2069 0.0976 -0.0277 -0.0066 0.0008 0.0044 0.0020 0.0009 -0.0016 -0.0003 -0.0005 -0.0020 -0.0003 0.0000 0.1570 0.5723 0.1814 0.3338 0.3274 0.4413 0.3770 0.3813 0.4481 0.3497 0.1039 0.1764 1.0912 1.1905 -1.2730 -0.3170 -1.5530 0.0000 0.2816 0.0087 0.1421 0.6326 0.4027 0.0091 5.7982 0.7540 0.0756 0.5000 1.8000 
1 318 346 1 0.9804 9.4839e-01 3.3522 0.8517 1.0590 14.4097 0.8535 0.4305 2.2406 5.6879 0.0012 0.0015 0.0463 0.0159 0.0151 0.0054 0.0304 0.0462 0.1120 0.1825 0.2382 0.0055 0.0010 0.0018 0.0027 0.0179 0.0376 0.1238 0.2532 0.2927 0.2421 0.0431 -0.0139 0.0008 0.0041 0.0028 0.0037 -0.0014 -0.0002 -0.0005 -0.0020 -0.0003 0.0000 0.1585 0.6797 0.2185 0.4282 0.4364 0.5499 0.4425 0.4396 0.4919 0.3985 0.1227 0.1528 1.2072 1.2473 -1.4489 -0.3528 -1.0167 0.0000 0.2513 0.0036 0.1269 0.5830 0.3831 0.0052 6.1583 0.7169 0.0151 0.5000 1.8000 
1 346 376 1 0.9806 4.3204e-01 1.8983 1.1944 0.9032 14.3653 1.0422 0.4646 2.1395 5.9981 0.0011 0.0013 0.0505 0.0132 0.0126 0.0029 0.0272 0.0397 0.1067 0.1609 0.2201 0.0054 0.0010 0.0001 0.0009 0.0154 0.0257 0.1009 0.2398 0.3401 0.3844 0.0878 -0.0178 0.0008 0.0031 0.0062 0.0105 0.0009 0.0002 -0.0006 -0.0020 -0.0003 0.0000 0.1575 0.7855 0.2451 0.5075 0.5258 0.6332 0.4949 0.4788 0.5205 0.4440 0.1447 0.1412 1.2812 1.2594 -1.6407 -0.3645 -0.2770 0.0000 0.2276 0.0014 0.1206 0.5317 0.3441 0.0023 6.6177 0.6046 0.0548 0.5000 1.8000 
1 376 408 1 0.9807 1.8274e-01 1.2245 1.0846 0.7218 14.8433 0.9979 0.4751 2.1331 6.8028 0.0011 0.0012 0.0606 0.0123 0.0116 0.0021 0.0220 0.0321 0.0940 0.1368 0.1974 0.0049 0.0010 -0.0008 0.0009 0.0139 0.0184 0.0823 0.2174 0.3406 0.4954 0.1661 0.0037 0.0008 0.0019 0.0120 0.0193 0.0021 0.0021 -0.0018 -0.0020 -0.0004 0.0000 0.1525 0.9131 0.2547 0.5796 0.6027 0.6985 0.5411 0.4974 0.5155 0.4708 0.1656 0.1353 1.3667 1.2729 -1.6951 -0.3242 0.2831 0.0000 0.2062 0.0007 0.1160 0.4641 0.2923 0.0007 7.1746 0.4963 0.0367 0.5000 1.8000 
1 408 442 1 0.9808 7.4807e-02 1.8157 1.5495 0.5070 15.6964 0.9656 0.4898 2.1391 7.7302 0.0010 0.0012 0.0720 0.0120 0.0112 0.0020 0.0156 0.0242 0.0731 0.1086 0.1758 0.0035 0.0010 -0.0011 0.0009 0.0120 0.0150 0.0669 0.1968 0.3270 0.6075 0.3873 0.0966 0.0008 0.0009 0.0144 0.0260 0.0029 0.0097 -0.0040 -0.0021 -0.0004 0.0000 0.1473 1.1599 0.2831 0.7019 0.7315 0.8032 0.6372 0.5383 0.5173 0.5007 0.1848 0.1273 1.5454 1.3665 -1.4330 -0.2510 0.5350 0.0000 0.1904 0.0007 0.1096 0.4154 0.2448 0.0003 7.7795 0.4348 0.0105 0.5000 1.8000 
1 442 478 1 0.9809 2.8758e-02 2.5192 1.3733 0.2949 16.7484 1.3337 0.5364 2.0846 8.5089 0.0010 0.0012 0.0865 0.0119 0.0109 0.0020 0.0139 0.0191 0.0523 0.0856 0.1538 0.0017 0.0010 -0.0012 0.0009 0.0097 0.0136 0.0537 0.1821 0.3296 0.7542 0.6907 0.3636 0.0008 0.0007 0.0111 0.0296 0.0032 0.0301 0.0034 -0.0026 -0.0005 0.0000 0.1460 1.6200 0.3783 0.9104 0.9892 0.9961 0.8279 0.6493 0.5817 0.5625 0.1955 0.1126 1.8361 1.5418 -0.9148 -0.1720 0.5003 0.0000 0.1838 0.0007 0.0988 0.4200 0.2119 0.0005 8.4900 0.4102 0.0658 0.5000 1.8000 
1 478 516 1 0.9810 1.0142e-02 2.3069 1.3041 0.1413 17.8408 1.5619 0.5991 2.0008 9.5142 0.0010 0.0012 0.1101 0.0114 0.0107 0.0020 0.0164 0.0184 0.0383 0.0798 0.1352 0.0019 0.0010 -0.0012 0.0009 0.0080 0.0125 0.0445 0.1783 0.3456 0.9051 0.9646 0.7729 0.0008 0.0009 0.0061 0.0309 0.0033 0.0668 0.0352 -0.0037 -0.0006 0.0000 0.1541 2.3037 0.5296 1.1674 1.3798 1.2494 1.0797 0.8233 0.6978 0.6543 0.1901 0.0943 2.1863 1.7266 -0.4123 -0.1058 0.2063 0.0000 0.1868 0.0007 0.0856 0.4581 0.2010 0.0006 9.4199 0.4024 0.1227 0.5000 1.8000 
1 516 556 1 0.9810 3.2916e-03 4.0135 2.2147 0.0572 18.7427 2.1984 0.6280 1.8625 11.3902 0.0010 0.0012 0.1390 0.0103 0.0106 0.0020 0.0174 0.0207 0.0312 0.0980 0.1302 0.0018 0.0010 -0.0012 0.0009 0.0072 0.0105 0.0396 0.1863 0.3563 0.9963 1.1077 1.1970 0.0008 0.0009 0.0025 0.0314 0.0033 0.1108 0.0859 -0.0049 -0.0006 0.0000 0.1715 3.1154 0.6735 1.3809 1.8030 1.4596 1.2991 0.9905 0.8016 0.7410 0.1726 0.0793 2.4875 1.8232 -0.0802 -0.0614 -0.2593 0.0000 0.1958 0.0007 0.0745 0.4806 0.2091 0.0006 10.6626 0.4003 0.8461 0.5000 1.8000 
1 556 642 1 0.9810 6.5719e-04 6.6226 2.4373 0.0108 19.6556 1.5544 0.5796 1.5138 13.0803 0.0010 0.0012 0.1743 0.0077 0.0106 0.0020 0.0186 0.0224 0.0279 0.1547 0.1460 -0.0025 0.0010 -0.0012 0.0009 0.0113 0.0061 0.0391 0.2052 0.3502 1.0158 1.0921 1.6917 0.0008 0.0010 -0.0010 0.0348 0.0033 0.1687 0.1744 0.0096 0.0043 0.0000 0.2059 4.3304 0.8211 1.5624 2.3504 1.6135 1.4979 1.1688 0.8794 0.8194 0.1518 0.0712 2.7516 1.7772 0.1402 0.0838 -1.0986 0.0000 0.2090 0.0007 0.0697 0.4530 0.2312 0.0006 12.9409 0.3996 1.1889 0.5000 1.8000 
1 642 894 1 0.9810 1.1986e-05 29.4746 5.5497 -0.0027 30.7182 3.1262 0.3843 -0.2007 19.6939 0.0010 0.0012 0.3220 0.0066 0.0106 0.0020 0.0529 0.0492 0.0526 0.4323 0.1927 -0.0028 0.0010 -0.0012 0.0009 0.2166 0.0021 0.1732 0.2526 0.3918 1.9414 1.0266 4.7102 0.0008 0.0010 -0.0018 0.2012 0.0033 0.5511 1.2867 0.8329 0.2200 0.0000 0.6378 13.7829 2.4669 4.0002 7.4970 3.6701 3.7726 3.7243 1.6467 1.4891 0.4031 0.2742 5.4118 2.4462 0.2312 0.0981 -10.3174 0.0000 0.2263 0.0007 0.2783 0.3288 0.2724 0.0006 31.3996 0.3995 1.6954 0.5000 1.8000 
