coalition_labels,size,chi2,is_outlier
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.01350557,1
cbar|sbar|ubar|dbar|g|u|s|c,8,0.01255331,1
cbar|sbar|ubar|dbar|g|d|u|c,8,0.01203418,1
cbar|ubar|dbar|g|d|u|s|c,8,0.01170789,0
cbar|sbar|ubar|g|d|u|s|c,8,0.01130818,0
cbar|sbar|ubar|dbar|g|u|c,7,0.01120707,0
cbar|ubar|dbar|g|u|s|c,7,0.01083440,0
cbar|sbar|ubar|dbar|d|u|s|c,8,0.01080416,0
cbar|sbar|dbar|g|d|u|s|c,8,0.01056181,0
cbar|ubar|dbar|g|d|u|c,7,0.01036946,0
cbar|sbar|ubar|g|u|s|c,7,0.01027498,0
sbar|ubar|dbar|g|d|u|s|c,8,0.01020526,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.01008134,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.00998592,0
cbar|sbar|dbar|g|u|s|c,7,0.00988078,0
cbar|sbar|ubar|g|d|u|c,7,0.00984298,0
cbar|ubar|g|d|u|s|c,7,0.00980029,0
cbar|sbar|ubar|dbar|u|s|c,7,0.00975046,0
cbar|ubar|dbar|g|u|c,6,0.00962113,0
sbar|ubar|dbar|g|u|s|c,7,0.00945615,0
cbar|sbar|dbar|g|d|u|c,7,0.00943367,0
cbar|sbar|ubar|d|u|s|c,7,0.00934199,0
cbar|sbar|ubar|dbar|g|u|s,7,0.00930951,0
cbar|sbar|ubar|dbar|g|s|c,7,0.00925522,0
cbar|sbar|ubar|dbar|d|u|c,7,0.00924223,0
cbar|ubar|dbar|d|u|s|c,7,0.00905883,0
cbar|dbar|g|d|u|s|c,7,0.00903075,0
sbar|ubar|dbar|g|d|u|c,7,0.00901380,0
cbar|sbar|ubar|g|u|c,6,0.00893493,0
cbar|sbar|dbar|g|u|c,6,0.00887779,0
cbar|sbar|ubar|dbar|g|d|u,7,0.00887539,0
cbar|sbar|ubar|dbar|g|d|c,7,0.00884622,0
cbar|ubar|g|u|s|c,6,0.00884587,0
