player,coalition_without,v_without,v_with,delta_v,is_outlier
u,cbar|sbar|ubar|dbar|d|s|c,0.00723033,0.01080416,0.00357383,0
u,cbar|sbar|ubar|dbar|g|d|s|c,0.00998592,0.01350557,0.00351965,0
c,cbar|sbar|ubar|dbar|g|d|u|s,0.01008134,0.01350557,0.00342423,0
u,cbar|sbar|ubar|dbar|s|c,0.00639819,0.00975046,0.00335227,0
cbar,sbar|ubar|dbar|g|d|u|s|c,0.01020526,0.01350557,0.00330031,0
u,cbar|sbar|ubar|dbar|g|s|c,0.00925522,0.01255331,0.00329809,0
c,cbar|sbar|ubar|dbar|d|u|s,0.00750972,0.01080416,0.00329444,0
cbar,sbar|ubar|dbar|d|u|s|c,0.00755237,0.01080416,0.00325179,0
c,cbar|sbar|ubar|dbar|g|u|s,0.00930951,0.01255331,0.00324380,0
u,cbar|sbar|ubar|dbar|d|c,0.00600010,0.00924223,0.00324214,0
ubar,cbar|sbar|d|u|s|c,0.00611132,0.00934199,0.00323067,0
u,cbar|sbar|ubar|d|s|c,0.00611191,0.00934199,0.00323007,0
cbar,sbar|ubar|g|d|u|s|c,0.00808911,0.01130818,0.00321907,0
u,cbar|ubar|dbar|d|s|c,0.00584454,0.00905883,0.00321428,0
c,cbar|sbar|ubar|g|d|u|s,0.00811460,0.01130818,0.00319358,0
u,cbar|sbar|ubar|dbar|g|d|c,0.00884622,0.01203418,0.00318796,0
u,cbar|sbar|ubar|g|d|s|c,0.00813229,0.01130818,0.00317589,0
cbar,sbar|ubar|d|u|s|c,0.00617143,0.00934199,0.00317055,0
u,cbar|ubar|dbar|g|d|s|c,0.00854778,0.01170789,0.00316010,0
c,cbar|sbar|ubar|dbar|g|d|u,0.00887539,0.01203418,0.00315878,0
c,cbar|ubar|dbar|g|d|u|s,0.00856432,0.01170789,0.00314357,0
g,cbar|sbar|dbar|c,0.00345337,0.00657346,0.00312009,0
ubar,cbar|sbar|dbar|d|u|s|c,0.00768788,0.01080416,0.00311628,0
c,cbar|sbar|ubar|dbar|u|s,0.00663645,0.00975046,0.00311401,0
cbar,sbar|ubar|dbar|g|u|s|c,0.00945615,0.01255331,0.00309716,0
g,sbar|dbar|c,0.00195238,0.00502394,0.00307156,0
g,cbar|dbar|c,0.00254594,0.00561368,0.00306775,0
g,cbar|sbar|dbar|u|c,0.00581188,0.00887779,0.00306591,0
c,cbar|sbar|ubar|d|u|s,0.00627820,0.00934199,0.00306379,0
ubar,cbar|sbar|g|d|u|s|c,0.00825006,0.01130818,0.00305812,0
cbar,sbar|ubar|dbar|u|s|c,0.00670182,0.00975046,0.00304864,0
cbar,ubar|dbar|g|d|u|s|c,0.00866688,0.01170789,0.00304101,0
g,cbar|sbar|dbar|s|c,0.00421521,0.00724476,0.00302955,0
c,cbar|sbar|ubar|dbar|d|u,0.00621324,0.00924223,0.00302900,0
u,cbar|sbar|ubar|dbar|c,0.00529310,0.00831368,0.00302058,0
cbar,sbar|ubar|dbar|g|d|u|c,0.00901380,0.01203418,0.00302038,0
g,dbar|c,0.00130424,0.00432347,0.00301923,0
g,cbar|sbar|dbar|d|c,0.00388913,0.00690778,0.00301865,0
g,sbar|dbar|u|c,0.00369568,0.00671306,0.00301738,0
cbar,sbar|ubar|g|u|s|c,0.00725906,0.01027498,0.00301592,0
c,cbar|ubar|dbar|d|u|s,0.00604505,0.00905883,0.00301378,0
g,cbar|dbar|u|c,0.00454490,0.00755847,0.00301357,0
c,cbar|sbar|ubar|g|u|s,0.00726183,0.01027498,0.00301315,0
u,cbar|sbar|ubar|s|c,0.00519882,0.00820734,0.00300852,0
u,cbar|ubar|dbar|s|c,0.00509118,0.00808390,0.00299272,0
cbar,ubar|dbar|d|u|s|c,0.00606634,0.00905883,0.00299249,0
g,cbar|sbar|dbar,0.00180773,0.00479803,0.00299030,0
g,sbar|dbar|s|c,0.00243429,0.00541532,0.00298103,0
c,cbar|sbar|ubar|dbar|g|u,0.00822872,0.01120707,0.00297835,0
g,cbar|dbar|s|c,0.00317481,0.00615202,0.00297721,0
g,cbar|sbar|dbar|u|s|c,0.00690542,0.00988078,0.00297537,0
cbar,sbar|ubar|dbar|d|u|c,0.00627038,0.00924223,0.00297186,0
g,sbar|dbar|d|c,0.00218499,0.00515511,0.00297012,0
cbar,sbar|ubar|u|s|c,0.00523994,0.00820734,0.00296740,0
u,cbar|sbar|ubar|dbar|g|c,0.00824067,0.01120707,0.00296640,0
g,cbar|dbar|d|c,0.00290292,0.00586923,0.00296631,0
g,dbar|u|c,0.00268800,0.00565304,0.00296504,0
g,cbar|sbar|dbar|d|u|c,0.00646920,0.00943367,0.00296447,0
ubar,cbar|d|u|s|c,0.00492238,0.00788644,0.00296406,0
c,cbar|ubar|dbar|g|u|s,0.00787127,0.01083440,0.00296314,0
cbar,ubar|g|d|u|s|c,0.00684053,0.00980029,0.00295977,0
ubar,cbar|sbar|u|s|c,0.00524790,0.00820734,0.00295944,0
u,sbar|ubar|dbar|d|s|c,0.00459376,0.00755237,0.00295862,0
