#: table_doi: 10.17182/hepdata.88043.v1/t4
#: name: Table 4
#: description: Summary of the measured values of $d\sigma / d{m}$ (pb/GeV) in the dielectron channel with the statistical ($\delta_{\text{stat}}$), experimental ($\delta_{\text{exp}}$) and theoretical ($\delta_{\text{theo}}$) uncertainties, respectively. Here, $\delta_{\text{tot}}$ is the quadratic sum of the three components.
#: data_file: table_4.yaml
#: keyword reactions: P P --> GAMMA* X | P P --> Z0 X | P P --> LEPTON+ LEPTON- X | P P --> E+ E- X
#: keyword phrases: Inclusive | Single Differential Cross Section | Proton-Proton Scattering | Drell Yan | Z Production | Electron production
#: keyword cmenergies: 13000
#: keyword observables: DSIG/DM
#: Reaction,,,P P --> E+ E- X
#: SQRT(S) [TeV],,,13
$M_{ee}$ [GEV],$M_{ee}$ [GEV] LOW,$M_{ee}$ [GEV] HIGH,D(SIG)/DM [PB/GEV],$\delta_{\text{stat}}$ +,$\delta_{\text{stat}}$ -,$\delta_{\text{exp}}$ +,$\delta_{\text{exp}}$ -,$\delta_{\text{theo}}$ +,$\delta_{\text{theo}}$ -
17.5	15.0	20.0	220.0	5.4	-5.4	12.0	-12.0	12.0	-12.0
22.5	20.0	25.0	100.0	3.0	-3.0	5.4	-5.4	4.8	-4.8
27.5	25.0	30.0	51.0	1.8	-1.8	2.8	-2.8	4.9	-4.9
32.5	30.0	35.0	28.0	1.1	-1.1	1.6	-1.6	4.3	-4.3
37.5	35.0	40.0	19.0	0.73	-0.73	1.3	-1.3	3.0	-3.0
42.5	40.0	45.0	11.0	0.46	-0.46	0.85	-0.85	1.6	-1.6
47.5	45.0	50.0	8.2	0.32	-0.32	0.63	-0.63	0.95	-0.95
52.5	50.0	55.0	5.7	0.26	-0.26	0.42	-0.42	0.53	-0.53
57.5	55.0	60.0	5.7	0.21	-0.21	0.39	-0.39	0.43	-0.43
62.0	60.0	64.0	4.3	0.26	-0.26	0.27	-0.27	0.28	-0.28
66.0	64.0	68.0	4.8	0.24	-0.24	0.27	-0.27	0.27	-0.27
70.0	68.0	72.0	5.5	0.27	-0.27	0.28	-0.28	0.26	-0.26
74.0	72.0	76.0	6.8	0.28	-0.28	0.3	-0.3	0.27	-0.27
78.5	76.0	81.0	10.0	0.29	-0.29	0.38	-0.38	0.34	-0.34
83.5	81.0	86.0	24.0	0.38	-0.38	0.82	-0.82	0.68	-0.68
88.5	86.0	91.0	150.0	0.6	-0.6	4.8	-4.8	3.4	-3.4
93.5	91.0	96.0	150.0	0.54	-0.54	5.2	-5.2	3.0	-3.0
98.5	96.0	101.0	13.0	0.18	-0.18	0.47	-0.47	0.21	-0.21
103.5	101.0	106.0	4.9	0.1	-0.1	0.19	-0.19	0.067	-0.067
108.0	106.0	110.0	2.6	0.095	-0.095	0.12	-0.12	0.032	-0.032
112.5	110.0	115.0	1.5	0.062	-0.062	0.077	-0.077	0.017	-0.017
117.5	115.0	120.0	1.1	0.048	-0.048	0.056	-0.056	0.012	-0.012
123.0	120.0	126.0	0.79	0.035	-0.035	0.042	-0.042	0.0088	-0.0088
129.5	126.0	133.0	0.57	0.025	-0.025	0.037	-0.037	0.0066	-0.0066
137.0	133.0	141.0	0.33	0.019	-0.019	0.027	-0.027	0.0039	-0.0039
145.5	141.0	150.0	0.31	0.016	-0.016	0.027	-0.027	0.0036	-0.0036
155.0	150.0	160.0	0.17	0.011	-0.011	0.015	-0.015	0.0019	-0.0019
165.5	160.0	171.0	0.14	0.0089	-0.0089	0.013	-0.013	0.0014	-0.0014
178.0	171.0	185.0	0.1	0.0065	-0.0065	0.0098	-0.0098	0.0009	-0.0009
192.5	185.0	200.0	0.054	0.0044	-0.0044	0.0054	-0.0054	0.00046	-0.00046
210.0	200.0	220.0	0.043	0.0032	-0.0032	0.0043	-0.0043	0.00038	-0.00038
231.5	220.0	243.0	0.03	0.0024	-0.0024	0.0032	-0.0032	0.00022	-0.00022
258.0	243.0	273.0	0.015	0.0015	-0.0015	0.0016	-0.0016	0.0001	-0.0001
296.5	273.0	320.0	0.0093	0.00079	-0.00079	0.00099	-0.00099	6e-05	-6e-05
350.0	320.0	380.0	0.0049	0.0005	-0.0005	0.00052	-0.00052	2.8e-05	-2.8e-05
410.0	380.0	440.0	0.0028	0.00036	-0.00036	0.00032	-0.00032	1.3e-05	-1.3e-05
475.0	440.0	510.0	0.0005	0.00019	-0.00019	6.4e-05	-6.4e-05	2e-06	-2e-06
555.0	510.0	600.0	0.00059	0.00012	-0.00012	8.3e-05	-8.3e-05	2.2e-06	-2.2e-06
650.0	600.0	700.0	0.00032	8.2e-05	-8.2e-05	5.6e-05	-5.6e-05	1e-06	-1e-06
765.0	700.0	830.0	5.9e-05	3.5e-05	-3.5e-05	1.4e-05	-1.4e-05	1.7e-07	-1.7e-07
915.0	830.0	1000.0	9.6e-06	5.6e-06	-5.6e-06	4.3e-06	-4.3e-06	2.5e-08	-2.5e-08
1250.0	1000.0	1500.0	9.1e-06	5e-06	-5e-06	7.5e-06	-7.5e-06	3.3e-08	-3.3e-08
2250.0	1500.0	3000.0	4.3e-07	4.3e-07	-4.3e-07	4.4e-07	-4.4e-07	2.8e-09	-2.8e-09
