	mean	std	min	max
momentum	0.9999909087552298	0.0	0.9999909080958576	0.9999909087552298
uvalence	1.9999705221277626	0.0	1.9999702600669413	1.9999705221277626
dvalence	0.9999791270879853	0.0	0.9999791270879853	0.9999824279029874
svalence	3.936407968913036e-05	0.0	3.901861068539292e-05	3.936407968913036e-05
cvalence	-1.8399038816326954e-09	0.0	-1.8594327452949157e-09	-1.8399038816326954e-09
