	mean	std	min	max
momentum	1.0037733286812833	0.0	1.0037733259867836	1.0037733286812833
uvalence	1.9892333981187678	0.0	1.9892333981187678	1.9892334217100962
dvalence	0.982935932096886	0.0	0.982935932096886	0.9829359510292606
svalence	0.014415291611685088	0.0	0.014415291611685088	0.014415326177549037
cvalence	2.0373041360079915e-07	0.0	2.0373041360079915e-07	2.0404961659494373e-07
