#: table_doi: 10.17182/hepdata.83198.v2/t9
#: name: Table 3c
#: description: The measured pp dijet pseudorapidity spectra  shifted to match the $\eta_{\mathrm{dijet}}$ range of the pPb collisions  for $95 < p_{\mathrm{T}}^{\mathrm{ave}} < 115$ GeV.
#: data_file: figa1panel3.yaml
#: keyword reactions: P P --> X
#: keyword observables: ETA_DIJET
#: keyword cmenergies: 5020.0
#: keyword phrases: proton-lead | dijet pseudorapidity | nPDF
#: SQRT(S) [GEV]   5020
#: LUMI [PBINV]   27.4
#: JETS   ANTI-KT  R = 0.3  PT(1) > 90 GEV  PT(2) > 20 GEV  DELTAPHI(1 2) > 2*PI/3
#: PT(AVE) [GEV]   95 - 115
$\eta_{\mathrm{dijet}}$ $\eta_{\mathrm{dijet}}$ LOW $\eta_{\mathrm{dijet}}$ HIGH $\frac{1}{N_{\mathrm{dijet}}}\frac{{\mathrm{d}}N_{\mathrm{dijet}}}{{\mathrm{d}}\eta_{\mathrm{dijet}}}$ stat + stat - sys + sys -
-2.3514999999999997 -2.633 -2.07 0.00148 4e-05 -4e-05 0.00036 -0.00036
-1.9289999999999998 -2.07 -1.788 0.016 0.0001 -0.0001 0.0014 -0.0014
-1.6475 -1.788 -1.507 0.0474 0.0003 -0.0003 0.0019 -0.0019
-1.366 -1.507 -1.225 0.0967 0.0004 -0.0004 0.0018 -0.0018
-1.084 -1.225 -0.943 0.1554 0.0005 -0.0005 0.0016 -0.0016
-0.8025 -0.943 -0.662 0.21726 0.00071 -0.00071 0.00075 -0.00075
-0.521 -0.662 -0.38 0.27325 0.0008 -0.0008 0.00082 -0.00082
-0.239 -0.38 -0.098 0.3184 0.0008 -0.0008 0.0023 -0.0023
0.042499999999999996 -0.098 0.183 0.3489 0.0008 -0.0008 0.0023 -0.0023
0.324 0.183 0.465 0.3665 0.0009 -0.0009 0.0033 -0.0033
0.606 0.465 0.747 0.3647 0.0009 -0.0009 0.0018 -0.0018
0.8875 0.747 1.028 0.3437 0.0008 -0.0008 0.0021 -0.0021
1.169 1.028 1.31 0.3068 0.0008 -0.0008 0.0015 -0.0015
1.451 1.31 1.592 0.2569 0.0007 -0.0007 0.001 -0.001
1.7325 1.592 1.873 0.19811 0.00068 -0.00068 0.0009 -0.0009
2.155 1.873 2.437 0.102 0.0003 -0.0003 0.0013 -0.0013
2.7184999999999997 2.437 3.0 0.01632 0.00013 -0.00013 0.00078 -0.00078
