#: table_doi: 10.17182/hepdata.83198.v2/t7
#: name: Table 3a
#: description: The measured pp dijet pseudorapidity spectra  shifted to match the $\eta_{\mathrm{dijet}}$ range of the pPb collisions  for $55 < p_{\mathrm{T}}^{\mathrm{ave}} < 75$ GeV.
#: data_file: figa1panel1.yaml
#: keyword reactions: P P --> X
#: keyword observables: ETA_DIJET
#: keyword cmenergies: 5020.0
#: keyword phrases: proton-lead | dijet pseudorapidity | nPDF
#: SQRT(S) [GEV]   5020
#: LUMI [PBINV]   27.4
#: JETS   ANTI-KT  R = 0.3  PT(1) > 90 GEV  PT(2) > 20 GEV  DELTAPHI(1 2) > 2*PI/3
#: PT(AVE) [GEV]   55 - 75
$\eta_{\mathrm{dijet}}$ $\eta_{\mathrm{dijet}}$ LOW $\eta_{\mathrm{dijet}}$ HIGH $\frac{1}{N_{\mathrm{dijet}}}\frac{{\mathrm{d}}N_{\mathrm{dijet}}}{{\mathrm{d}}\eta_{\mathrm{dijet}}}$ stat + stat - sys + sys -
-2.774 -2.915 -2.633 0.00063 5e-05 -5e-05 0.00028 -0.00028
-2.3514999999999997 -2.633 -2.07 0.0134 0.0001 -0.0001 0.0014 -0.0014
-1.9289999999999998 -2.07 -1.788 0.0506 0.0005 -0.0005 0.0022 -0.0022
-1.6475 -1.788 -1.507 0.0902 0.0006 -0.0006 0.0018 -0.0018
-1.366 -1.507 -1.225 0.135 0.0008 -0.0008 0.002 -0.002
-1.084 -1.225 -0.943 0.1817 0.0009 -0.0009 0.0013 -0.0013
-0.8025 -0.943 -0.662 0.2281 0.0011 -0.0011 0.0008 -0.0008
-0.521 -0.662 -0.38 0.2672 0.0012 -0.0012 0.0011 -0.0011
-0.239 -0.38 -0.098 0.2987 0.0012 -0.0012 0.0014 -0.0014
0.042499999999999996 -0.098 0.183 0.3209 0.0013 -0.0013 0.0025 -0.0025
0.324 0.183 0.465 0.329 0.0013 -0.0013 0.0027 -0.0027
0.606 0.465 0.747 0.3237 0.0013 -0.0013 0.0033 -0.0033
0.8875 0.747 1.028 0.3096 0.0012 -0.0012 0.0024 -0.0024
1.169 1.028 1.31 0.2804 0.0012 -0.0012 0.0014 -0.0014
1.451 1.31 1.592 0.2416 0.0011 -0.0011 0.0018 -0.0018
1.7325 1.592 1.873 0.1918 0.001 -0.001 0.0015 -0.0015
2.155 1.873 2.437 0.11136 0.00055 -0.00055 0.00096 -0.00096
2.7184999999999997 2.437 3.0 0.0254 0.00026 -0.00026 0.0014 -0.0014
