#: table_doi: 10.17182/hepdata.83198.v2/t10
#: name: Table 3d
#: description: The measured pp dijet pseudorapidity spectra  shifted to match the $\eta_{\mathrm{dijet}}$ range of the pPb collisions  for $115 < p_{\mathrm{T}}^{\mathrm{ave}} < 150$ GeV.
#: data_file: figa1panel4.yaml
#: keyword reactions: P P --> X
#: keyword observables: ETA_DIJET
#: keyword cmenergies: 5020.0
#: keyword phrases: proton-lead | dijet pseudorapidity | nPDF
#: SQRT(S) [GEV]   5020
#: LUMI [PBINV]   27.4
#: JETS   ANTI-KT  R = 0.3  PT(1) > 90 GEV  PT(2) > 20 GEV  DELTAPHI(1 2) > 2*PI/3
#: PT(AVE) [GEV]   115 - 150
$\eta_{\mathrm{dijet}}$ $\eta_{\mathrm{dijet}}$ LOW $\eta_{\mathrm{dijet}}$ HIGH $\frac{1}{N_{\mathrm{dijet}}}\frac{{\mathrm{d}}N_{\mathrm{dijet}}}{{\mathrm{d}}\eta_{\mathrm{dijet}}}$ stat + stat - sys + sys -
-2.3514999999999997 -2.633 -2.07 0.0003 2e-05 -2e-05 0.00012 -0.00012
-1.9289999999999998 -2.07 -1.788 0.0062 0.0001 -0.0001 0.001 -0.001
-1.6475 -1.788 -1.507 0.0288 0.0003 -0.0003 0.002 -0.002
-1.366 -1.507 -1.225 0.0749 0.0005 -0.0005 0.0028 -0.0028
-1.084 -1.225 -0.943 0.1374 0.0007 -0.0007 0.0023 -0.0023
-0.8025 -0.943 -0.662 0.20656 0.00095 -0.00095 0.00078 -0.00078
-0.521 -0.662 -0.38 0.273 0.001 -0.001 0.0007 -0.0007
-0.239 -0.38 -0.098 0.3258 0.0011 -0.0011 0.001 -0.001
0.042499999999999996 -0.098 0.183 0.3682 0.0012 -0.0012 0.0024 -0.0024
0.324 0.183 0.465 0.3872 0.0013 -0.0013 0.0029 -0.0029
0.606 0.465 0.747 0.3888 0.0012 -0.0012 0.0034 -0.0034
0.8875 0.747 1.028 0.3658 0.0011 -0.0011 0.003 -0.003
1.169 1.028 1.31 0.3222 0.001 -0.001 0.0016 -0.0016
1.451 1.31 1.592 0.26389 0.00092 -0.00092 0.00086 -0.00086
1.7325 1.592 1.873 0.19422 0.00045 -0.00045 0.00025 -0.00025
2.155 1.873 2.437 0.0921 0.0001 -0.0001 0.0014 -0.0014
2.7184999999999997 2.437 3.0 0.01095 0.0 -0.0 0.00052 -0.00052
