#: table_doi: 10.17182/hepdata.83198.v2/t11
#: name: Table 3e
#: description: The measured pp dijet pseudorapidity spectra  shifted to match the $\eta_{\mathrm{dijet}}$ range of the pPb collisions  for $55 < p_{\mathrm{T}}^{\mathrm{ave}} < 75$ GeV.
#: data_file: figa1panel5.yaml
#: keyword reactions: P P --> X
#: keyword observables: ETA_DIJET
#: keyword cmenergies: 5020.0
#: keyword phrases: proton-lead | dijet pseudorapidity | nPDF
#: SQRT(S) [GEV]   5020
#: LUMI [PBINV]   27.4
#: JETS   ANTI-KT  R = 0.3  PT(1) > 90 GEV  PT(2) > 20 GEV  DELTAPHI(1 2) > 2*PI/3
#: PT(AVE) [GEV]   > 150
$\eta_{\mathrm{dijet}}$ $\eta_{\mathrm{dijet}}$ LOW $\eta_{\mathrm{dijet}}$ HIGH $\frac{1}{N_{\mathrm{dijet}}}\frac{{\mathrm{d}}N_{\mathrm{dijet}}}{{\mathrm{d}}\eta_{\mathrm{dijet}}}$ stat + stat - sys + sys -
-1.9289999999999998 -2.07 -1.788 0.00109 0.00011 -0.00011 0.00028 -0.00028
-1.6475 -1.788 -1.507 0.00848 0.00031 -0.00031 0.00097 -0.00097
-1.366 -1.507 -1.225 0.0378 0.0006 -0.0006 0.0023 -0.0023
-1.084 -1.225 -0.943 0.0963 0.001 -0.001 0.0029 -0.0029
-0.8025 -0.943 -0.662 0.1756 0.0014 -0.0014 0.0024 -0.0024
-0.521 -0.662 -0.38 0.266 0.0017 -0.0017 0.0006 -0.0006
-0.239 -0.38 -0.098 0.3468 0.0019 -0.0019 0.0017 -0.0017
0.042499999999999996 -0.098 0.183 0.406 0.0021 -0.0021 0.0032 -0.0032
0.324 0.183 0.465 0.4424 0.0022 -0.0022 0.0043 -0.0043
0.606 0.465 0.747 0.4411 0.0022 -0.0022 0.0038 -0.0038
0.8875 0.747 1.028 0.4118 0.0021 -0.0021 0.0032 -0.0032
1.169 1.028 1.31 0.3483 0.0019 -0.0019 0.0017 -0.0017
1.451 1.31 1.592 0.2641 0.0017 -0.0017 0.0009 -0.0009
1.7325 1.592 1.873 0.1722 0.0014 -0.0014 0.0015 -0.0015
2.155 1.873 2.437 0.0622 0.0005 -0.0005 0.0018 -0.0018
2.7184999999999997 2.437 3.0 0.00367 0.00014 -0.00014 0.00034 -0.00034
