group	dataset	id	replica 20
ALL	NMC_NC_NOTFIXED_EM-F2	45	0.9613685581504703
ALL	NMC_NC_NOTFIXED_EM-F2	46	1.0017447848374255
ALL	NMC_NC_NOTFIXED_EM-F2	58	0.958353930536128
ALL	NMC_NC_NOTFIXED_EM-F2	59	0.9846331698266619
ALL	NMC_NC_NOTFIXED_EM-F2	60	1.0022096701353633
ALL	NMC_NC_NOTFIXED_EM-F2	72	0.9781208248525591
ALL	NMC_NC_NOTFIXED_EM-F2	73	0.9715589814893364
ALL	NMC_NC_NOTFIXED_EM-F2	74	0.9884977517245698
ALL	NMC_NC_NOTFIXED_EM-F2	75	0.9730103548677177
ALL	NMC_NC_NOTFIXED_EM-F2	86	0.9682137458139595
ALL	NMC_NC_NOTFIXED_EM-F2	87	0.9885473596069158
ALL	NMC_NC_NOTFIXED_EM-F2	88	0.9769587966479417
ALL	NMC_NC_NOTFIXED_EM-F2	89	0.9549250526564688
ALL	NMC_NC_NOTFIXED_EM-F2	90	0.9718582530014888
ALL	NMC_NC_NOTFIXED_EM-F2	91	0.9524784441615958
ALL	NMC_NC_NOTFIXED_EM-F2	101	0.9574779061514506
ALL	NMC_NC_NOTFIXED_EM-F2	102	0.9676678287863123
ALL	NMC_NC_NOTFIXED_EM-F2	103	0.9677369974740517
ALL	NMC_NC_NOTFIXED_EM-F2	104	0.9727563883176268
ALL	NMC_NC_NOTFIXED_EM-F2	105	0.9669462845763925
ALL	NMC_NC_NOTFIXED_EM-F2	106	0.970925556941977
ALL	NMC_NC_NOTFIXED_EM-F2	107	0.9769253022931549
ALL	NMC_NC_NOTFIXED_EM-F2	116	0.9399124255904265
ALL	NMC_NC_NOTFIXED_EM-F2	117	0.9692768653409156
ALL	NMC_NC_NOTFIXED_EM-F2	118	0.9403067164799619
ALL	NMC_NC_NOTFIXED_EM-F2	119	0.9439356840301254
ALL	NMC_NC_NOTFIXED_EM-F2	120	0.9395732575852765
ALL	NMC_NC_NOTFIXED_EM-F2	121	0.9502314561825099
ALL	NMC_NC_NOTFIXED_EM-F2	122	0.950715062126795
ALL	NMC_NC_NOTFIXED_EM-F2	123	0.9556579740489097
ALL	NMC_NC_NOTFIXED_EM-F2	131	0.9357376246469901
ALL	NMC_NC_NOTFIXED_EM-F2	132	0.9195534647301994
ALL	NMC_NC_NOTFIXED_EM-F2	133	0.9271548647301638
ALL	NMC_NC_NOTFIXED_EM-F2	134	0.906732149640465
ALL	NMC_NC_NOTFIXED_EM-F2	135	0.9284979416243849
ALL	NMC_NC_NOTFIXED_EM-F2	136	0.9140882982481985
ALL	NMC_NC_NOTFIXED_EM-F2	137	0.9130305140354184
ALL	NMC_NC_NOTFIXED_EM-F2	138	0.9496121759002005
ALL	NMC_NC_NOTFIXED_EM-F2	139	0.8984670323649784
ALL	NMC_NC_NOTFIXED_EM-F2	146	0.9045480125415732
ALL	NMC_NC_NOTFIXED_EM-F2	147	0.9271851995779101
ALL	NMC_NC_NOTFIXED_EM-F2	148	0.944997457893595
ALL	NMC_NC_NOTFIXED_EM-F2	149	0.9459658131614387
ALL	NMC_NC_NOTFIXED_EM-F2	150	0.9168316640336958
ALL	NMC_NC_NOTFIXED_EM-F2	151	0.9031591071930374
ALL	NMC_NC_NOTFIXED_EM-F2	152	0.9186244617618293
ALL	NMC_NC_NOTFIXED_EM-F2	153	0.9245736294816063
ALL	NMC_NC_NOTFIXED_EM-F2	154	0.8812646447303152
ALL	NMC_NC_NOTFIXED_EM-F2	155	0.9418841015274143
ALL	NMC_NC_NOTFIXED_EM-F2	161	0.9119378760563127
ALL	NMC_NC_NOTFIXED_EM-F2	162	0.9372159254020173
ALL	NMC_NC_NOTFIXED_EM-F2	163	0.9369512109654222
ALL	NMC_NC_NOTFIXED_EM-F2	164	0.885948179900519
ALL	NMC_NC_NOTFIXED_EM-F2	165	0.9033512216897484
ALL	NMC_NC_NOTFIXED_EM-F2	166	0.9213581848749369
ALL	NMC_NC_NOTFIXED_EM-F2	167	0.8850824892983019
ALL	NMC_NC_NOTFIXED_EM-F2	168	0.8892939618252297
ALL	NMC_NC_NOTFIXED_EM-F2	169	0.9076688424113634
