Taken from Table 21 in paper.
Columns are: bin low, bin high, cross section, stat., syst. up, syst. down.
0.0	0.3	21.5	1.7	+1.8	-1.9
0.3	0.7	18.8	1.6	+1.7	-1.7
0.7	1.3	16.3	1.2	+1.6	-1.6
1.3	2.2	7.0	0.8	+1.2	-1.1
