0.0 0.3
11
    20  30          0.88       +0.07  -0.11            1.308e+03          1.7           +13.0  -9.6               +12  -10              +7.8 -7.4              +7.2 -9.2              +4.9 -4.0            0.0 0.0           +1.8 -2.1              +5.3 -5.0              +4.5 -4.7              -0.0 +0.0              +0.0 -0.0              +1.3 -2.1              -0.0 +0.0            0.0 0.0           4.6               0.1               0.1               0.3               2.0               1.0               0.5       
    30  45          0.91       +0.06  -0.09            1.945e+02          2.9           +4.6 -3.5              +9.6 -8.0              +6.7 -5.4              +12.0 -9.4              +1.8 -1.2            0.0 0.0           +3.3 -2.5              +4.4 -3.5              +5.1 -4.3              -0.0 +0.0              +0.0 -0.0              +4.4 -3.7              -0.0 +0.0            0.0     0.0       3.5               0.1               0.0               0.1               1.0               1.0               0.5       
    45  60          0.93       +0.06  -0.06            3.317e+01          2.6           +1.5 -1.2              +7.6 -6.9              +4.2 -3.4              +5.6 -4.5              +0.5 -0.2            0.0 0.0          +3.2 -2.6              +2.4 -1.9              +4.3 -3.8              +0.3 -0.0              +0.1 +0.0              +5.0 -4.4              -0.0 -0.0            0.0    0.0        1.4               0.1               0.2               0.1               1.0               1.0               0.5       
    60  80          0.95       +0.06  -0.05            7.315e+00          1.1           -0.8 +0.7              +6.6 -6.8              +2.4 -2.5              +3.9 -3.8              +1.0 -0.9            0.0   0.0        +3.1 -3.1              +1.6 -1.5              +4.6 -4.5              +0.5 -0.3              +0.1 -0.1              +4.7 -4.3              -0.1 +0.1            0.0   0.0          0.4               0.1               0.2               0.0               1.0               1.0               0.5       
    80  110          0.97       +0.05  -0.05            1.378e+00          1.7           -0.5 +0.4              +8.2 -7.5              +4.5 -4.2              +4.0 -3.7              +2.2 -2.3            0.0   0.0        +3.6 -3.4              +1.4 -1.7              +5.4 -5.0              +1.0 -1.2              +0.1 -0.1              +2.5 -2.5              -0.1 +0.1            0.0  0.0          1.3               0.1               0.2               0.0               1.0               1.0               0.5       
    110  160          0.98       +0.04  -0.04            1.987e-01          3.2           -0.1 +0.0              +5.7 -5.6              +3.8 -4.0              +3.6 -3.8              +0.7 -0.7            0.0  0.0         +3.1 -3.3              +1.0 -1.0              +5.7 -5.9              +1.7 -1.9              +0.1 -0.2              -0.2 +0.1              +1.4 -1.6            0.0   0.0         1.3               0.1               0.3               0.0               1.0               1.0               0.5       
    160  210          0.99       +0.03  -0.03            2.552e-02          8.6           -0.0 +0.0              +4.3 -4.6              +4.5 -5.0              +3.1 -3.1              +1.2 -1.1            0.0   0.0        +2.9 -3.1              +0.8 -0.7              +7.2 -7.0              +2.8 -2.9              +0.3 -0.3              -0.3 +0.3              +5.6 -5.8            0.0  0.0          1.5               0.2               0.6               0.0               1.0               1.0               0.5       
    210  260          0.99       +0.03  -0.03            4.231e-03          19.0           -0.0 +0.0              +5.9 -5.8              +6.2 -5.9              +2.3 -2.4              +1.8 -1.7            0.0  0.0         +3.0 -2.9              +0.6 -0.7              +7.1 -6.6              +4.0 -3.7              +0.3 -0.4              -0.1 +0.1              +7.2 -6.9            0.0  0.0           0.1               0.1               0.6               0.0               1.0               1.0               0.5       
    260  310          0.99       +0.03  -0.03            1.196e-03          39.0           -0.0 +0.0              +5.9 -5.6              +4.1 -3.9              +2.0 -1.8              +1.9 -1.9            0.0  0.0         +2.9 -2.6              +0.6 -0.6              +7.1 -7.3              +4.7 -4.7              +0.3 -0.5              -0.0 +0.0              +7.9 -8.0            0.0    0.0         0.1               0.1               0.6               0.0               1.0               1.0               0.5       
    310  400          0.99       +0.03  -0.03            4.272e-04          46.0           -0.0 +0.0              +3.9 -3.6              +2.4 -2.4              +1.0 -1.1              +2.3 -2.5            0.0  0.0         +2.2 -2.2              +0.4 -0.4              +8.7 -7.7              +5.7 -5.3              +0.4 -0.4              -0.0 +0.0              +9.9 -8.9            0.0   0.0          0.6               0.1               0.4               0.0               1.0               1.0               0.5       
