player,coalition_without,v_without,v_with,delta_v,is_outlier
u,cbar|sbar|ubar|dbar|d|s|c,0.00733065,0.01109977,0.00376912,0
c,cbar|sbar|ubar|dbar|d|u|s,0.00737785,0.01109977,0.00372192,0
cbar,sbar|ubar|dbar|d|u|s|c,0.00740195,0.01109977,0.00369782,0
c,cbar|sbar|ubar|dbar|g|d|u|s,0.00711667,0.01066069,0.00354402,0
u,cbar|sbar|ubar|dbar|s|c,0.00644561,0.00997585,0.00353024,0
c,cbar|sbar|ubar|dbar|u|s,0.00645912,0.00997585,0.00351673,0
cbar,sbar|ubar|d|u|s|c,0.00626222,0.00976906,0.00350684,0
cbar,sbar|ubar|dbar|g|d|u|s|c,0.00715422,0.01066069,0.00350647,0
c,cbar|sbar|ubar|d|u|s,0.00626708,0.00976906,0.00350198,0
u,cbar|sbar|ubar|d|s|c,0.00626838,0.00976906,0.00350067,0
cbar,sbar|ubar|dbar|u|s|c,0.00648527,0.00997585,0.00349058,0
u,cbar|sbar|ubar|dbar|d|c,0.00623535,0.00970689,0.00347154,0
c,cbar|sbar|ubar|dbar|d|u,0.00623957,0.00970689,0.00346732,0
c,cbar|ubar|dbar|d|u|s,0.00612171,0.00957146,0.00344975,0
u,cbar|ubar|dbar|d|s|c,0.00612382,0.00957146,0.00344764,0
cbar,sbar|ubar|dbar|d|u|c,0.00626526,0.00970689,0.00344163,0
cbar,ubar|dbar|d|u|s|c,0.00614304,0.00957146,0.00342842,0
u,cbar|sbar|ubar|dbar|g|d|s|c,0.00726418,0.01066069,0.00339651,0
c,cbar|sbar|ubar|dbar|g|u|s,0.00631650,0.00965533,0.00333883,0
ubar,cbar|sbar|dbar|d|u|s|c,0.00776303,0.01109977,0.00333674,0
c,cbar|sbar|ubar|g|d|u|s,0.00589852,0.00922260,0.00332408,0
cbar,sbar|ubar|g|d|u|s|c,0.00590711,0.00922260,0.00331549,0
cbar,sbar|ubar|u|s|c,0.00539167,0.00869127,0.00329960,0
cbar,sbar|ubar|dbar|g|u|s|c,0.00635610,0.00965533,0.00329923,0
c,cbar|sbar|ubar|u|s,0.00539449,0.00869127,0.00329678,0
c,cbar|sbar|ubar|dbar|g|d|u,0.00611791,0.00940733,0.00328942,0
c,cbar|ubar|dbar|g|d|u|s,0.00598066,0.00925251,0.00327185,0
c,cbar|sbar|ubar|dbar|u,0.00540650,0.00866862,0.00326212,0
u,cbar|sbar|ubar|s|c,0.00542948,0.00869127,0.00326179,0
cbar,sbar|ubar|d|u|c,0.00519691,0.00844756,0.00325065,0
cbar,sbar|ubar|dbar|g|d|u|c,0.00615705,0.00940733,0.00325028,0
c,cbar|sbar|ubar|d|u,0.00520018,0.00844756,0.00324737,0
c,cbar|ubar|dbar|u|s,0.00528999,0.00853454,0.00324456,0
cbar,ubar|d|u|s|c,0.00513859,0.00837603,0.00323743,0
cbar,ubar|dbar|g|d|u|s|c,0.00601545,0.00925251,0.00323707,0
cbar,sbar|ubar|dbar|u|c,0.00543423,0.00866862,0.00323439,0
u,cbar|sbar|ubar|dbar|c,0.00543597,0.00866862,0.00323265,0
c,cbar|ubar|d|u|s,0.00514622,0.00837603,0.00322980,0
cbar,ubar|dbar|u|s|c,0.00531337,0.00853454,0.00322117,0
u,cbar|ubar|dbar|s|c,0.00532578,0.00853454,0.00320876,0
u,cbar|sbar|ubar|d|c,0.00524447,0.00844756,0.00320309,0
c,cbar|ubar|dbar|d|u,0.00509327,0.00828842,0.00319515,0
u,cbar|ubar|d|s|c,0.00519683,0.00837603,0.00317920,0
ubar,cbar|sbar|d|u|s|c,0.00659069,0.00976906,0.00317837,0
cbar,ubar|dbar|d|u|c,0.00511619,0.00828842,0.00317222,0
u,cbar|sbar|ubar|dbar|g|s|c,0.00649770,0.00965533,0.00315763,0
u,cbar|ubar|dbar|d|c,0.00513836,0.00828842,0.00315006,0
u,cbar|sbar|ubar|g|d|s|c,0.00609454,0.00922260,0.00312806,0
ubar,cbar|sbar|dbar|u|s|c,0.00685624,0.00997585,0.00311960,0
c,cbar|sbar|ubar|g|u|s,0.00514449,0.00826337,0.00311888,0
cbar,sbar|ubar|g|u|s|c,0.00515513,0.00826337,0.00310825,0
u,cbar|sbar|ubar|dbar|g|d|c,0.00630840,0.00940733,0.00309893,0
c,cbar|sbar|ubar|dbar|g|u,0.00540340,0.00848762,0.00308422,0
c,cbar|sbar|dbar|d|u|s,0.00468111,0.00776303,0.00308193,0
u,cbar|ubar|dbar|g|d|s|c,0.00617748,0.00925251,0.00307503,0
c,cbar|sbar|ubar|g|d|u,0.00497115,0.00804062,0.00306947,0
ubar,cbar|sbar|dbar|d|u|c,0.00663823,0.00970689,0.00306866,0
c,cbar|ubar|dbar|g|u|s,0.00526751,0.00833416,0.00306666,0
ubar,cbar|sbar|dbar|g|d|u|s|c,0.00759548,0.01066069,0.00306521,0
ubar,cbar|dbar|d|u|s|c,0.00651099,0.00957146,0.00306047,0
cbar,sbar|ubar|g|d|u|c,0.00498133,0.00804062,0.00305930,0
c,cbar|ubar|g|d|u|s,0.00489781,0.00794971,0.00305190,0
cbar,ubar|g|d|u|s|c,0.00490363,0.00794971,0.00304608,0
cbar,sbar|dbar|d|u|s|c,0.00471907,0.00776303,0.00304396,0
cbar,sbar|ubar|u|c,0.00441202,0.00745542,0.00304340,0
cbar,sbar|ubar|dbar|g|u|c,0.00544459,0.00848762,0.00304304,0
c,cbar|sbar|ubar|u,0.00441324,0.00745542,0.00304218,0
u,sbar|ubar|dbar|d|s|c,0.00436533,0.00740195,0.00303662,0
u,cbar|sbar|ubar|dbar|d|s,0.00434303,0.00737785,0.00303482,0
cbar,ubar|u|s|c,0.00435506,0.00738525,0.00303019,0
cbar,ubar|dbar|g|u|s|c,0.00530434,0.00833416,0.00302982,0
c,cbar|ubar|u|s,0.00436064,0.00738525,0.00302461,0
u,cbar|sbar|dbar|d|s|c,0.00474133,0.00776303,0.00302171,0
c,cbar|ubar|dbar|g|d|u,0.00509175,0.00810900,0.00301725,0
c,cbar|ubar|dbar|u,0.00434721,0.00733716,0.00298995,0
c,cbar|sbar|ubar|dbar|d|s,0.00434303,0.00733065,0.00298763,0
cbar,ubar|d|u|c,0.00418313,0.00716437,0.00298124,0
cbar,ubar|dbar|g|d|u|c,0.00512812,0.00810900,0.00298087,0
c,cbar|ubar|d|u,0.00418916,0.00716437,0.00297520,0
cbar,sbar|ubar|dbar|d|s|c,0.00436533,0.00733065,0.00296533,0
cbar,ubar|dbar|u|c,0.00437218,0.00733716,0.00296498,0
u,cbar|sbar|ubar|c,0.00449121,0.00745542,0.00296421,0
ubar,cbar|sbar|u|s|c,0.00573003,0.00869127,0.00296123,0
u,cbar|ubar|s|c,0.00444493,0.00738525,0.00294031,0
u,cbar|ubar|dbar|c,0.00442598,0.00733716,0.00291118,0
ubar,cbar|sbar|d|u|c,0.00553726,0.00844756,0.00291029,0
ubar,cbar|sbar|g|d|u|s|c,0.00631576,0.00922260,0.00290684,0
c,cbar|sbar|dbar|g|d|u|s,0.00469145,0.00759548,0.00290403,0
ubar,cbar|d|u|s|c,0.00547393,0.00837603,0.00290210,0
u,cbar|sbar|ubar|g|s|c,0.00537419,0.00826337,0.00288918,0
c,sbar|ubar|dbar|d|u|s,0.00451634,0.00740195,0.00288561,0
u,cbar|ubar|d|c,0.00428275,0.00716437,0.00288161,0
c,cbar|sbar|dbar|u|s,0.00397951,0.00685624,0.00287673,0
c,cbar|sbar|ubar|g|u,0.00430277,0.00716705,0.00286428,0
c,cbar|sbar|d|u|s,0.00372871,0.00659069,0.00286198,0
cbar,sbar|ubar|dbar|d|u|s,0.00451634,0.00737785,0.00286151,0
u,cbar|sbar|ubar|dbar|g|c,0.00562758,0.00848762,0.00286005,0
cbar,sbar|d|u|s|c,0.00373771,0.00659069,0.00285298,0
cbar,sbar|dbar|g|d|u|s|c,0.00474286,0.00759548,0.00285261,0
cbar,sbar|ubar|g|u|c,0.00431500,0.00716705,0.00285205,0
ubar,cbar|sbar|dbar|u|c,0.00581709,0.00866862,0.00285153,0
ubar,cbar|sbar|dbar|g|u|s|c,0.00680725,0.00965533,0.00284808,0
c,cbar|ubar|g|u|s,0.00423079,0.00707749,0.00284671,0
ubar,cbar|dbar|u|s|c,0.00569121,0.00853454,0.00284333,0
cbar,ubar|g|u|s|c,0.00423866,0.00707749,0.00283884,0
cbar,sbar|dbar|u|s|c,0.00401952,0.00685624,0.00283672,0
u,cbar|ubar|dbar|g|s|c,0.00549801,0.00833416,0.00283615,0
u,cbar|sbar|ubar|g|d|c,0.00521014,0.00804062,0.00283048,0
c,cbar|sbar|dbar|d|u,0.00381090,0.00663823,0.00282732,0
