coalition_labels,size,chi2,is_outlier
cbar|sbar|ubar|dbar|d|u|s|c,8,0.01109977,1
cbar|sbar|ubar|dbar|g|d|u|s|c,9,0.01066069,1
cbar|sbar|ubar|dbar|u|s|c,7,0.00997585,1
cbar|sbar|ubar|d|u|s|c,7,0.00976906,0
cbar|sbar|ubar|dbar|d|u|c,7,0.00970689,0
cbar|sbar|ubar|dbar|g|u|s|c,8,0.00965533,0
cbar|ubar|dbar|d|u|s|c,7,0.00957146,0
cbar|sbar|ubar|dbar|g|d|u|c,8,0.00940733,0
cbar|ubar|dbar|g|d|u|s|c,8,0.00925251,0
cbar|sbar|ubar|g|d|u|s|c,8,0.00922260,0
cbar|sbar|ubar|u|s|c,6,0.00869127,0
cbar|sbar|ubar|dbar|u|c,6,0.00866862,0
cbar|ubar|dbar|u|s|c,6,0.00853454,0
cbar|sbar|ubar|dbar|g|u|c,7,0.00848762,0
cbar|sbar|ubar|d|u|c,6,0.00844756,0
cbar|ubar|d|u|s|c,6,0.00837603,0
cbar|ubar|dbar|g|u|s|c,7,0.00833416,0
cbar|ubar|dbar|d|u|c,6,0.00828842,0
cbar|sbar|ubar|g|u|s|c,7,0.00826337,0
cbar|ubar|dbar|g|d|u|c,7,0.00810900,0
cbar|sbar|ubar|g|d|u|c,7,0.00804062,0
cbar|ubar|g|d|u|s|c,7,0.00794971,0
cbar|sbar|dbar|d|u|s|c,7,0.00776303,0
cbar|sbar|dbar|g|d|u|s|c,8,0.00759548,0
cbar|sbar|ubar|u|c,5,0.00745542,0
sbar|ubar|dbar|d|u|s|c,7,0.00740195,0
cbar|ubar|u|s|c,5,0.00738525,0
cbar|sbar|ubar|dbar|d|u|s,7,0.00737785,0
cbar|ubar|dbar|u|c,5,0.00733716,0
cbar|sbar|ubar|dbar|d|s|c,7,0.00733065,0
cbar|ubar|dbar|g|u|c,6,0.00727630,0
cbar|sbar|ubar|dbar|g|d|s|c,8,0.00726418,0
cbar|sbar|ubar|g|u|c,6,0.00716705,0
cbar|ubar|d|u|c,5,0.00716437,0
sbar|ubar|dbar|g|d|u|s|c,8,0.00715422,0
cbar|sbar|ubar|dbar|g|d|u|s,8,0.00711667,0
cbar|ubar|g|u|s|c,6,0.00707749,0
cbar|ubar|g|d|u|c,6,0.00687757,0
cbar|sbar|dbar|u|s|c,6,0.00685624,0
cbar|sbar|dbar|g|u|s|c,7,0.00680725,0
cbar|sbar|dbar|d|u|c,6,0.00663823,0
cbar|sbar|dbar|g|d|u|c,7,0.00661019,0
cbar|sbar|d|u|s|c,6,0.00659069,0
cbar|dbar|d|u|s|c,6,0.00651099,0
cbar|sbar|ubar|dbar|g|s|c,7,0.00649770,0
sbar|ubar|dbar|u|s|c,6,0.00648527,0
cbar|dbar|g|d|u|s|c,7,0.00646357,0
cbar|sbar|ubar|dbar|u|s,6,0.00645912,0
cbar|sbar|ubar|dbar|s|c,6,0.00644561,0
sbar|ubar|dbar|g|u|s|c,7,0.00635610,0
cbar|sbar|ubar|dbar|g|u|s,7,0.00631650,0
