#: table_doi: 10.17182/hepdata.6187.v1/t57
#: name: Table 57
#: description: Measured cross sections for neutrino and anti-neutrino interactions at a mean energy 55.0 GeV and X =0.045.

#: data_file: Table57.yaml
#: keyword reactions: NUMUBAR NUCLEON --> MU+ X | NUMU NUCLEON --> MU- X
#: keyword observables: D2SIG/DX/DY
#: keyword phrases: Inclusive | Double Differential Cross Section | Muon production | Charged Current | Deep Inelastic Scattering
#: keyword cmenergies: 10.201
#: E(P=1) [GeV],55.0
#: RE,NUMU NUCLEON --> MU- X
#: SQRT(S) [GeV],10.201
#: X,0.045
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.2,16.034,0.723,-0.723,0.918,-0.918
0.3,17.698,0.776,-0.776,0.874,-0.874
0.4,17.085,0.743,-0.743,0.979,-0.979
0.5,15.212,0.691,-0.691,0.895,-0.895
0.6,16.019,0.684,-0.684,0.962,-0.962
0.7,15.783,0.674,-0.674,1.095,-1.095
0.8,15.216,0.651,-0.651,1.134,-1.134

#: E(P=1) [GeV],55.0
#: RE,NUMUBAR NUCLEON --> MU+ X
#: SQRT(S) [GeV],10.201
#: X,0.045
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.2,14.008,1.172,-1.172,0.637,-0.637
0.3,13.159,1.142,-1.142,0.606,-0.606
0.4,10.964,1.011,-1.011,0.49,-0.49
0.5,11.719,1.028,-1.028,0.745,-0.745
0.6,9.372,0.887,-0.887,0.633,-0.633
0.7,8.421,0.836,-0.836,0.715,-0.715
0.8,6.394,0.723,-0.723,0.585,-0.585

