#: table_doi: 10.17182/hepdata.6187.v1/t29
#: name: Table 29
#: description: Measured cross sections for neutrino and anti-neutrino interactions at a mean energy 25.0 GeV and X =0.275.

#: data_file: Table29.yaml
#: keyword reactions: NUMUBAR NUCLEON --> MU+ X | NUMU NUCLEON --> MU- X
#: keyword observables: D2SIG/DX/DY
#: keyword phrases: Inclusive | Double Differential Cross Section | Muon production | Charged Current | Deep Inelastic Scattering
#: keyword cmenergies: 6.912
#: E(P=1) [GeV],25.0
#: RE,NUMU NUCLEON --> MU- X
#: SQRT(S) [GeV],6.912
#: X,0.275
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.3,15.002,0.293,-0.293,0.465,-0.465
0.4,14.798,0.298,-0.298,0.37,-0.37
0.5,14.9,0.301,-0.301,0.402,-0.402
0.6,14.765,0.302,-0.302,0.426,-0.426
0.7,14.271,0.3,-0.3,0.407,-0.407

#: E(P=1) [GeV],25.0
#: RE,NUMUBAR NUCLEON --> MU+ X
#: SQRT(S) [GeV],6.912
#: X,0.275
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.3,7.733,0.304,-0.304,0.295,-0.295
0.4,6.277,0.278,-0.278,0.197,-0.197
0.5,4.45,0.235,-0.235,0.187,-0.187
0.6,3.483,0.21,-0.21,0.143,-0.143
0.7,2.528,0.18,-0.18,0.115,-0.115

