#: table_doi: 10.17182/hepdata.6187.v1/t73
#: name: Table 73
#: description: Measured cross sections for neutrino and anti-neutrino interactions at a mean energy 70.0 GeV and X =0.275.

#: data_file: Table73.yaml
#: keyword reactions: NUMUBAR NUCLEON --> MU+ X | NUMU NUCLEON --> MU- X
#: keyword observables: D2SIG/DX/DY
#: keyword phrases: Inclusive | Double Differential Cross Section | Muon production | Charged Current | Deep Inelastic Scattering
#: keyword cmenergies: 11.498
#: E(P=1) [GeV],70.0
#: RE,NUMU NUCLEON --> MU- X
#: SQRT(S) [GeV],11.498
#: X,0.275
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.2,14.496,0.496,-0.496,0.617,-0.617
0.3,15.012,0.51,-0.51,0.673,-0.673
0.4,13.267,0.46,-0.46,0.392,-0.392
0.5,14.049,0.47,-0.47,0.366,-0.366
0.6,13.746,0.451,-0.451,0.348,-0.348
0.7,13.746,0.449,-0.449,0.458,-0.458
0.8,12.851,0.424,-0.424,0.652,-0.652

#: E(P=1) [GeV],70.0
#: RE,NUMUBAR NUCLEON --> MU+ X
#: SQRT(S) [GeV],11.498
#: X,0.275
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.2,9.279,0.693,-0.693,0.366,-0.366
0.3,7.273,0.627,-0.627,0.422,-0.422
0.4,6.205,0.567,-0.567,0.299,-0.299
0.5,3.505,0.407,-0.407,0.192,-0.192
0.6,2.575,0.338,-0.338,0.127,-0.127
0.7,1.955,0.288,-0.288,0.14,-0.14
0.8,1.652,0.262,-0.262,0.201,-0.201

