#: table_doi: 10.17182/hepdata.6187.v1/t23
#: name: Table 23
#: description: Measured cross sections for neutrino and anti-neutrino interactions at a mean energy 25.0 GeV and X =0.020.

#: data_file: Table23.yaml
#: keyword reactions: NUMUBAR NUCLEON --> MU+ X | NUMU NUCLEON --> MU- X
#: keyword observables: D2SIG/DX/DY
#: keyword phrases: Inclusive | Double Differential Cross Section | Muon production | Charged Current | Deep Inelastic Scattering
#: keyword cmenergies: 6.912
#: E(P=1) [GeV],25.0
#: RE,NUMU NUCLEON --> MU- X
#: SQRT(S) [GeV],6.912
#: X,0.02
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.3,9.985,0.336,-0.336,0.843,-0.843
0.4,11.256,0.371,-0.371,0.851,-0.851
0.5,10.676,0.37,-0.37,0.815,-0.815
0.6,11.091,0.384,-0.384,0.88,-0.88
0.7,9.809,0.36,-0.36,0.572,-0.572

#: E(P=1) [GeV],25.0
#: RE,NUMUBAR NUCLEON --> MU+ X
#: SQRT(S) [GeV],6.912
#: X,0.02
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.3,9.726,0.506,-0.506,0.865,-0.865
0.4,8.352,0.48,-0.48,0.73,-0.73
0.5,7.845,0.477,-0.477,0.585,-0.585
0.6,6.889,0.447,-0.447,0.57,-0.57
0.7,7.115,0.472,-0.472,0.549,-0.549

