#: table_doi: 10.17182/hepdata.6187.v1/t108
#: name: Table 108
#: description: Measured cross sections for neutrino and anti-neutrino interactions at a mean energy 130.0 GeV and X =0.450.

#: data_file: Table108.yaml
#: keyword reactions: NUMUBAR NUCLEON --> MU+ X | NUMU NUCLEON --> MU- X
#: keyword observables: D2SIG/DX/DY
#: keyword phrases: Inclusive | Double Differential Cross Section | Muon production | Charged Current | Deep Inelastic Scattering
#: keyword cmenergies: 15.645
#: E(P=1) [GeV],130.0
#: RE,NUMU NUCLEON --> MU- X
#: SQRT(S) [GeV],15.645
#: X,0.45
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.1,7.739,0.412,-0.412,0.897,-0.897
0.2,6.725,0.384,-0.384,0.705,-0.705
0.3,6.202,0.368,-0.368,0.58,-0.58
0.4,5.844,0.347,-0.347,0.39,-0.39
0.5,5.31,0.336,-0.336,0.209,-0.209
0.6,5.838,0.362,-0.362,0.343,-0.343

#: E(P=1) [GeV],130.0
#: RE,NUMUBAR NUCLEON --> MU+ X
#: SQRT(S) [GeV],15.645
#: X,0.45
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.1,4.339,0.696,-0.696,0.581,-0.581
0.2,3.805,0.686,-0.686,0.548,-0.548
0.3,2.169,0.516,-0.516,0.117,-0.117
0.4,2.654,0.564,-0.564,0.245,-0.245
0.5,0.675,0.282,-0.282,0.095,-0.095
0.6,0.458,0.234,-0.234,0.08,-0.08

