#: table_doi: 10.17182/hepdata.6187.v1/t89
#: name: Table 89
#: description: Measured cross sections for neutrino and anti-neutrino interactions at a mean energy 110.0 GeV and X =0.020.

#: data_file: Table89.yaml
#: keyword reactions: NUMUBAR NUCLEON --> MU+ X | NUMU NUCLEON --> MU- X
#: keyword observables: D2SIG/DX/DY
#: keyword phrases: Inclusive | Double Differential Cross Section | Muon production | Charged Current | Deep Inelastic Scattering
#: keyword cmenergies: 14.396
#: E(P=1) [GeV],110.0
#: RE,NUMU NUCLEON --> MU- X
#: SQRT(S) [GeV],14.396
#: X,0.02
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.1,14.502,1.019,-1.019,0.722,-0.722
0.2,16.872,1.083,-1.083,0.687,-0.687
0.3,17.208,1.082,-1.082,0.69,-0.69
0.4,16.933,1.03,-1.03,0.862,-0.862
0.5,15.306,0.953,-0.953,1.012,-1.012
0.6,14.122,0.913,-0.913,0.966,-0.966
0.7,14.472,0.907,-0.907,1.044,-1.044

#: E(P=1) [GeV],110.0
#: RE,NUMUBAR NUCLEON --> MU+ X
#: SQRT(S) [GeV],14.396
#: X,0.02
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.1,12.429,2.062,-2.062,0.525,-0.525
0.2,14.694,2.202,-2.202,1.176,-1.176
0.3,11.563,1.907,-1.907,0.609,-0.609
0.4,10.559,1.811,-1.811,0.515,-0.515
0.5,10.65,1.81,-1.81,1.3,-1.3
0.6,10.193,1.696,-1.696,0.849,-0.849
0.7,9.16,1.627,-1.627,1.194,-1.194

