#: table_doi: 10.17182/hepdata.6187.v1/t61
#: name: Table 61
#: description: Measured cross sections for neutrino and anti-neutrino interactions at a mean energy 55.0 GeV and X =0.225.

#: data_file: Table61.yaml
#: keyword reactions: NUMUBAR NUCLEON --> MU+ X | NUMU NUCLEON --> MU- X
#: keyword observables: D2SIG/DX/DY
#: keyword phrases: Inclusive | Double Differential Cross Section | Muon production | Charged Current | Deep Inelastic Scattering
#: keyword cmenergies: 10.201
#: E(P=1) [GeV],55.0
#: RE,NUMU NUCLEON --> MU- X
#: SQRT(S) [GeV],10.201
#: X,0.225
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.2,16.742,0.613,-0.613,0.603,-0.603
0.3,16.161,0.609,-0.609,0.388,-0.388
0.4,15.994,0.601,-0.601,0.4,-0.4
0.5,17.877,0.622,-0.622,0.524,-0.524
0.6,16.471,0.588,-0.588,0.622,-0.622
0.7,15.696,0.563,-0.563,0.676,-0.676
0.8,14.596,0.531,-0.531,0.854,-0.854

#: E(P=1) [GeV],55.0
#: RE,NUMUBAR NUCLEON --> MU+ X
#: SQRT(S) [GeV],10.201
#: X,0.225
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.2,10.927,0.836,-0.836,0.365,-0.365
0.3,8.464,0.734,-0.734,0.246,-0.246
0.4,5.595,0.588,-0.588,0.2,-0.2
0.5,5.825,0.581,-0.581,0.225,-0.225
0.6,4.138,0.479,-0.479,0.2,-0.2
0.7,3.366,0.427,-0.427,0.256,-0.256
0.8,2.272,0.338,-0.338,0.194,-0.194

