#: table_doi: 10.17182/hepdata.6187.v1/t30
#: name: Table 30
#: description: Measured cross sections for neutrino and anti-neutrino interactions at a mean energy 25.0 GeV and X =0.350.

#: data_file: Table30.yaml
#: keyword reactions: NUMUBAR NUCLEON --> MU+ X | NUMU NUCLEON --> MU- X
#: keyword observables: D2SIG/DX/DY
#: keyword phrases: Inclusive | Double Differential Cross Section | Muon production | Charged Current | Deep Inelastic Scattering
#: keyword cmenergies: 6.912
#: E(P=1) [GeV],25.0
#: RE,NUMU NUCLEON --> MU- X
#: SQRT(S) [GeV],6.912
#: X,0.35
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.3,12.152,0.19,-0.19,0.452,-0.452
0.4,11.929,0.192,-0.192,0.428,-0.428
0.5,11.634,0.19,-0.19,0.34,-0.34
0.6,11.374,0.189,-0.189,0.285,-0.285

#: E(P=1) [GeV],25.0
#: RE,NUMUBAR NUCLEON --> MU+ X
#: SQRT(S) [GeV],6.912
#: X,0.35
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.3,5.95,0.191,-0.191,0.317,-0.317
0.4,4.13,0.161,-0.161,0.183,-0.183
0.5,3.357,0.145,-0.145,0.151,-0.151
0.6,2.231,0.119,-0.119,0.098,-0.098

