#: table_doi: 10.17182/hepdata.6187.v1/t88
#: name: Table 88
#: description: Measured cross sections for neutrino and anti-neutrino interactions at a mean energy 90.0 GeV and X =0.650.

#: data_file: Table88.yaml
#: keyword reactions: NUMUBAR NUCLEON --> MU+ X | NUMU NUCLEON --> MU- X
#: keyword observables: D2SIG/DX/DY
#: keyword phrases: Inclusive | Double Differential Cross Section | Muon production | Charged Current | Deep Inelastic Scattering
#: keyword cmenergies: 13.028
#: E(P=1) [GeV],90.0
#: RE,NUMU NUCLEON --> MU- X
#: SQRT(S) [GeV],13.028
#: X,0.65
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.1,1.746,0.112,-0.112,0.376,-0.376
0.2,1.595,0.114,-0.114,0.348,-0.348
0.3,1.685,0.117,-0.117,0.309,-0.309
0.4,1.396,0.103,-0.103,0.222,-0.222
0.5,1.194,0.095,-0.095,0.164,-0.164
0.6,1.144,0.092,-0.092,0.153,-0.153
0.7,1.073,0.096,-0.096,0.11,-0.11

#: E(P=1) [GeV],90.0
#: RE,NUMUBAR NUCLEON --> MU+ X
#: SQRT(S) [GeV],13.028
#: X,0.65
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.1,1.857,0.218,-0.218,0.396,-0.396
0.2,0.845,0.148,-0.148,0.183,-0.183
0.3,0.743,0.151,-0.151,0.124,-0.124
0.4,0.35,0.102,-0.102,0.075,-0.075
0.5,0.343,0.098,-0.098,0.055,-0.055
0.6,0.114,0.059,-0.059,0.01,-0.01
0.7,0.094,0.05,-0.05,0.018,-0.018

