#: table_doi: 10.17182/hepdata.6187.v1/t99
#: name: Table 99
#: description: Measured cross sections for neutrino and anti-neutrino interactions at a mean energy 110.0 GeV and X =0.650.

#: data_file: Table99.yaml
#: keyword reactions: NUMUBAR NUCLEON --> MU+ X | NUMU NUCLEON --> MU- X
#: keyword observables: D2SIG/DX/DY
#: keyword phrases: Inclusive | Double Differential Cross Section | Muon production | Charged Current | Deep Inelastic Scattering
#: keyword cmenergies: 14.396
#: E(P=1) [GeV],110.0
#: RE,NUMU NUCLEON --> MU- X
#: SQRT(S) [GeV],14.396
#: X,0.65
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.1,1.776,0.129,-0.129,0.35,-0.35
0.2,1.443,0.119,-0.119,0.284,-0.284
0.3,1.487,0.122,-0.122,0.249,-0.249
0.4,1.565,0.13,-0.13,0.234,-0.234
0.5,1.454,0.126,-0.126,0.185,-0.185
0.6,1.31,0.121,-0.121,0.159,-0.159
0.7,1.067,0.11,-0.11,0.106,-0.106

#: E(P=1) [GeV],110.0
#: RE,NUMUBAR NUCLEON --> MU+ X
#: SQRT(S) [GeV],14.396
#: X,0.65
Y,(1/E(P=1))*D(SIG)/DX/DY [FB/GEV],stat +,stat -,sys +,sys -
0.1,1.8,0.272,-0.272,0.337,-0.337
0.2,0.622,0.143,-0.143,0.127,-0.127
0.3,0.734,0.181,-0.181,0.09,-0.09
0.4,0.519,0.156,-0.156,0.103,-0.103
0.5,0.294,0.112,-0.112,0.034,-0.034
0.6,0.134,0.081,-0.081,0.029,-0.029
0.7,0.173,0.096,-0.096,0.026,-0.026

