#: table_doi: 10.17182/hepdata.114778.v1/t5
#: name: Figure 5 topology D
#: description: Parton dijet $M_{inv}$ vs $A_{LL}$ values with associated uncertainties, for topology D.
#: data_file: DijetD.yaml
#: keyword observables: ASYM
#: keyword reactions: P P --> JET JET X
Parton Dijet $M_{inv}$ (GeV/$c^{2}$) range,Parton Dijet $M_{inv}$ (GeV/$c^{2}$) range LOW,Parton Dijet $M_{inv}$ (GeV/$c^{2}$) range HIGH,Parton Dijet $M_{inv}$ (GeV/$c^{2}$),syst +,syst -
18.200000000000003,17.05,19.35,18.2,1.15,-1.15
21.67,20.63,22.71,21.67,1.04,-1.04
26.119999999999997,25.08,27.16,26.12,1.04,-1.04
31.419999999999998,30.4,32.44,31.42,1.02,-1.02
37.33,36.08,38.58,37.33,1.25,-1.25
44.6,43.09,46.11,44.6,1.51,-1.51
53.61,51.92,55.3,53.61,1.69,-1.69
63.38,61.45,65.31,63.38,1.93,-1.93
75.52000000000001,73.25,77.79,75.52,2.27,-2.27
89.6,86.9,92.3,89.6,2.7,-2.7
106.63,103.43,109.83,106.63,3.2,-3.2
127.17,123.35,130.99,127.17,3.82,-3.82

Parton Dijet $M_{inv}$ (GeV/$c^{2}$) range,Parton Dijet $M_{inv}$ (GeV/$c^{2}$) range LOW,Parton Dijet $M_{inv}$ (GeV/$c^{2}$) range HIGH,"Dijet $A_{LL}$, topology D",stat +,stat -,syst +,syst -
18.200000000000003,17.05,19.35,0.01048,0.00466,-0.00466,0.0012,-0.0012
21.67,20.63,22.71,0.00296,0.00302,-0.00302,0.00055,-0.00055
26.119999999999997,25.08,27.16,0.00307,0.00235,-0.00235,0.00113,-0.00113
31.419999999999998,30.4,32.44,-0.00072,0.00229,-0.00229,0.00097,-0.00097
37.33,36.08,38.58,0.00169,0.00278,-0.00278,0.00086,-0.00086
44.6,43.09,46.11,0.00501,0.003,-0.003,0.00081,-0.00081
53.61,51.92,55.3,0.00443,0.00382,-0.00382,0.0008,-0.0008
63.38,61.45,65.31,0.00887,0.005,-0.005,0.00082,-0.00082
75.52000000000001,73.25,77.79,0.00985,0.00747,-0.00747,0.00094,-0.00094
89.6,86.9,92.3,0.00351,0.01095,-0.01095,0.00106,-0.00106
106.63,103.43,109.83,0.03141,0.01797,-0.01797,0.00123,-0.00123
127.17,123.35,130.99,0.01114,0.03187,-0.03187,0.00224,-0.00224
