*******************************************************************************************
SetName: ATLASZPT7TEV_ptZ
Author: Frank Petriello & Raja Boughezai
Date: final updated C factors sent on 10/12/2017
CodesUsed: their own code 
TheoryInput: NNPDF31, alphas(MZ)=0.118
PDFset: 
Warnings: 
********************************************************************************************
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1.048 0.00100
1.054 0.00100
1.061 0.00100
1.060 0.00100
1.065 0.00100
1.063 0.00100
1.063 0.00100
1.064 0.00100
1.065 0.00100
1.062 0.00100
1.066 0.00100
1.077 0.00200
1.080 0.00300
1.057 0.00400
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1.056 0.00100
1.060 0.00100
1.065 0.00100
1.062 0.00200
1.061 0.00200
1.070 0.00200
1.068 0.00100
1.065 0.00100
1.067 0.00100
1.074 0.00200
1.078 0.00100
1.070 0.00300
1.105 0.00400
1.105 0.00600
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1. 0.00000
1.057 0.00300
1.066 0.00400
1.073 0.00500
1.052 0.00600
1.069 0.00500
1.060 0.00500
1.076 0.00300
1.072 0.00200
1.079 0.00300
1.082 0.00300
1.084 0.00300
1.085 0.00600
1.077 0.01100
1.103 0.02100
