0.00	0.21	19.52	1.29	
0.21	0.42	20.24	1.19
0.42	0.63	20.10	1.14
0.63	0.84	20.57	1.29
0.84	1.05	19.52	1.24
1.05	1.37	16.44	0.91
1.37	1.52	13.20	1.67
1.52	1.74	12.18	1.05
1.74	1.95	11.52	1.00
1.95	2.18	7.70	0.91
2.18	2.50	7.91	0.81
