0.00	0.21	19.86	1.38
0.21	0.42	18.67	1.33
0.42	0.63	18.38	1.19
0.63	0.84	18.10	1.33
0.84	1.05	16.00	1.29
1.05	1.37	14.91	1.00
1.37	1.52	14.40	1.93
1.52	1.74	11.59	1.18
1.74	1.95	9.43	1.14
1.95	2.18	7.74	1.04
2.18	2.50	6.75	1.00
