	mean	std	min	max
momentum	1.0000024701790153	5.709118494156918e-06	0.9999970407171339	1.0000100254719246
uvalence	1.9999758177507938	3.156848584632993e-07	1.9999758177507938	1.9999774892823312
dvalence	0.9999925864029676	3.6474370435062337e-06	0.9999891588866286	0.9999978711991706
svalence	1.1055807190574196e-06	3.34804210633512e-05	-3.946152410339021e-05	4.254130281672319e-05
cvalence	-7.530328972913307e-09	2.741723754444971e-08	-1.891391731719512e-08	4.025177729723672e-08
